Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	32	6.53e-16	4.31e-14	CXCL10,MMP9,CXCL8,CXCL12,MMP14,IL23A,BMP2,HYAL1,CCL20,CCL22,PLAU,MMP12,TNC,TIMP1,CSF2,SFTPA1,FGF8,MUC5B,SERPINE1,MMP1,MMP13,CXCL5,COL1A1,VWF,AGT,COL2A1,MMP3,MUC5AC,IFNA1,AMH,COL7A1,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	32	7.91e-16	4.31e-14	HYAL1,MMP3,AMH,MMP1,SFTPA1,TNC,IFNA1,CXCL12,TIMP1,COL2A1,CXCL8,COL7A1,PLAU,CXCL10,AGT,MMP9,MMP13,BMP2,CCL20,CXCL5,CSF2,MUC5B,VWF,MUC5AC,FGF8,SERPINE1,MMP14,CCL22,CXCL1,COL1A1,A2M,IL23A
SP1	Sp1 transcription factor	33	3.1e-11	1.13e-09	FGFBP1,MMRN1,F10,AGT,ADAM23,WIF1,COL7A1,HYAL1,TNC,SERPINB5,MUC5AC,FBLN1,EGF,CXCL5,AREG,PLAU,COL2A1,COMP,SERPINE1,TIMP1,LTBP4,CXCL1,MMP9,MMP28,CXCL14,TGFA,TIMP3,MMP11,MMP14,SPP1,COL1A1,PTN,ACAN
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	14	1.29e-10	3.51e-09	CSF2,FGFBP1,MMP10,PF4,MMP1,PLAU,IL5,PRL,MMP13,MMP3,VWF,TNC,COL1A1,MMP9
JUN	jun proto-oncogene	16	1.24e-08	2.71e-07	DCN,MMP7,IL23A,MMP9,CXCL8,MMP13,CSF2,MMP3,MMP12,IBSP,PTN,TNC,PLAU,NGF,ELN,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	8	7.52e-08	1.37e-06	MMP1,CXCL8,VWF,CSF2,MMP3,MMP9,IL5,TNC
SMAD3	SMAD family member 3	7	1.07e-06	1.66e-05	COL7A1,LTBP4,SERPINE1,TNC,ANGPTL4,MMP9,FST
FOS	FBJ murine osteosarcoma viral oncogene homolog	8	7.97e-06	0.000109	MMP9,FGFBP1,MMP7,NGF,MMP3,MMP1,CXCL8,PLAU
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	5	9.67e-06	0.000115	IL23A,TNFAIP6,CCL20,PRL,CXCL1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	12	1.05e-05	0.000115	MMP7,TIMP1,MUC5B,MMP9,A2M,FGL1,MMP3,MMP10,MMP1,MMP14,IL11,CXCL8
RUNX2	runt-related transcription factor 2	5	1.76e-05	0.000175	IBSP,MMP13,IHH,ELANE,PLAU
