Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19	5.06e-09	1.66e-07	FASLG,HYAL1,PLAU,CCL2,MMP12,TNC,TIMP1,CSF2,SDC1,SFTPA1,SERPINE1,CCL11,MMP1,MMP13,COL1A1,VWF,BGN,MUC5AC,COL7A1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	19	5.64e-09	1.66e-07	HYAL1,SDC1,BGN,MMP1,SFTPA1,TNC,TIMP1,COL7A1,PLAU,MMP13,CCL11,CSF2,VWF,GDNF,MUC5AC,SERPINE1,COL1A1,FASLG,CCL2
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	4.78e-07	9.39e-06	CSF2,FGFBP1,MMP10,MMP1,PLAU,MMP13,VWF,TNC,COL1A1
SP1	Sp1 transcription factor	20	1.33e-06	1.96e-05	FGFBP1,MMRN1,WIF1,COL7A1,CCL2,HYAL1,TNC,MUC5AC,FASLG,EGF,PLAU,COMP,SERPINE1,TIMP1,CXCL14,TIMP3,MMP11,SPP1,IGFBP3,COL1A1
JUN	jun proto-oncogene	11	2.08e-06	2.46e-05	MMP7,CCL2,MMP13,CSF2,MMP12,IBSP,FASLG,TNC,PLAU,MMP20,MMP1
RUNX2	runt-related transcription factor 2	4	7.09e-05	0.000697	IBSP,MMP13,IHH,PLAU
RARA	retinoic acid receptor, alpha	4	0.000256	0.00216	FGFBP1,ANXA8,PLAU,MUC5AC
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	8	0.000345	0.00255	MMP7,TIMP1,FGF2,CCL11,MMP10,MMP1,IL11,CCL2
SMAD3	SMAD family member 3	4	0.000514	0.00337	COL7A1,SERPINE1,TNC,ANGPTL4
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000581	0.00343	MMP1,VWF,CSF2,TNC
EGR1	early growth response 1	6	0.000707	0.00379	GDF15,HYAL1,FGF2,PLAU,GDNF,FASLG
PPARG	peroxisome proliferator-activated receptor gamma	5	0.00123	0.00606	SERPINE1,FASLG,GDF15,ANGPTL4,MMP1
FOXQ1	forkhead box Q1	2	0.00213	0.00967	WNT3A,RSPO2
NCOA3	nuclear receptor coactivator 3	2	0.00296	0.0125	MMP10,MMP7
SMAD4	SMAD family member 4	3	0.00373	0.0135	COL7A1,TNC,SERPINE1
HDAC5	histone deacetylase 5	2	0.00391	0.0135	SLIT2,FGF2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00416	0.0135	SPP1,FGF2,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00416	0.0135	CCL2,VWF,COL1A1
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00499	0.0135	IGFBP3,SFRP1
FOSL1	FOS-like antigen 1	2	0.00499	0.0135	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00499	0.0135	PLAU,VWF
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00504	0.0135	FGFBP1,MMP7,MMP1,PLAU
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.00605	0.014	GDF15,MMP1,FASLG,SFTPD
EPAS1	endothelial PAS domain protein 1	2	0.00619	0.014	SERPINE1,COL10A1
HOXB7	homeobox B7	2	0.00619	0.014	THBS2,FGF2
PPARD	peroxisome proliferator-activated receptor delta	2	0.00619	0.014	ANGPTL4,TIMP1
JUND	jun D proto-oncogene	3	0.008	0.0175	FGFBP1,TIMP1,SFTPD
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.00867	0.0183	TIMP1,GDF15,MMP1
POU2F1	POU class 2 homeobox 1	3	0.0109	0.0221	VWF,PLAU,SPP1
FOSL2	FOS-like antigen 2	2	0.0139	0.0256	IBSP,TIMP1
ING4	inhibitor of growth family, member 4	2	0.0139	0.0256	ANGPT1,SPP1
NR4A1	nuclear receptor subfamily 4, group A, member 1	2	0.0139	0.0256	SERPINE1,FASLG
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0184	0.0329	FGF2,SERPINE1,PLAU,MUC3A
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0191	0.0332	FGF2,CCL2,TIMP1,MMP13
FOXA2	forkhead box A2	2	0.0197	0.0333	TPO,MMP7
GLI1	GLI family zinc finger 1	2	0.0219	0.0359	MUC5AC,SFRP1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.024	0.0372	SPP1,SFTPD,CCL2
IRF1	interferon regulatory factor 1	3	0.024	0.0372	FASLG,SLPI,OGN
PAX5	paired box 5	2	0.0265	0.04	MMP1,TIMP1
ETV4	ets variant 4	2	0.0289	0.0426	MMP7,MMP1
FLI1	Friend leukemia virus integration 1	2	0.034	0.0477	MMP1,IGFBP3
POU5F1	POU class 5 homeobox 1	2	0.034	0.0477	SPP1,SEMA6A
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0366	0.0503	SERPINE1,PLAU
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0394	0.0528	CCL2,THBS1
HDAC2	histone deacetylase 2	2	0.0422	0.0553	MUC5AC,CCL2
TP53	tumor protein p53	5	0.0499	0.0639	THBS1,GDF15,MMP1,FGF2,IGFBP3
CIITA	class II, major histocompatibility complex, transactivator	2	0.0542	0.0665	FASLG,COL1A1
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0542	0.0665	TIMP3,SFRP1
HDAC1	histone deacetylase 1	3	0.0553	0.0665	IGFBP3,SPP1,SFRP1
ATF2	activating transcription factor 2	2	0.0573	0.0676	FASLG,PLAU
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0672	0.0777	PLAU,CCL2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.0706	0.0801	CCL11,COL1A1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0811	0.0903	SERPINE1,ANGPTL4
RUNX1	runt-related transcription factor 1	2	0.0847	0.0926	TIMP1,CSF2
CREB1	cAMP responsive element binding protein 1	3	0.0965	0.103	MUC5AC,IBSP,PLAU
SP3	Sp3 transcription factor	3	0.158	0.167	IGFBP3,TIMP1,COL1A1
E2F1	E2F transcription factor 1	3	0.222	0.23	THBS1,SERPINE1,NELL2
ESR1	estrogen receptor 1	2	0.235	0.24	MMP13,SERPINE1
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.343	0.343	SFRP1,FASLG
