Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	22	1.47e-07	9.82e-06	MUC4,F10,WIF1,GDF5,PDGFB,SERPINB5,MUC5AC,FBLN1,EGF,CXCL5,CTGF,PLAU,COMP,LTBP4,MMP9,IL10,CXCL14,MUC6,TIMP3,MMP11,SPP1,COL1A1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	16	1.46e-06	3.55e-05	SERPINB1,CCL19,CXCL10,MMP9,COL1A2,IL12B,IL10,CCL20,PLAU,MMP12,CCL11,MMP1,CXCL5,COL1A1,MUC5AC,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	16	1.59e-06	3.55e-05	MMP1,COL1A2,PLAU,CXCL10,MMP9,CCL20,CXCL5,CCL11,GDNF,MUC6,IL12B,IL10,MUC5AC,COL1A1,CCL19,SERPINB1
FLI1	Friend leukemia virus integration 1	5	1.07e-05	0.000174	PF4,MMP1,COL1A2,IL10,CTGF
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	1.3e-05	0.000174	MMP7,FGF2,MMP9,CTGF,CCL11,IL10,MUC4,MMP1,OSM,MUC1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	6.21e-05	0.000693	MUC4,PF4,MMP1,PLAU,CTGF,COL1A1,MMP9
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	8.37e-05	0.000802	CCL11,COL1A2,CCL17,CCL26,COL1A1
JUN	jun proto-oncogene	9	0.000117	0.000976	MMP7,MMP9,CTGF,IL12B,MMP12,IBSP,PLAU,MMP20,MMP1
IRF1	interferon regulatory factor 1	5	0.000448	0.00333	CXCL10,IL12B,IL10,SLPI,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.000675	0.00452	FGF2,MMP9,MUC4,MUC1,IL10,CXCL10
CREB1	cAMP responsive element binding protein 1	6	0.000971	0.00592	BDNF,MUC5AC,IBSP,MUC4,PLAU,IL10
RUNX2	runt-related transcription factor 2	3	0.00165	0.00923	IBSP,ELANE,PLAU
ELK1	ELK1, member of ETS oncogene family	3	0.00193	0.00968	WISP2,PDGFB,MUC4
HDAC1	histone deacetylase 1	5	0.00202	0.00968	MMP9,SPP1,SERPINB5,SFRP1,COL1A2
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.0023	0.0103	COL1A2,COL11A1
ETV4	ets variant 4	3	0.00256	0.0107	MUC4,MMP7,MMP1
POU5F1	POU class 5 homeobox 1	3	0.0033	0.0128	SPP1,SEMA6A,TDGF1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00371	0.0128	MMP9,PLG,PLAU
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00399	0.0128	FGF2,PLAU,MUC3A,MUC1,CTGF
RARA	retinoic acid receptor, alpha	3	0.00416	0.0128	ANXA8,PLAU,MUC5AC
HDAC5	histone deacetylase 5	2	0.00422	0.0128	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00422	0.0128	MMP9,MMP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00463	0.0135	SPP1,WNT11,FGF2
EGR1	early growth response 1	5	0.00512	0.0135	PDGFB,LTB,FGF2,PLAU,GDNF
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00538	0.0135	MMP9,TIMP3
TFCP2	transcription factor CP2	2	0.00538	0.0135	SPP1,FGA
EP300	E1A binding protein p300	4	0.00542	0.0135	IL12B,LAMA3,MMP9,COL1A2
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00577	0.0138	MMP9,MMP7,MMP1,PLAU
HOXB7	homeobox B7	2	0.00667	0.0148	THBS2,FGF2
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00667	0.0148	SERPINB5,MMP9
CIITA	class II, major histocompatibility complex, transactivator	3	0.00686	0.0148	COL1A1,MMP9,COL1A2
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.0075	0.0157	MMP1,IL12B,MMP9
MSC	musculin	2	0.00808	0.0164	LTA,IL10
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0112	0.0221	ELANE,COL1A1,COL1A2
GATA3	GATA binding protein 3	3	0.0121	0.0225	MUC1,IL10,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0121	0.0225	SPP1,MUC4,S100P
SP3	Sp3 transcription factor	5	0.0143	0.0259	FBLN1,GDF5,COL1A1,MUC6,MUC4
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0158	0.0279	IL12B,IL10,CST5
FOXA2	forkhead box A2	2	0.0212	0.0355	TPO,MMP7
GLI2	GLI family zinc finger 2	2	0.0212	0.0355	MUC5AC,WNT2B
GLI1	GLI family zinc finger 1	2	0.0235	0.0375	MUC5AC,SFRP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0235	0.0375	MMP1,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0265	0.0412	SPP1,IL10,ELANE
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.031	0.0472	IL12B,IL10
NANOG	Nanog homeobox	2	0.0337	0.0501	NODAL,SEMA6A
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0352	0.0513	MUC1,PF4,LTBP4
ATF1	activating transcription factor 1	2	0.0364	0.052	TGFB2,IL10
HDAC2	histone deacetylase 2	2	0.0452	0.0631	MUC5AC,COL1A2
LEF1	lymphoid enhancer-binding factor 1	2	0.0515	0.0704	MMP7,ELANE
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.058	0.0762	TIMP3,SFRP1
SMAD3	SMAD family member 3	2	0.058	0.0762	LTBP4,MMP9
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0606	0.0776	MUC4,MMP9,COL1A1
ATF2	activating transcription factor 2	2	0.0614	0.0776	TGFB2,PLAU
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0718	0.0891	S100P,PLAU
POU2F1	POU class 2 homeobox 1	2	0.0828	0.101	PLAU,SPP1
E2F1	E2F transcription factor 1	4	0.0897	0.106	MUC4,CTSV,SERPINB5,TNFSF11
RUNX1	runt-related transcription factor 1	2	0.0904	0.106	ELANE,PF4
YY1	YY1 transcription factor	3	0.108	0.125	COL1A2,MUC4,POSTN
USF2	upstream transcription factor 2, c-fos interacting	2	0.119	0.135	PF4,TGFB2
SIRT1	sirtuin 1	2	0.123	0.137	COL1A2,MMP9
WT1	Wilms tumor 1	2	0.162	0.178	CTGF,CX3CL1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.175	0.189	IL10,MMP1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.184	0.196	IL12B,ELANE
USF1	upstream transcription factor 1	2	0.198	0.207	TGFB2,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.202	0.209	MMP9,MMP1
AR	androgen receptor	2	0.328	0.333	SERPINB5,MUC1
TP53	tumor protein p53	3	0.342	0.342	S100B,MMP1,FGF2
