Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	20	1.72e-11	1.12e-09	IFNB1,CCL19,IL6,IL1B,IL4,CCL2,CXCL2,MMP12,TNFSF14,MUC5B,MUC17,CCL11,MMP1,MMP13,CXCL5,COL1A1,BGN,IL1A,MUC5AC,COL7A1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	19	1.53e-10	4.97e-09	BGN,MUC17,MMP1,IL1B,COL7A1,IL1A,MMP13,CXCL5,CCL11,MUC5B,TNFSF14,MUC5AC,IL6,COL1A1,IL4,CCL19,IFNB1,CXCL2,CCL2
JUN	jun proto-oncogene	12	2.69e-08	5.83e-07	IL1B,MMP7,CCL2,MMP13,CTSL,IL1A,MMP12,IBSP,NGF,IFNB1,IL6,MMP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	8	1.05e-06	1.71e-05	MMP10,MUC4,MMP1,MMP13,TNFSF14,IGFBP1,BMP4,COL1A1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	1.39e-06	1.8e-05	MMP7,FGF2,LEP,MUC5B,CCL11,MUC4,MMP10,IL6,MMP1,CCL2
STAT1	signal transducer and activator of transcription 1, 91kDa	8	1.69e-06	1.83e-05	FGF2,IFNB1,MUC4,IL6,CCL2,CTSL,IL1B,MMP13
SP1	Sp1 transcription factor	17	4.18e-06	3.88e-05	TNFSF14,MUC4,CTSL,WIF1,COL7A1,CCL2,SERPINB5,MUC5AC,CXCL5,AREG,IL6,TGM4,MMP11,SPP1,COL1A1,LEP,IGFBP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	2.19e-05	0.000171	S100P,IL6,CCL2,FGF19,IGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	2.52e-05	0.000171	CCL11,IL4,EGLN3,COL1A1,IL13
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	2.64e-05	0.000171	IL4,IL1B,MMP1,IL6,IL13,TNFAIP6
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000131	0.000777	ADAMTS1,SPP1,WNT11,FGF2
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	8e-04	0.004	IL1B,IFNB1,MMP1
RUNX2	runt-related transcription factor 2	3	8e-04	0.004	IBSP,MMP13,IHH
AHR	aryl hydrocarbon receptor	3	0.00124	0.00506	IL6,IL13,IL1B
ETV4	ets variant 4	3	0.00124	0.00506	MUC4,MMP7,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00124	0.00506	IL6,CCL2,IL1B
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.0014	0.00534	IL4,MMP13
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00156	0.00552	SPP1,LEP,IL6,CCL2
POU5F1	POU class 5 homeobox 1	3	0.00161	0.00552	SPP1,LEFTY1,BMP4
NCOA3	nuclear receptor coactivator 3	2	0.00194	0.00615	MMP10,MMP7
YY1	YY1 transcription factor	5	0.00202	0.00615	IL1B,MUC4,IFNB1,IL4,POSTN
E2F1	E2F transcription factor 1	6	0.00208	0.00615	IL1B,MUC4,CTSV,SERPINB5,TNFSF11,PCSK6
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00235	0.00665	MMP7,NGF,MMP1,IL1A
IRF2	interferon regulatory factor 2	2	0.00258	0.0067	IL4,IFNB1
ZFP36	ZFP36 ring finger protein	2	0.00258	0.0067	SERPINB2,IL6
TFCP2	transcription factor CP2	2	0.00329	0.00822	SPP1,FGA
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00409	0.00984	IL1B,AREG
SP3	Sp3 transcription factor	5	0.00513	0.0119	CTSL,TGM4,IGFBP1,COL1A1,MUC4
TBX21	T-box 21	2	0.00592	0.0127	IL4,IL13
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.00608	0.0127	SPP1,MUC4,S100P
POU2F1	POU class 2 homeobox 1	3	0.00608	0.0127	IL4,LGALS4,SPP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.00702	0.0138	ADAMTS1,IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	3	0.00702	0.0138	IL6,IL1B,LAMA3
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.009	0.0162	FGF2,MUC3A,EGLN3,LEP
ING4	inhibitor of growth family, member 4	2	0.00923	0.0162	NGF,SPP1
IRF3	interferon regulatory factor 3	2	0.00923	0.0162	CCL2,IFNB1
JUNB	jun B proto-oncogene	2	0.00923	0.0162	IL1B,IL4
CREB1	cAMP responsive element binding protein 1	4	0.0119	0.0203	MUC5AC,IBSP,MUC4,IL6
GLI2	GLI family zinc finger 2	2	0.0132	0.0214	FST,MUC5AC
HDAC9	histone deacetylase 9	2	0.0132	0.0214	MMP13,IGFBP1
GLI1	GLI family zinc finger 1	2	0.0147	0.0227	MUC5AC,SFRP1
XBP1	X-box binding protein 1	2	0.0147	0.0227	CCL2,IL6
ELK1	ELK1, member of ETS oncogene family	2	0.0162	0.0245	WISP2,MUC4
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0194	0.0287	FST,MMP7
FOXO1	forkhead box O1	2	0.0229	0.0331	IL6,IGFBP1
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0247	0.035	POSTN,SRPX
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0266	0.0368	CCL2,FGF19
HDAC2	histone deacetylase 2	2	0.0286	0.0379	MUC5AC,CCL2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0286	0.0379	CCL2,COL1A1
HDAC1	histone deacetylase 1	3	0.0326	0.0408	SPP1,SERPINB5,SFRP1
