Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	31	1.73e-15	1.66e-13	MMP3,AMH,MMP1,IL17C,SERPINA3,SFTPA1,IL1B,CXCL12,COL2A1,CXCL8,VEGFA,FGF7,CCL3,MMP13,BMP2,CXCL5,CSF2,MUC5B,VWF,GDNF,MUC5AC,FGF8,IL6,SERPINE1,HBEGF,CCL4,COL1A1,CCL19,A2M,CXCL2,CCL2
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	30	1.03e-14	4.93e-13	CCL4,CCL19,FGF7,IL6,CXCL8,IL1B,VEGFA,CXCL12,BMP2,CCL2,CXCL2,MMP12,CCL3,CSF2,SFTPA1,FGF8,MUC5B,SERPINE1,IL17C,MMP1,MMP13,CXCL5,COL1A1,VWF,COL2A1,SERPINA3,MMP3,MUC5AC,HBEGF,AMH
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	19	5.26e-12	1.68e-10	MMP7,HGF,FGF2,LEP,CYR61,MUC5B,CTGF,FGG,VEGFA,A2M,FGL1,MMP3,MMP10,IL6,MMP1,OSM,CCL2,MUC1,CXCL8
SP1	Sp1 transcription factor	33	9.99e-12	2.4e-10	FGFBP1,MMRN1,F10,WIF1,CCL2,PDGFB,SERPINB5,MUC5AC,FBLN1,CXCL5,CTGF,AREG,VEGFA,COL2A1,COMP,IL6,SERPINE1,HBEGF,LTBP4,HGF,MMP28,COL11A2,TIMP3,TGM4,MMP11,PLAT,SPP1,COL1A1,LEP,IGFBP1,PTN,F7,ACAN
JUN	jun proto-oncogene	18	1.09e-10	2.1e-09	IL1B,DCN,MMP7,PLAT,CCL2,CXCL8,CTGF,MMP13,CSF2,MMP3,MMP12,IBSP,PTN,ELN,VEGFA,FGF7,IL6,MMP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	12	1.07e-08	1.72e-07	CSF2,FGFBP1,MMP10,PF4,MMP1,CTGF,MMP13,MMP3,VWF,IGFBP1,BMP4,COL1A1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	6	5.62e-06	6.26e-05	ADAMTS1,SPP1,WNT11,FGF2,VWF,CXCL8
ZFP36	ZFP36 ring finger protein	4	5.86e-06	6.26e-05	VEGFA,SERPINB2,IL6,CXCL8
WT1	Wilms tumor 1	8	5.87e-06	6.26e-05	NOV,THBS1,VEGFA,HBEGF,CTGF,CX3CL1,AMH,EREG
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	9	1.34e-05	0.000126	CXCL12,VEGFA,FGF2,SERPINE1,HBEGF,MUC3A,MUC1,LEP,CTGF
