Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	3.27e-11	2.46e-09	IL2,HYAL1,MMP1,IL17C,SFTPA1,COL2A1,COL1A2,CCL3,IL1A,AGT,MMP9,MMP13,CCL11,MUC5B,GDNF,MUC5AC,IL6,HBEGF,CCL4,COL1A1,IFNB1,A2M,CXCL2,TNFSF10
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	23	1.76e-10	6.59e-09	IFNB1,CCL4,IL2,MMP9,IL6,COL1A2,HYAL1,TNFSF10,CXCL2,MMP12,CCL3,SFTPA1,MUC5B,CCL11,IL17C,MMP1,MMP13,COL1A1,AGT,COL2A1,IL1A,MUC5AC,HBEGF
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	16	4.2e-10	1.05e-08	FGF2,LEP,CYR61,MUC5B,PGF,MMP9,CCL11,SHH,A2M,FGL1,MUC4,IL2,MMP10,IL6,MMP1,IL11
SP1	Sp1 transcription factor	27	2.78e-09	5.21e-08	MUC4,MMRN1,IL2,AGT,WIF1,HYAL1,SERPINB5,MUC5AC,TNFSF10,AREG,COL2A1,COMP,IL6,HBEGF,LTBP4,MMP9,MMP28,CXCL14,TGM4,MMP11,IGF2,SPP1,IGFBP3,COL1A1,LEP,IGFBP1,F7
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	2.76e-06	4.14e-05	MMP10,MUC4,PF4,MMP1,MMP13,IL2,IGFBP1,COL1A1,MMP9
JUN	jun proto-oncogene	11	1.56e-05	0.000195	MMP9,MMP13,IL2,IL1A,MMP12,IBSP,CSTA,ELN,IFNB1,IL6,MMP1
HDAC1	histone deacetylase 1	7	9.26e-05	0.000992	IL2,MMP9,IGFBP3,SPP1,SERPINB5,MMP28,COL1A2
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000161	0.00141	TNFSF10,IFNB1,MMP1,MMP9
HDAC5	histone deacetylase 5	3	0.000177	0.00141	IGF2,SLIT2,FGF2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000188	0.00141	CCL11,COL1A2,EGLN3,COL1A1,IL13
EGR2	early growth response 2	3	0.000262	0.00154	IGF2,LIF,IL6
TFCP2	transcription factor CP2	3	0.000262	0.00154	SPP1,A2M,FGA
STAT1	signal transducer and activator of transcription 1, 91kDa	7	0.000267	0.00154	FGF2,IFNB1,MMP9,MUC4,IL6,MMP13,CCL3
EGR1	early growth response 1	7	0.000356	0.00185	TNFSF10,HYAL1,FGF2,IL6,GDNF,IL2,IGF2
NFIL3	nuclear factor, interleukin 3 regulated	3	0.00037	0.00185	EREG,TNFSF10,AREG
FLI1	Friend leukemia virus integration 1	4	0.000415	0.00195	PF4,MMP1,COL1A2,IGFBP3
HDAC2	histone deacetylase 2	4	0.000662	0.00292	TNFSF10,MUC5AC,COL1A2,BMP7
EP300	E1A binding protein p300	5	0.0015	0.00608	IGFBP3,LAMA3,MMP9,IL6,COL1A2
SP3	Sp3 transcription factor	7	0.00158	0.00608	HBEGF,IGFBP3,TGM4,IGFBP1,COL1A1,COL2A1,MUC4
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.00162	0.00608	MMP9,CSTA,MMP1,NTF3,IL1A
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.0018	0.00642	S100P,F7,IL6,IGFBP1
CREB1	cAMP responsive element binding protein 1	6	0.00234	0.00798	BDNF,IL2,MUC5AC,IBSP,MUC4,IL6
PPARA	peroxisome proliferator-activated receptor alpha	4	0.00269	0.00846	IL6,ANGPTL4,MMP9,IGFBP1
RUNX2	runt-related transcription factor 2	3	0.00271	0.00846	IBSP,MMP13,IHH
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00323	0.00932	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00323	0.00932	WNT3A,RSPO2
