Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19	2.57e-08	1.88e-06	CXCL8,COL1A2,CSF1,HYAL1,CCL20,MMP12,CCL3,IL17C,MMP1,MMP13,CXCL5,COL1A1,VWF,AGT,COL2A1,SERPINA3,MMP3,MUC5AC,AMH
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	18	1.51e-07	5.52e-06	HYAL1,MMP3,AMH,MMP1,IL17C,SERPINA3,COL2A1,COL1A2,CXCL8,CSF1,CCL3,AGT,MMP13,CCL20,CXCL5,VWF,MUC5AC,COL1A1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	1.1e-06	2.67e-05	MMP10,MUC4,MMP1,PRL,MMP13,MMP3,VWF,IGFBP1,COL1A1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	11	3.41e-06	6.22e-05	LEP,PGF,FGG,SHH,FGL1,MUC4,MMP3,MMP10,MMP1,IL11,CXCL8
SP1	Sp1 transcription factor	20	6.11e-06	8.92e-05	MUC4,F10,AGT,WIF1,HYAL1,MUC5AC,CXCL5,COL2A1,COMP,LTBP4,MMP28,MMP11,SPP1,IGFBP3,COL1A1,LEP,IGFBP1,PTN,F7,ACAN
JUN	jun proto-oncogene	10	3.34e-05	0.000406	CXCL8,CSF1,MMP13,MMP3,MMP12,IBSP,PTN,LGALS3,NGF,MMP1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	5.94e-05	0.000619	SPP1,SFTPD,PRL,CSF1,LEP,SERPINC1
RUNX2	runt-related transcription factor 2	4	0.000104	0.000952	LGALS3,IBSP,MMP13,IHH
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000434	0.00317	SPP1,WNT11,VWF,CXCL8
HDAC2	histone deacetylase 2	4	0.000434	0.00317	MUC5AC,CXCL8,COL1A2,BMP7
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000844	0.0054	MMP1,CXCL8,VWF,MMP3
EP300	E1A binding protein p300	5	0.00091	0.0054	S100A4,IGFBP3,LAMA3,CXCL8,COL1A2
ING4	inhibitor of growth family, member 4	3	0.000962	0.0054	CXCL8,NGF,SPP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.00119	0.00621	CXCL8,S100P,F7,IGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00133	0.00645	CXCL8,COL1A2,EGLN3,COL1A1
HDAC9	histone deacetylase 9	3	0.00167	0.00749	MMP13,PRL,IGFBP1
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00174	0.00749	MMP1,CXCL8
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00197	0.00798	MMP3,MMP1,CXCL8
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00237	0.00875	IGFBP3,AMH,CXCL8,PRL
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00259	0.00875	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00259	0.00875	WNT3A,RSPO2
HDAC1	histone deacetylase 1	5	0.00264	0.00875	IGFBP3,SPP1,CXCL8,MMP28,COL1A2
SOX9	SRY (sex determining region Y)-box 9	3	0.00346	0.011	SHH,AMH,COL2A1
