Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	25	1.29e-12	8.5e-11	IL2,MMP3,SERPINA3,SFTPA1,IL1B,CXCL10,CCL3,AGT,MMP13,BMP2,CCL20,CXCL5,MUC5B,TNFSF14,GDNF,MUC6,MUC5AC,IL6,HBEGF,CXCL1,COL1A1,CCL19,A2M,CXCL2,CCL2
SP1	Sp1 transcription factor	30	5.49e-12	1.69e-10	TNFSF14,FGFBP1,F10,IL2,AGT,WIF1,GDF5,CCL2,SERPINB5,MUC5AC,FBLN1,EGF,CXCL5,COMP,IL6,COL18A1,HBEGF,LTBP4,CXCL1,MMP28,CXCL14,MUC6,TIMP3,TGM4,MMP11,P4HA1,SPP1,COL1A1,IGFBP1,PTN
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	7.69e-12	1.69e-10	CCL19,CXCL10,IL2,IL6,IL1B,BMP2,CCL20,CCL2,CXCL2,MMP12,CCL3,TNFSF14,SFTPA1,MUC5B,MMP13,CXCL5,COL1A1,AGT,SERPINA3,MMP3,MUC5AC,HBEGF,MUC6,CXCL1
JUN	jun proto-oncogene	11	8.74e-06	0.000144	IL1B,CCL2,MMP13,IL2,MMP3,MMP12,IBSP,PTN,CSTA,ELN,IL6
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	0.000124	0.00139	FGFBP1,MMP13,MMP3,TNFSF14,IL2,IGFBP1,COL1A1
RUNX2	runt-related transcription factor 2	4	0.000127	0.00139	IBSP,MMP13,IHH,ELANE
ZFP36	ZFP36 ring finger protein	3	0.000147	0.00139	SERPINB2,IL6,IL2
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000231	0.00191	IL6,CCL2,IL1B,IL2
RARA	retinoic acid receptor, alpha	4	0.000452	0.00331	FGFBP1,ANXA8,MUC5AC,SFTPB
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.000741	0.00489	SPP1,SFTPD,ELANE,IL6,CCL2
SP3	Sp3 transcription factor	7	0.00111	0.00651	FBLN1,HBEGF,GDF5,TGM4,IGFBP1,COL1A1,MUC6
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.0012	0.00651	IL6,CCL2,IL1B,MMP13,CCL3,CXCL10
JUND	jun D proto-oncogene	4	0.00128	0.00651	IL6,FGFBP1,CSTA,SFTPD
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.00143	0.00675	S100P,IL6,CCL2,IGFBP1
FOXQ1	forkhead box Q1	2	0.00286	0.0118	WNT3A,RSPO2
NKX2-1	NK2 homeobox 1	2	0.00286	0.0118	SFTPA1,SFTPB
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	7	0.00404	0.0157	MUC5B,SHH,A2M,IL2,MMP3,IL6,CCL2
FOXO1	forkhead box O1	3	0.0045	0.0165	IL6,IGFBP1,PDGFA
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00631	0.021	CCL2,COL18A1,COL1A1
TFCP2	transcription factor CP2	2	0.00668	0.021	SPP1,A2M
ZNF148	zinc finger protein 148	2	0.00668	0.021	CXCL5,MMP3
EGR1	early growth response 1	5	0.00811	0.0216	GDF15,WNT4,IL6,GDNF,IL2
HOXB7	homeobox B7	2	0.00827	0.0216	PDGFA,THBS2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00827	0.0216	EREG,IL1B
TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	2	0.00827	0.0216	CSTA,ECM1
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00849	0.0216	FGFBP1,CSTA,MMP3,NTF3
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0093	0.0227	TIMP3,SFRP5,BMP2
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.0101	0.0239	GDF15,IL1B,IL6,SFTPD
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.014	0.0319	CCL17,CCL26,COL1A1
POU2F1	POU class 2 homeobox 1	3	0.0162	0.0342	LGALS4,SPP1,IL2
HDAC1	histone deacetylase 1	4	0.0179	0.0342	IL2,SPP1,SERPINB5,MMP28
IRF3	interferon regulatory factor 3	2	0.0184	0.0342	CXCL10,CCL2
JUNB	jun B proto-oncogene	2	0.0184	0.0342	IL1B,SFTPD
TBP	TATA box binding protein	2	0.0184	0.0342	IL6,PPBP
KLF4	Kruppel-like factor 4 (gut)	3	0.0186	0.0342	IL6,IL1B,GDF15
RUNX1	runt-related transcription factor 1	3	0.0186	0.0342	CCL3,IL2,ELANE
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0212	0.0378	IL6,IL2,CST5
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0234	0.0386	CCL20,CXCL1
FOXM1	forkhead box M1	2	0.0234	0.0386	FGB,SFTPB
HMGA1	high mobility group AT-hook 1	2	0.0234	0.0386	CXCL1,IL1B
FOXA2	forkhead box A2	2	0.0261	0.041	TPO,COL18A1
HDAC9	histone deacetylase 9	2	0.0261	0.041	MMP13,IGFBP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0289	0.0434	MMP3,IL1B
XBP1	X-box binding protein 1	2	0.0289	0.0434	CCL2,IL6
AHR	aryl hydrocarbon receptor	2	0.038	0.0552	IL6,IL1B
CREB1	cAMP responsive element binding protein 1	4	0.0384	0.0552	IL2,MUC5AC,IBSP,IL6
