Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	14	2.52e-12	1.4e-10	MMP10,MUC4,PF4,MMP1,IL5,MMP13,MMP3,VWF,TNFSF14,IL2,TNC,BMP4,COL1A1,MMP9
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	3.3e-12	1.4e-10	IL2,HYAL1,MMP3,MMP1,IFNG,TNC,CCL5,CXCL12,COL2A1,AGT,MMP9,MMP13,CCL20,CXCL5,MUC5B,TNFSF14,VWF,GDNF,IL10,IL6,CCL4,COL1A1,FASLG,A2M
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	23	1.98e-11	5.62e-10	CCL4,IL2,MMP9,IL6,FASLG,CXCL12,IL10,HYAL1,CCL20,MMP12,TNC,TNFSF14,MUC5B,MMP1,MMP13,CCL5,CXCL5,COL1A1,VWF,AGT,IFNG,COL2A1,MMP3
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	16	8.51e-11	1.81e-09	MMP7,FGF2,MUC5B,MMP9,FGG,A2M,IFNG,IL10,MUC4,IL2,MMP3,MMP10,IL6,MMP1,IL11,MUC1
SP1	Sp1 transcription factor	27	2.52e-10	4.28e-09	TNFSF14,MUC4,MMRN1,F10,IL2,AGT,WIF1,HYAL1,TNC,FASLG,FBLN1,CXCL5,COL2A1,COMP,IL6,LTBP4,MMP9,MMP28,IL10,CXCL14,TGM4,MMP11,CCL5,SPP1,COL1A1,PTN,ACAN
JUN	jun proto-oncogene	14	1.43e-08	2.02e-07	MMP7,CCL5,MMP9,MMP13,IL2,MMP3,MMP12,IBSP,PTN,FASLG,IFNG,TNC,IL6,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	3.78e-06	4.59e-05	MMP1,VWF,MMP3,MMP9,IL5,TNC
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	7	1.55e-05	0.000164	GDF15,IL10,MMP1,IL6,IL5,FASLG,TNFAIP6
STAT1	signal transducer and activator of transcription 1, 91kDa	8	1.73e-05	0.000164	FGF2,MMP9,MUC4,IFNG,IL6,MUC1,MMP13,IL10
EGR1	early growth response 1	8	2.44e-05	0.000208	IFNG,GDF15,HYAL1,FGF2,IL6,GDNF,FASLG,IL2
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000106	0.000818	MMP3,MMP1,MMP9,CCL5
GATA3	GATA binding protein 3	5	0.000148	0.000969	MUC1,IL5,IFNG,IL10,MMP1
POU2F1	POU class 2 homeobox 1	5	0.000148	0.000969	IL5,VWF,LGALS4,SPP1,IL2
TFCP2	transcription factor CP2	3	0.000191	0.0011	SPP1,A2M,FGA
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000194	0.0011	IL6,IL2,CCL5,IL10
CREB1	cAMP responsive element binding protein 1	7	0.000212	0.00113	IFNG,IL2,IBSP,MUC4,IL6,IL10,CCL5
NFIL3	nuclear factor, interleukin 3 regulated	3	0.00027	0.0013	VWF,EREG,IFNG
POU5F1	POU class 5 homeobox 1	4	0.000275	0.0013	SPP1,SEMA6A,BMP4,TDGF1
HDAC1	histone deacetylase 1	6	0.000386	0.00173	IL2,MMP9,SPP1,RELN,SFRP1,MMP28
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.000601	0.00243	SPP1,IL10,IL5,ELANE,IL6
IRF1	interferon regulatory factor 1	5	0.000601	0.00243	CCL5,IFNG,IL10,FASLG,MMP9
GATA1	GATA binding protein 1 (globin transcription factor 1)	5	0.001	0.00388	MUC1,PRG2,PF4,IFNG,LTBP4
ATF3	activating transcription factor 3	3	0.00119	0.00438	CCL5,IFNG,GDF15
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	5	0.00147	0.00521	IL5,ELANE,CTSG,CCL5,PRG2
RUNX2	runt-related transcription factor 2	3	0.00199	0.00677	IBSP,MMP13,ELANE
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00261	0.00854	IL5,MMP13
ETV4	ets variant 4	3	0.00307	0.00932	MUC4,MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	3	0.00307	0.00932	BMP4,SEMA6A,MMP3
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00363	0.00963	PRG2,CTSG
NCOA3	nuclear receptor coactivator 3	2	0.00363	0.00963	MMP10,MMP7
NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	2	0.00363	0.00963	IFNG,IL2
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.00363	0.00963	MUC4,IFNG
FLI1	Friend leukemia virus integration 1	3	0.00396	0.00989	PF4,MMP1,IL10
HDAC4	histone deacetylase 4	3	0.00396	0.00989	MMP13,IL5,IL10
CREM	cAMP responsive element modulator	3	0.00445	0.0107	IL2,FASLG,CCL4
HDAC5	histone deacetylase 5	2	0.00479	0.0107	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00479	0.0107	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00479	0.0107	IL6,IL2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00555	0.0121	SPP1,FGF2,VWF
EGR2	early growth response 2	2	0.0061	0.0127	IL6,FASLG
ZNF148	zinc finger protein 148	2	0.0061	0.0127	CXCL5,MMP3
EP300	E1A binding protein p300	4	0.0068	0.0134	IFNG,IL5,MMP9,IL6
LEF1	lymphoid enhancer-binding factor 1	3	0.0068	0.0134	MMP7,CCL7,ELANE
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00724	0.014	MMP9,MMP7,MMP3,MMP1
HOXB7	homeobox B7	2	0.00756	0.014	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00756	0.014	IL5,SPP1
