Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	29	6.51e-11	4.94e-09	MUC4,MMRN1,F10,IL2,GDF5,PDGFB,SERPINB5,MUC5AC,FBLN1,FBN1,CTGF,COMP,IL6,SERPINE1,HBEGF,LTBP4,HGF,CXCL1,MMP28,CXCL14,MUC6,TIMP3,TGM4,MMP11,IGF2,CCL5,SPP1,LEP,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	15	2.49e-09	9.48e-08	HGF,FGF2,LEP,CYR61,MUC5B,CTGF,CCL11,A2M,FGL1,MUC4,IL2,LTBP1,MMP3,IL6,MUC1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	20	1.88e-08	3.99e-07	IL2,IL6,CXCL12,CCL20,MMP12,SFTPA1,MUC5B,SERPINE1,CCL11,IL17C,MMP13,CCL5,VWF,IL1A,MMP3,MUC5AC,FN1,HBEGF,MUC6,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	20	2.1e-08	3.99e-07	IL2,MMP3,IL17C,SFTPA1,CCL5,CXCL12,FN1,IL1A,MMP13,CCL20,CCL11,MUC5B,VWF,MUC6,MUC5AC,IL6,SERPINE1,HBEGF,CXCL1,A2M
JUN	jun proto-oncogene	12	1.93e-06	2.93e-05	DCN,CCL5,CTGF,MMP13,IL2,MMP3,IL1A,MMP12,PTN,MGP,ELN,IL6
WT1	Wilms tumor 1	7	1.83e-05	0.000232	NOV,THBS1,HBEGF,CTGF,CX3CL1,IGF2,EREG
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	3.93e-05	0.000427	ADAMTS1,SPP1,WNT11,FGF2,VWF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	9.4e-05	0.000893	SPP1,IL5,LEP,IL6,IGF2,FN1
GLI1	GLI family zinc finger 1	4	0.000144	0.00112	CYR61,MUC5AC,S100A7,SFRP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	0.000153	0.00112	MUC4,IL5,CTGF,MMP13,MMP3,VWF,IL2
HDAC5	histone deacetylase 5	3	0.000162	0.00112	IGF2,SLIT2,FGF2
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	7	0.000208	0.00125	CXCL12,FGF2,SERPINE1,HBEGF,MUC1,LEP,CTGF
POU2F1	POU class 2 homeobox 1	5	0.000214	0.00125	IL5,VWF,LGALS4,SPP1,IL2
SNAI1	snail homolog 1 (Drosophila)	3	0.000341	0.00185	THBS1,FN1,HBEGF
PARP1	poly (ADP-ribose) polymerase 1	4	0.000438	0.00222	FBN1,CXCL1,SERPINE1,FN1
HDAC1	histone deacetylase 1	6	0.000587	0.00279	IL2,SPP1,RELN,SERPINB5,SFRP1,MMP28
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00102	0.00455	TIMP3,RELN,SFRP5,SFRP1
SP3	Sp3 transcription factor	7	0.00134	0.00566	FBLN1,HBEGF,HGF,GDF5,TGM4,MUC6,MUC4
EGR1	early growth response 1	6	0.00181	0.00723	PDGFB,FN1,FGF2,IL6,IL2,IGF2
ELK1	ELK1, member of ETS oncogene family	3	0.0029	0.0106	WISP2,PDGFB,MUC4
FOXQ1	forkhead box Q1	2	0.00305	0.0106	WNT3A,RSPO2
