Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	18	5.63e-08	3.88e-06	MMP3,SDC1,TNC,PLAU,MMP9,CXCL5,CSF2,MUC5B,CCL13,VWF,GDNF,IL1RN,MUC5AC,FGF8,HBEGF,CXCL1,COL1A1,A2M
SP1	Sp1 transcription factor	22	1.36e-07	4.7e-06	MUC4,MMRN1,F10,WIF1,TNC,MUC5AC,FBLN1,EGF,CXCL5,PLAU,COMP,HBEGF,LTBP4,CXCL1,MMP9,MMP28,TGM4,MMP11,PLAT,SPP1,IGFBP3,COL1A1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	17	2.73e-07	6.29e-06	MMP9,IL1RN,PLAU,MMP12,TNC,CSF2,SDC1,FGF8,MUC5B,CXCL5,COL1A1,VWF,CCL13,MMP3,MUC5AC,HBEGF,CXCL1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	6.37e-07	1.1e-05	CSF2,MUC4,PF4,PLAU,MMP3,VWF,TNC,COL1A1,MMP9
JUN	jun proto-oncogene	11	2.91e-06	4.01e-05	DCN,MMP7,PLAT,MMP9,CSF2,MMP3,MMP12,IBSP,CSTA,TNC,PLAU
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	4.57e-05	0.000525	VWF,CSF2,MMP3,MMP9,TNC
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	9	7.8e-05	0.000699	MMP7,FGF2,IL1RN,MUC5B,MMP9,FGG,A2M,MUC4,MMP3
RUNX2	runt-related transcription factor 2	4	8.1e-05	0.000699	IBSP,IHH,ELANE,PLAU
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000155	0.00107	IGFBP3,SFRP1,SFRP5
TFCP2	transcription factor CP2	3	0.000155	0.00107	SPP1,A2M,FGA
HDAC1	histone deacetylase 1	6	0.000266	0.00167	MMP9,IGFBP3,SPP1,RELN,SFRP1,MMP28
SP3	Sp3 transcription factor	7	0.000562	0.0031	FBLN1,HBEGF,IGFBP3,TGM4,COL1A1,PLAT,MUC4
SMAD3	SMAD family member 3	4	0.000584	0.0031	LTBP4,TNC,ANGPTL4,MMP9
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000736	0.00363	MMP9,MMP7,CSTA,MMP3,PLAU
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	4	0.00116	0.00532	ELANE,COL1A1,CTSG,CLEC4G
FOXQ1	forkhead box Q1	2	0.00228	0.00983	WNT3A,RSPO2
POU5F1	POU class 5 homeobox 1	3	0.00326	0.0132	SPP1,SEMA6A,TDGF1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	3	0.00367	0.0141	MMP9,PLG,PLAU
RARA	retinoic acid receptor, alpha	3	0.00411	0.0144	ANXA8,PLAU,MUC5AC
HDAC5	histone deacetylase 5	2	0.00418	0.0144	SLIT2,FGF2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00458	0.015	SPP1,FGF2,VWF
EP300	E1A binding protein p300	4	0.00534	0.0153	S100A4,IGFBP3,LAMA3,MMP9
GATA6	GATA binding protein 6	2	0.00534	0.0153	PLAU,VWF
ZNF148	zinc finger protein 148	2	0.00534	0.0153	CXCL5,MMP3
CREB1	cAMP responsive element binding protein 1	5	0.00554	0.0153	PLAT,MUC5AC,IBSP,MUC4,PLAU
HOXB7	homeobox B7	2	0.00662	0.0156	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00662	0.0156	VWF,EREG
SNAI1	snail homolog 1 (Drosophila)	2	0.00662	0.0156	THBS1,HBEGF
CIITA	class II, major histocompatibility complex, transactivator	3	0.00678	0.0156	COL1A1,S100A4,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00678	0.0156	RELN,SFRP5,SFRP1
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.00802	0.0178	IGFBP3,RELN
JUND	jun D proto-oncogene	3	0.00878	0.0189	PLAT,CSTA,SFTPD
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0103	0.0215	CCL17,EGLN3,COL1A1
POU2F1	POU class 2 homeobox 1	3	0.0119	0.0242	VWF,PLAU,SPP1
