Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	18	3.21e-08	9.39e-07	CCL4,IL2,IL6,CXCL8,COL1A2,HYAL1,CCL22,PLAU,MMP12,CCL3,CSF2,MUC5B,MMP1,MMP13,COL1A1,COL2A1,MMP3,HBEGF
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	18	3.55e-08	9.39e-07	IL2,HYAL1,MMP3,MMP1,COL2A1,COL1A2,CXCL8,PLAU,CCL3,MMP13,CSF2,MUC5B,GDNF,IL6,HBEGF,CCL4,CCL22,COL1A1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	4.08e-08	9.39e-07	CSF2,FGFBP1,PF4,MMP1,PLAU,MMP13,MMP3,IL2,IGFBP1,COL1A1
JUN	jun proto-oncogene	12	2.91e-07	5.03e-06	MMP7,CXCL8,MMP13,CSF2,IL2,MMP3,MMP12,IBSP,PTN,PLAU,IL6,MMP1
SP1	Sp1 transcription factor	20	1.42e-06	1.96e-05	FGFBP1,IL2,WIF1,HYAL1,SERPINB5,PLAU,COL2A1,COMP,IL6,COL18A1,HBEGF,CXCL14,MMP11,SPP1,IGFBP3,COL1A1,LEP,IGFBP1,PTN,ACAN
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	6	4.4e-06	5.06e-05	CXCL8,COL1A2,CCL17,CCL26,EGLN3,COL1A1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	9.65e-06	9.51e-05	MMP7,FGF2,LEP,MUC5B,IL2,MMP3,IL6,MMP1,IL11,CXCL8
HDAC1	histone deacetylase 1	7	2.49e-05	0.000215	IL2,IGFBP3,SPP1,SERPINB5,CXCL8,SFRP1,COL1A2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	6.2e-05	0.000452	CXCL8,S100P,IL6,PLAU,IGFBP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	6.62e-05	0.000452	FGFBP1,MMP7,MMP3,MMP1,CXCL8,PLAU
RUNX2	runt-related transcription factor 2	4	7.21e-05	0.000452	IBSP,MMP13,IHH,PLAU
ZFP36	ZFP36 ring finger protein	3	9.57e-05	0.00053	IL6,CXCL8,IL2
EGR1	early growth response 1	7	9.99e-05	0.00053	HYAL1,FGF2,PLAU,CXCL8,IL6,GDNF,IL2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000142	0.000697	IGFBP3,SFRP1,SFRP5
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	5	0.000152	0.000697	IL6,IL2,IGFBP3,CXCL8,CST5
FLI1	Friend leukemia virus integration 1	4	0.000189	0.000813	PF4,MMP1,COL1A2,IGFBP3
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000303	0.00123	SPP1,WNT11,FGF2,CXCL8
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	6	0.000529	0.00203	FGF2,HBEGF,PLAU,MUC3A,EGLN3,LEP
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000591	0.00204	MMP1,CXCL8,CSF2,MMP3
EP300	E1A binding protein p300	5	0.000593	0.00204	IGFBP3,LAMA3,CXCL8,IL6,COL1A2
ING4	inhibitor of growth family, member 4	3	0.00073	0.0024	CXCL8,ANGPT1,SPP1
RUNX1	runt-related transcription factor 1	4	0.00139	0.00414	CCL3,IL2,PF4,CSF2
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00144	0.00414	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00144	0.00414	CXCL8,IL6
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.0015	0.00414	MMP3,MMP1,CXCL8
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00215	0.00549	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00215	0.00549	WNT3A,RSPO2
ILF3	interleukin enhancer binding factor 3, 90kDa	2	0.00298	0.00735	PLAU,IL2
RARA	retinoic acid receptor, alpha	3	0.00378	0.00899	FGFBP1,ANXA8,PLAU
HDAC5	histone deacetylase 5	2	0.00395	0.00908	SLIT2,FGF2
HDAC2	histone deacetylase 2	3	0.00421	0.00937	CXCL8,COL1A2,BMP7
HOXB7	homeobox B7	2	0.00624	0.0135	THBS2,FGF2
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0102	0.0214	COL1A1,COL1A2,CTSG
POU2F1	POU class 2 homeobox 1	3	0.011	0.0223	PLAU,SPP1,IL2
SP3	Sp3 transcription factor	5	0.0125	0.0246	HBEGF,IGFBP3,IGFBP1,COL1A1,COL2A1
HOXA10	homeobox A10	2	0.014	0.0261	IGFBP1,IL11
TBP	TATA box binding protein	2	0.014	0.0261	IL6,PPBP
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0194	0.0335	FGF2,IL6,MMP13,CCL3
DDIT3	DNA-damage-inducible transcript 3	2	0.0199	0.0335	IL6,CXCL8
FOXA2	forkhead box A2	2	0.0199	0.0335	MMP7,COL18A1
HDAC9	histone deacetylase 9	2	0.0199	0.0335	MMP13,IGFBP1
SIRT1	sirtuin 1	3	0.0207	0.034	ACAN,COL10A1,COL1A2
GLI1	GLI family zinc finger 1	2	0.0221	0.0346	S100A7,SFRP1
XBP1	X-box binding protein 1	2	0.0221	0.0346	IL6,CXCL8
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0242	0.0365	SPP1,LEP,IL6
CREB1	cAMP responsive element binding protein 1	4	0.0243	0.0365	IL2,IBSP,IL6,PLAU
ETV4	ets variant 4	2	0.0291	0.041	MMP7,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0291	0.041	IL6,IL2
SOX2	SRY (sex determining region Y)-box 2	2	0.0291	0.041	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0342	0.0463	IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	2	0.0342	0.0463	SPP1,SEMA6A
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0368	0.0472	CXCL8,MMP1,IL6
CREM	cAMP responsive element modulator	2	0.0369	0.0472	IL2,CCL4
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0369	0.0472	POSTN,SRPX
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0425	0.0533	COL18A1,COL1A1
CIITA	class II, major histocompatibility complex, transactivator	2	0.0546	0.0661	COL1A1,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0546	0.0661	SFRP5,SFRP1
JUND	jun D proto-oncogene	2	0.0643	0.0765	IL6,FGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0677	0.0792	SRPX,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0781	0.0898	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0817	0.0924	IL6,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.0853	0.0935	IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.0853	0.0935	IL6,LAMA3
TP53	tumor protein p53	4	0.141	0.152	MMP1,VCAN,FGF2,IGFBP3
E2F1	E2F transcription factor 1	3	0.224	0.238	SERPINB5,PCSK6,CCL3
ESR1	estrogen receptor 1	2	0.237	0.248	F12,MMP13
YY1	YY1 transcription factor	2	0.305	0.314	COL1A2,POSTN
AR	androgen receptor	2	0.314	0.318	SERPINB5,IGFBP3
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.345	0.345	SFRP1,IL6
