Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	30	2.67e-19	2.32e-17	CCL4,CXCL10,IL6,CXCL8,IL1RN,IL1B,CSF1,CCL2,CXCL2,MMP12,CCL3,CSF2,TNFSF14,SFTPA1,SERPINE1,MUC17,CCL11,MMP1,TNF,MMP13,COL1A1,VWF,MMP3,MUC5AC,IFNA1,S100A6,HBEGF,MUC6,COL7A1,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	29	3.35e-18	1.46e-16	MMP3,MUC17,MMP1,SFTPA1,IL1B,IFNA1,CXCL8,CSF1,COL7A1,CXCL10,CCL3,S100A6,MMP13,CCL11,CSF2,TNFSF14,VWF,MUC6,IL1RN,MUC5AC,IL6,SERPINE1,HBEGF,TNF,CCL4,CXCL1,COL1A1,CXCL2,CCL2
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	1.52e-09	4.4e-08	MMP7,FGF2,IL1RN,CYR61,CCL11,SHH,MMP3,MMP10,IL6,MMP1,OSM,CCL2,MUC1,CXCL8
JUN	jun proto-oncogene	13	2.61e-08	5.68e-07	IL1B,MMP7,CCL2,CXCL8,CSF1,MMP13,CSF2,MMP3,MMP12,NGF,TNF,IL6,MMP1
SP1	Sp1 transcription factor	21	2.23e-07	3.87e-06	TNFSF14,WIF1,COL7A1,CCL2,SERPINB5,TNF,MUC5AC,IL6,SERPINE1,ADIPOQ,HBEGF,CXCL1,COL11A2,CXCL14,TGFA,MUC6,TIMP3,MMP11,SPP1,COL1A1,ACAN
STAT1	signal transducer and activator of transcription 1, 91kDa	9	6.74e-07	9.78e-06	FGF2,IFNA1,IL6,CCL2,MUC1,IL1B,MMP13,CCL3,CXCL10
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	2.29e-06	2.84e-05	MMP3,S100A6,IL1B,MMP1,CXCL8
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	8	4.38e-06	4.77e-05	CSF2,MMP10,MMP1,MMP13,MMP3,VWF,TNFSF14,COL1A1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	7	6.82e-06	6.6e-05	CXCL8,IL1B,MMP1,IL6,TNF,S100A9,SFTPD
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	3.01e-05	0.000262	SPP1,S100A9,SFTPD,CSF1,IL6,CCL2
