Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	26	1.88e-11	1.12e-09	CCL19,CXCL10,MMP9,IL6,FASLG,IL12A,IL1B,CXCL12,COL1A2,IL12B,BMP2,PLAU,MMP12,SFTPA1,MUC5B,MMP1,TNF,CCL5,COL1A1,VWF,IFNG,COL2A1,MUC5AC,IFNA1,MUC6,EBI3
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	26	2.18e-11	1.12e-09	EBI3,MMP1,IFNG,SFTPA1,IL1B,IFNA1,CCL5,CXCL12,COL2A1,COL1A2,PLAU,CXCL10,MMP9,BMP2,MUC5B,VWF,MUC6,IL12B,MUC5AC,IL6,TNF,IL12A,COL1A1,FASLG,CCL19,A2M
JUN	jun proto-oncogene	18	1.15e-10	3.95e-09	IL1B,DCN,MMP7,CCL5,IL12A,MMP9,IL12B,MMP12,IBSP,PTN,FASLG,IFNG,PLAU,MGP,ELN,TNF,IL6,MMP1
SP1	Sp1 transcription factor	30	9.84e-10	2.53e-08	FGFBP1,MMRN1,FGL2,F10,WIF1,SERPINB5,TNF,MUC5AC,EPO,FASLG,FBLN1,EGF,PLAU,COL2A1,IL6,LOXL4,COL18A1,LTBP4,MMP9,CXCL14,MUC6,TGM4,MMP11,IGF2,P4HA1,CCL5,SPP1,COL1A1,LEP,PTN
IRF1	interferon regulatory factor 1	10	1.48e-08	3.05e-07	CXCL10,CCL5,IL12B,IFNG,FASLG,SLPI,OGN,IFNA1,MMP9,IL12A
EP300	E1A binding protein p300	9	4.77e-07	8.19e-06	IFNG,IL5,S100A4,EPO,IL12B,LAMA3,MMP9,IL6,COL1A2
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	9	8.75e-07	1.29e-05	GDF15,IL1B,MMP1,IL6,IL5,TNF,IL13,FASLG,SFTPD
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	1.09e-06	1.37e-05	FGFBP1,MMP10,PF4,MMP1,PLAU,IL5,VWF,BMP4,COL1A1,MMP9
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	13	1.2e-06	1.37e-05	MMP7,FGF2,LEP,MUC5B,MMP9,FGG,A2M,IFNG,FGL1,MMP10,IL6,MMP1,MUC1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	1.46e-05	0.000151	IL1B,EBI3,MMP1,MMP9,CCL5
NFIL3	nuclear factor, interleukin 3 regulated	4	1.73e-05	0.000162	VWF,EREG,IFNG,IL1B
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	9.06e-05	0.000768	ADAMTS1,SPP1,WNT11,FGF2,VWF
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	8	9.69e-05	0.000768	CXCL12,FGF2,EPO,PLAU,MUC3A,MUC1,EGLN3,LEP
STAT1	signal transducer and activator of transcription 1, 91kDa	8	0.000105	0.000776	FGF2,MMP9,IFNG,IFNA1,IL6,MUC1,IL1B,CXCL10
EGR1	early growth response 1	8	0.000146	0.00101	IFNG,GDF15,TNF,FGF2,PLAU,IL6,FASLG,IGF2
NCOA3	nuclear receptor coactivator 3	3	0.000173	0.00109	MMP10,EPO,MMP7
CIITA	class II, major histocompatibility complex, transactivator	5	0.00018	0.00109	FASLG,COL1A1,S100A4,MMP9,COL1A2
ATF2	activating transcription factor 2	5	0.00021	0.00114	IFNG,TGFB2,FASLG,PLAU,TNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	0.00021	0.00114	MMP1,VWF,IL12B,MMP9,IL5
