Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	22	1.02e-09	6.84e-08	AMH,MMP1,SERPINA3,TNC,CXCL12,TIMP1,COL2A1,CXCL8,PLAU,FGF7,FN1,AGT,MMP13,CXCL5,MUC5B,VWF,GDNF,IL12A,CXCL1,COL1A1,CCL19,A2M
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	20	2.69e-08	9.03e-07	CCL19,FGF7,CXCL8,IL12A,CXCL12,PLAU,TNC,TIMP1,MUC5B,MMP1,MMP13,CXCL5,COL1A1,VWF,AGT,COL2A1,SERPINA3,FN1,AMH,CXCL1
SP1	Sp1 transcription factor	24	1.76e-07	3.49e-06	MUC4,MMRN1,F10,AGT,ADAM23,WIF1,PDGFB,TNC,FBLN1,EGF,CXCL5,PLAU,COL2A1,COMP,TIMP1,LTBP4,CXCL1,TGFA,TGM4,MMP11,IGF2,SPP1,COL1A1,LEP
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	13	2.08e-07	3.49e-06	TIMP1,FGF2,LEP,MUC5B,PGF,FGG,A2M,FGL1,MUC4,MMP10,MMP1,OSM,CXCL8
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	6	2.35e-06	3.15e-05	ADAMTS1,SPP1,WNT11,FGF2,VWF,CXCL8
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	8	2.28e-05	0.000254	MMP10,MUC4,MMP1,PLAU,MMP13,VWF,TNC,COL1A1
EGR1	early growth response 1	8	5e-05	0.000479	PDGFB,GDF15,FN1,FGF2,PLAU,CXCL8,GDNF,IGF2
TWIST1	twist basic helix-loop-helix transcription factor 1	5	0.000159	0.00129	TIMP1,GDF15,SRPX,MMP1,FN1
HDAC5	histone deacetylase 5	3	0.000173	0.00129	IGF2,SLIT2,FGF2
TFCP2	transcription factor CP2	3	0.000257	0.00172	SPP1,A2M,FGA
JUN	jun proto-oncogene	9	4e-04	0.00244	DCN,IL12A,CXCL8,MMP13,TNC,PLAU,ELN,FGF7,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.00125	0.00671	MMP1,CXCL8,VWF,TNC
ING4	inhibitor of growth family, member 4	3	0.0013	0.00671	CXCL8,ANGPT1,SPP1
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00215	0.0103	MMP1,CXCL8
RUNX2	runt-related transcription factor 2	3	0.00265	0.0118	MMP13,VEGFC,PLAU
ELK1	ELK1, member of ETS oncogene family	3	0.00309	0.0126	WISP2,PDGFB,MUC4
FOXQ1	forkhead box Q1	2	0.00319	0.0126	WNT3A,RSPO2
ZFP36	ZFP36 ring finger protein	2	0.00583	0.0208	SERPINB2,CXCL8
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.0059	0.0208	FN1,GDF15,SRPX
SP3	Sp3 transcription factor	6	0.00691	0.0216	FBLN1,TIMP1,TGM4,COL1A1,COL2A1,MUC4
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00694	0.0216	SPP1,LEP,IGF2,FN1
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00742	0.0216	SFRP1,SFRP5
GATA6	GATA binding protein 6	2	0.00742	0.0216	PLAU,VWF
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00797	0.0223	CXCL12,FGF2,PLAU,MUC3A,LEP
PPARD	peroxisome proliferator-activated receptor delta	2	0.00919	0.0246	ANGPTL4,TIMP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.0102	0.0258	MMP1,CXCL8,NTF3,PLAU
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0108	0.0258	RELN,SFRP5,SFRP1
SMAD3	SMAD family member 3	3	0.0108	0.0258	LTBP4,TNC,ANGPTL4
POU2F1	POU class 2 homeobox 1	3	0.0188	0.0434	VWF,PLAU,SPP1
PTTG1	pituitary tumor-transforming 1	2	0.0204	0.0456	S100A4,FGF2
HDAC1	histone deacetylase 1	4	0.0215	0.0464	SPP1,RELN,CXCL8,SFRP1
ESR1	estrogen receptor 1	4	0.0268	0.056	AMH,MMP13,CXCL12,TGFA
GATA4	GATA binding protein 4	2	0.032	0.063	AMH,FGF10
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.032	0.063	MMP1,CXCL8
