Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19	6.32e-11	2.2e-09	CCL4,MMP9,IL6,COL1A2,HYAL1,PLAU,CXCL2,MMP12,TNC,TIMP1,IL17C,MMP1,MMP13,COL1A1,IFNG,BGN,MMP3,MUC5AC,COL7A1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	19	7.08e-11	2.2e-09	HYAL1,MMP3,BGN,MMP1,IL17C,IFNG,TNC,TIMP1,COL1A2,COL7A1,PLAU,MMP9,MMP13,GDNF,MUC5AC,IL6,CCL4,COL1A1,CXCL2
JUN	jun proto-oncogene	11	1.62e-07	3.34e-06	MMP7,MMP9,MMP13,MMP3,MMP12,IBSP,IFNG,TNC,PLAU,IL6,MMP1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	9.27e-07	1.44e-05	MMP7,TIMP1,PGF,MMP9,IFNG,FGL1,MMP3,IL6,MMP1,MUC1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	9.29e-06	0.000102	MMP1,PLAU,MMP13,MMP3,TNC,COL1A1,MMP9
SP1	Sp1 transcription factor	16	9.85e-06	0.000102	COL7A1,HYAL1,TNC,MUC5AC,EGF,PLAU,COMP,IL6,TIMP1,MMP9,MMP11,IGF2,SPP1,IGFBP3,COL1A1,ACAN
EGR1	early growth response 1	7	1.89e-05	0.000168	IFNG,GDF15,HYAL1,PLAU,IL6,GDNF,IGF2
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.000139	0.00107	MMP9,IFNG,IL6,MUC1,TIMP1,MMP13
EP300	E1A binding protein p300	5	0.000178	0.0012	IFNG,IGFBP3,MMP9,IL6,COL1A2
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000193	0.0012	MMP9,MMP7,MMP3,MMP1,PLAU
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000219	0.00123	MMP1,MMP3,MMP9,TNC
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.000704	0.00336	MMP3,MMP1,MMP9
RUNX2	runt-related transcription factor 2	3	0.000704	0.00336	IBSP,MMP13,PLAU
SIRT1	sirtuin 1	4	0.00105	0.00467	ACAN,COL10A1,COL1A2,MMP9
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00128	0.00529	COL1A2,COL11A1
FLI1	Friend leukemia virus integration 1	3	0.00142	0.0055	MMP1,COL1A2,IGFBP3
CREB1	cAMP responsive element binding protein 1	5	0.00158	0.00577	IFNG,MUC5AC,IBSP,IL6,PLAU
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00236	0.00813	MMP9,MMP1
CIITA	class II, major histocompatibility complex, transactivator	3	0.00301	0.0085	COL1A1,MMP9,COL1A2
SMAD3	SMAD family member 3	3	0.00301	0.0085	COL7A1,TNC,MMP9
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00302	0.0085	IGFBP3,SFRP5
EGR2	early growth response 2	2	0.00302	0.0085	IGF2,IL6
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00375	0.0101	EREG,IFNG
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.00426	0.011	TIMP1,GDF15,MMP1
HDAC1	histone deacetylase 1	4	0.00446	0.011	MMP9,IGFBP3,SPP1,COL1A2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.00461	0.011	COL1A2,EGLN3,COL1A1
GATA3	GATA binding protein 3	3	0.00538	0.0123	MUC1,IFNG,MMP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.00773	0.0171	PLAU,MUC3A,MUC1,EGLN3
FOSL2	FOS-like antigen 2	2	0.00848	0.0181	IBSP,TIMP1
ATF3	activating transcription factor 3	2	0.00963	0.0199	IFNG,GDF15
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.0121	0.0235	IFNG,COL1A2
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.0122	0.0235	SPP1,IL6,IGF2
PAX5	paired box 5	2	0.0163	0.0299	MMP1,TIMP1
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0164	0.0299	MUC1,PRG2,IFNG
ETV4	ets variant 4	2	0.0179	0.0308	MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0179	0.0308	SEMA6A,MMP3
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0188	0.0315	GDF15,MMP1,IL6
POU5F1	POU class 5 homeobox 1	2	0.0211	0.0344	SPP1,SEMA6A
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0228	0.0362	MMP9,PLAU
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0241	0.0362	GDF15,MMP9,MMP1
RARA	retinoic acid receptor, alpha	2	0.0245	0.0362	PLAU,MUC5AC
SMAD4	SMAD family member 4	2	0.0245	0.0362	COL7A1,TNC
HDAC2	histone deacetylase 2	2	0.0263	0.0371	MUC5AC,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0263	0.0371	COL1A1,MATN1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0291	0.0401	MMP9,ECM1,COL1A1
LEF1	lymphoid enhancer-binding factor 1	2	0.0301	0.0406	MMP7,CCL7
RUNX3	runt-related transcription factor 3	2	0.0321	0.0423	TIMP1,MMP9
ATF2	activating transcription factor 2	2	0.0361	0.0466	IFNG,PLAU
JUND	jun D proto-oncogene	2	0.0403	0.051	IL6,TIMP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0425	0.0527	IL6,PLAU
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.047	0.0572	COL1A1,COL1A2
POU2F1	POU class 2 homeobox 1	2	0.0493	0.0588	PLAU,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0517	0.0605	IL6,MMP9
KLF4	Kruppel-like factor 4 (gut)	2	0.0541	0.0621	IL6,GDF15
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.059	0.0665	IL6,IGFBP3
IRF1	interferon regulatory factor 1	2	0.0828	0.0916	IFNG,MMP9
SP3	Sp3 transcription factor	3	0.0902	0.0981	IGFBP3,TIMP1,COL1A1
WT1	Wilms tumor 1	2	0.1	0.107	IGF2,EREG
ESR1	estrogen receptor 1	2	0.16	0.168	F12,MMP13
TP53	tumor protein p53	3	0.2	0.206	GDF15,MMP1,IGFBP3
YY1	YY1 transcription factor	2	0.21	0.214	COL1A2,IFNG
AR	androgen receptor	2	0.217	0.217	MUC1,IGFBP3
