Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	23	2.44e-08	1.1e-06	MMRN1,F10,AGT,WIF1,HYAL1,MUC5AC,FBLN1,EGF,COL2A1,COMP,ADIPOQ,LTBP4,MMP9,CXCL14,TIMP3,TGM4,MMP11,PLAT,SPP1,IGFBP3,COL1A1,LEP,IGFBP1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	18	4.19e-08	1.1e-06	CCL19,MMP9,CXCL8,HYAL1,CCL20,MMP12,SFTPA1,MMP1,MMP13,COL1A1,VWF,AGT,COL2A1,IL1A,MMP3,MUC5AC,IFNA1,AMH
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	18	4.63e-08	1.1e-06	HYAL1,MMP3,AMH,MMP1,SFTPA1,IFNA1,COL2A1,CXCL8,IL1A,AGT,MMP9,MMP13,CCL20,VWF,GDNF,MUC5AC,COL1A1,CCL19
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	5.73e-07	1.02e-05	MMP10,PF4,MMP1,MMP13,MMP3,VWF,IGFBP1,COL1A1,MMP9
JUN	jun proto-oncogene	11	2.57e-06	3.65e-05	MMP7,PLAT,MMP9,CXCL8,MMP13,MMP3,IL1A,MMP12,IBSP,NGF,MMP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	7	6.41e-06	7.59e-05	MMP9,MMP7,NGF,MMP3,MMP1,CXCL8,IL1A
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	1.12e-05	0.000114	MMP7,LEP,MMP9,FGG,FGL1,MMP3,MMP10,MMP1,IL11,CXCL8
ING4	inhibitor of growth family, member 4	4	2.82e-05	0.000251	CXCL8,NGF,ANGPT1,SPP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	4.3e-05	0.000339	MMP1,CXCL8,VWF,MMP3,MMP9
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	7.71e-05	0.000548	MMP3,MMP1,CXCL8,MMP9
SP3	Sp3 transcription factor	7	0.000521	0.00336	FBLN1,IGFBP3,TGM4,IGFBP1,COL1A1,PLAT,COL2A1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00088	0.00521	GDF15,CXCL8,MMP1,S100A9,SFTPD
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00149	0.00745	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00149	0.00745	MMP1,CXCL8
RUNX2	runt-related transcription factor 2	3	0.00157	0.00745	IBSP,MMP13,IHH
FOXQ1	forkhead box Q1	2	0.00222	0.00928	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00222	0.00928	CXCL8,MMP9
NR5A1	nuclear receptor subfamily 5, group A, member 1	3	0.00244	0.00961	AMH,NOV,INSL3
NCOA3	nuclear receptor coactivator 3	2	0.00309	0.0112	MMP10,MMP7
FLI1	Friend leukemia virus integration 1	3	0.00314	0.0112	PF4,MMP1,IGFBP3
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00365	0.0123	SPP1,S100A9,SFTPD,LEP
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00408	0.0132	MMP9,MMP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	3	0.00442	0.0132	SPP1,VWF,CXCL8
