Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	28	3.72e-16	1.55e-14	CCL4,IL6,IL1B,COL1A2,IL4,IL17A,CSF1,BMP2,CCL20,CCL22,CCL2,CXCL2,TIMP1,CCL3,CSF2,SFTPA1,MUC5B,CCL11,MMP1,CXCL5,COL1A1,VWF,MMP3,MUC5AC,HBEGF,MUC6,COL7A1,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	28	4.42e-16	1.55e-14	MMP3,MMP1,SFTPA1,IL1B,TIMP1,COL1A2,IL17A,CSF1,COL7A1,CCL3,BMP2,CCL20,CXCL5,CCL11,CSF2,MUC5B,VWF,MUC6,MUC5AC,IL6,HBEGF,CCL4,CCL22,CXCL1,COL1A1,IL4,CXCL2,CCL2
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	12	3.71e-07	8.66e-06	TIMP1,MUC5B,FGG,CCL11,SHH,FGL1,MUC4,MMP3,IL6,MMP1,IL11,CCL2
SP1	Sp1 transcription factor	20	4.26e-06	7.45e-05	MUC4,WIF1,COL7A1,CCL2,SERPINB5,MUC5AC,EGF,CXCL5,IL6,TIMP1,COL18A1,HBEGF,CXCL1,MMP28,MUC6,TIMP3,MMP11,SPP1,COL1A1,IGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	6	6.62e-06	9.27e-05	CCL11,COL1A2,CCL17,IL4,EGLN3,COL1A1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	8	8.97e-06	0.000105	CSF2,MUC4,PF4,MMP1,MMP3,VWF,IGFBP1,COL1A1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000131	0.00131	GDF15,IL4,IL1B,MMP1,IL6,SFTPD
RUNX1	runt-related transcription factor 1	5	0.000167	0.00146	CCL3,TIMP1,CSF1,PF4,CSF2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.000397	0.00308	CCL2,VWF,COL18A1,COL1A1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.00053	0.00371	SPP1,SFTPD,CSF1,IL6,CCL2
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	4	0.000772	0.00441	MMP1,VWF,CSF2,MMP3
JUN	jun proto-oncogene	8	0.000782	0.00441	IL1B,CCL2,CSF1,CSF2,MMP3,IBSP,IL6,MMP1
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.000819	0.00441	MUC4,IL6,CCL2,TIMP1,IL1B,CCL3
JUNB	jun B proto-oncogene	3	0.000897	0.00449	IL1B,SFTPD,IL4
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	4	0.00109	0.00477	S100P,IL6,CCL2,IGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00109	0.00477	TIMP1,GDF15,SRPX,MMP1
POU2F1	POU class 2 homeobox 1	4	0.00149	0.00614	VWF,IL4,SDC4,SPP1
