Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	26	1.5e-08	1.18e-06	MUC4,MMRN1,IL2,WIF1,GDF5,TNC,TNFSF10,CXCL5,AREG,PLAU,COL2A1,COMP,IL6,COL18A1,HBEGF,MMP28,TGFA,MUC6,TIMP3,TGM4,MMP11,SPP1,COL1A1,PTN,F7,ACAN
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	20	3.61e-08	1.18e-06	CCL19,IL2,IL6,CXCL8,COL1A2,IL23A,TNFSF10,PLAU,MMP12,TNC,MUC5B,MMP1,CXCL5,COL1A1,VWF,COL2A1,SERPINA3,IL1A,HBEGF,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	20	4.03e-08	1.18e-06	IL2,MMP1,SERPINA3,TNC,COL2A1,COL1A2,CXCL8,PLAU,IL1A,CXCL5,MUC5B,VWF,MUC6,IL6,HBEGF,COL1A1,CCL19,A2M,TNFSF10,IL23A
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	6	2.6e-06	4.33e-05	ADAMTS1,SPP1,WNT11,FGF2,VWF,CXCL8
JUN	jun proto-oncogene	12	2.9e-06	4.33e-05	IL23A,CXCL8,IL2,IL1A,MMP12,PTN,TNC,PLAU,NGF,ELN,IL6,MMP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	3.01e-06	4.33e-05	MUC4,PF4,MMP1,PLAU,IL5,VWF,IL2,TNC,COL1A1
ZFP36	ZFP36 ring finger protein	4	3.45e-06	4.33e-05	SERPINB2,IL6,CXCL8,IL2
NFIL3	nuclear factor, interleukin 3 regulated	4	1.01e-05	9.8e-05	VWF,EREG,TNFSF10,AREG
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	11	1.09e-05	9.8e-05	FGF2,MUC5B,FGG,SHH,A2M,FGL1,MUC4,IL2,IL6,MMP1,CXCL8
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	7	1.11e-05	9.8e-05	SPP1,IGF1,IL5,SFTPD,ELANE,IL6,SERPINC1
POU2F1	POU class 2 homeobox 1	6	2.11e-05	0.000169	IL5,VWF,PLAU,LGALS4,SPP1,IL2
HDAC2	histone deacetylase 2	5	4.74e-05	0.000347	TNFSF10,CXCL8,COL1A2,BMP7,IGF1
ING4	inhibitor of growth family, member 4	4	6.18e-05	0.000418	CXCL8,NGF,ANGPT1,SPP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	0.000111	0.000698	MMP1,CXCL8,VWF,IL5,TNC
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000173	0.00101	CXCL8,S100P,F7,IL6,PLAU
EP300	E1A binding protein p300	6	0.000197	0.00102	IL5,IGF1,LAMA3,CXCL8,IL6,COL1A2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000198	0.00102	CXCL8,COL1A2,CCL17,EGLN3,COL1A1
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000218	0.00105	NGF,MMP1,CXCL8,NTF3,IL1A,PLAU
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	5	0.000226	0.00105	ELANE,COL1A1,COL1A2,CTSG,CLEC4G
TFCP2	transcription factor CP2	3	0.00027	0.00119	SPP1,A2M,FGA
HDAC1	histone deacetylase 1	6	0.00072	0.00302	IL2,SPP1,CXCL8,SFRP1,MMP28,COL1A2
SP3	Sp3 transcription factor	7	0.00168	0.0067	HBEGF,GDF5,TGM4,COL1A1,MUC6,COL2A1,MUC4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00213	0.00752	CXCL8,MMP1,IL6,IL5,SFTPD
EGR1	early growth response 1	6	0.0022	0.00752	TNFSF10,FGF2,PLAU,CXCL8,IL6,IL2
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00222	0.00752	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00222	0.00752	CXCL8,IL6
FOXA2	forkhead box A2	3	0.00237	0.00774	TPO,SERPINC1,COL18A1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00279	0.00846	TNFSF10,MMP1,CXCL8
RUNX2	runt-related transcription factor 2	3	0.00279	0.00846	IHH,ELANE,PLAU
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.0033	0.00936	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.0033	0.00936	WNT3A,RSPO2
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00368	0.0101	IL6,IL2,CXCL8,CST5
ILF3	interleukin enhancer binding factor 3, 90kDa	2	0.00457	0.0122	PLAU,IL2
FLI1	Friend leukemia virus integration 1	3	0.00551	0.0143	PF4,MMP1,COL1A2
HDAC5	histone deacetylase 5	2	0.00604	0.0152	SLIT2,FGF2
EGR2	early growth response 2	2	0.00768	0.0174	LIF,IL6
FOSL1	FOS-like antigen 1	2	0.00768	0.0174	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00768	0.0174	PLAU,VWF
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.0077	0.0174	VWF,COL18A1,COL1A1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00857	0.0188	FGF2,HBEGF,PLAU,MUC3A,EGLN3
HOXB7	homeobox B7	2	0.00951	0.0199	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00951	0.0199	IL5,SPP1
WT1	Wilms tumor 1	4	0.0109	0.0223	IGF1,NOV,HBEGF,EREG
YY1	YY1 transcription factor	5	0.0125	0.0249	COL1A2,VWF,MUC4,IL5,POSTN
OTX2	orthodenticle homeobox 2	2	0.0137	0.0267	IL6,IGF1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0145	0.0273	IL5,ELANE,CTSG,CLEC4G
JUND	jun D proto-oncogene	3	0.0146	0.0273	IL6,IL5,SFTPD
ZEB1	zinc finger E-box binding homeobox 1	2	0.016	0.0293	LAMC2,COL4A3
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0197	0.0353	SPP1,MUC4,S100P
SATB1	SATB homeobox 1	2	0.0211	0.0364	IL2,IL5
TBP	TATA box binding protein	2	0.0211	0.0364	IL6,PPBP
RUNX1	runt-related transcription factor 1	3	0.0225	0.0381	IL2,ELANE,PF4
DDIT3	DNA-damage-inducible transcript 3	2	0.0299	0.0496	IL6,CXCL8
GATA4	GATA binding protein 4	2	0.033	0.0529	FGF10,IL5
XBP1	X-box binding protein 1	2	0.033	0.0529	IL6,CXCL8
ELK1	ELK1, member of ETS oncogene family	2	0.0363	0.0571	WISP2,MUC4
IRF1	interferon regulatory factor 1	3	0.0421	0.0646	TNFSF10,SLPI,OGN
ETV4	ets variant 4	2	0.0433	0.0646	MUC4,MMP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0433	0.0646	IL6,IL2
SOX9	SRY (sex determining region Y)-box 9	2	0.047	0.0689	SHH,COL2A1
CREB1	cAMP responsive element binding protein 1	4	0.048	0.0692	IL2,MUC4,IL6,PLAU
FOXO1	forkhead box O1	2	0.0508	0.0709	TNFSF10,IL6
POU5F1	POU class 5 homeobox 1	2	0.0508	0.0709	SPP1,SEMA6A
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0546	0.074	PLG,PLAU
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0546	0.074	POSTN,SRPX
RARA	retinoic acid receptor, alpha	2	0.0586	0.077	ANXA8,PLAU
SMAD4	SMAD family member 4	2	0.0586	0.077	FSTL3,TNC
