Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	1.77e-10	8.21e-09	CCL19,IL2,IL6,IL23A,BMP2,HYAL1,PLAU,CXCL2,MMP12,CCL3,SFTPA1,FGF8,MUC5B,IL17C,MMP1,MMP13,COL1A1,VWF,AGT,SERPINA3,IL1A,MUC5AC,HBEGF,COL7A1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	2.03e-10	8.21e-09	IL2,HYAL1,MMP1,IL17C,SERPINA3,SFTPA1,COL7A1,PLAU,CCL3,IL1A,AGT,MMP13,BMP2,MUC5B,VWF,MUC5AC,FGF8,IL6,HBEGF,COL1A1,CCL19,A2M,CXCL2,IL23A
SP1	Sp1 transcription factor	26	7.23e-08	1.95e-06	FGFBP1,MUC4,MMRN1,FGL2,F10,IL2,AGT,WIF1,COL7A1,HYAL1,MUC5AC,FBLN1,PLAU,COMP,IL6,HBEGF,LTBP4,HGF,CXCL14,TGM4,MMP11,SPP1,IGFBP3,COL1A1,LEP,ACAN
JUN	jun proto-oncogene	14	1.64e-07	3.31e-06	MMP7,IL23A,MMP13,IL2,IL1A,MMP12,IBSP,CSTA,PLAU,NGF,MGP,ELN,IL6,MMP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	6.32e-07	1.02e-05	FGFBP1,F13A1,MUC4,MMP1,PLAU,IL5,MMP13,VWF,IL2,COL1A1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	12	3.88e-06	5.24e-05	MMP7,HGF,FGF2,LEP,MUC5B,FGG,A2M,MUC4,IL2,IL6,MMP1,IL11
RUNX2	runt-related transcription factor 2	5	1.1e-05	0.000127	IBSP,MMP13,IHH,ELANE,PLAU
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	7	1.84e-05	0.000186	SPP1,S100A9,IL5,SFTPD,LEP,ELANE,IL6
POU2F1	POU class 2 homeobox 1	6	3.25e-05	0.000293	IL5,VWF,PLAU,LGALS4,SPP1,IL2
FOS	FBJ murine osteosarcoma viral oncogene homolog	7	3.86e-05	0.000312	FGFBP1,MMP7,CSTA,NGF,MMP1,IL1A,PLAU
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	6.84e-05	0.000503	ADAMTS1,SPP1,WNT11,FGF2,VWF
JUND	jun D proto-oncogene	5	0.000215	0.00143	IL6,FGFBP1,CSTA,IL5,SFTPD
ZFP36	ZFP36 ring finger protein	3	0.000229	0.00143	SERPINB2,IL6,IL2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000339	0.00196	IGFBP3,SFRP1,SFRP5
CREB1	cAMP responsive element binding protein 1	7	0.000688	0.00372	BDNF,IL2,MUC5AC,IBSP,MUC4,IL6,PLAU
RARA	retinoic acid receptor, alpha	4	0.000793	0.00401	FGFBP1,ANXA8,PLAU,MUC5AC
LEF1	lymphoid enhancer-binding factor 1	4	0.00121	0.00577	MMP7,CCL7,EDA,ELANE
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00156	0.00704	RELN,SFRP5,BMP2,SFRP1
ING4	inhibitor of growth family, member 4	3	0.00171	0.00729	NGF,ANGPT1,SPP1
SP3	Sp3 transcription factor	7	0.00259	0.0105	FBLN1,HBEGF,IGFBP3,HGF,TGM4,COL1A1,MUC4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00298	0.0115	MMP1,IL6,IL5,S100A9,SFTPD
EGR1	early growth response 1	6	0.00323	0.0119	HYAL1,FGF2,WNT4,PLAU,IL6,IL2
GLI1	GLI family zinc finger 1	3	0.00347	0.0122	MUC5AC,SFRP1,S100A9
FOXQ1	forkhead box Q1	2	0.00384	0.0124	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00384	0.0124	IL5,MMP13
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00483	0.0148	IL6,IL2,IGFBP3,CST5
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00532	0.0148	PRG2,CTSG
ETV4	ets variant 4	3	0.00532	0.0148	MUC4,MMP7,MMP1
ILF3	interleukin enhancer binding factor 3, 90kDa	2	0.00532	0.0148	PLAU,IL2
HDAC1	histone deacetylase 1	5	0.00614	0.0166	IL2,IGFBP3,SPP1,RELN,SFRP1
POU5F1	POU class 5 homeobox 1	3	0.00682	0.0178	SPP1,SEMA6A,TDGF1
HDAC5	histone deacetylase 5	2	0.00701	0.0178	SLIT2,FGF2
FOSL1	FOS-like antigen 1	2	0.00892	0.0206	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00892	0.0206	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00892	0.0206	SPP1,A2M
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00951	0.0214	HGF,VWF,COL1A1
HOXB7	homeobox B7	2	0.011	0.0229	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.011	0.0229	VWF,EREG
POU2F2	POU class 2 homeobox 2	2	0.011	0.0229	IL5,SPP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.0117	0.0237	FGF2,HBEGF,PLAU,EGLN3,LEP
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.0123	0.0243	FGF2,MUC4,IL6,MMP13,CCL3
EP300	E1A binding protein p300	4	0.0133	0.0251	IL5,IGFBP3,LAMA3,IL6
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0133	0.0251	IGFBP3,RELN
SMAD3	SMAD family member 3	3	0.0139	0.0256	COL7A1,LTBP4,ANGPTL4
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.0152	0.0273	MMP1,VWF,IL5
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0187	0.0329	IL5,ELANE,CTSG,PRG2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0208	0.0359	CCL17,EGLN3,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0224	0.0378	ELANE,COL1A1,CTSG
FOSL2	FOS-like antigen 2	2	0.0244	0.0387	IBSP,IL5
SATB1	SATB homeobox 1	2	0.0244	0.0387	IL2,IL5
TBP	TATA box binding protein	2	0.0244	0.0387	IL6,PPBP
RUNX1	runt-related transcription factor 1	3	0.0275	0.0428	CCL3,IL2,ELANE
GATA4	GATA binding protein 4	2	0.0381	0.0582	FGF10,IL5
ELK1	ELK1, member of ETS oncogene family	2	0.0418	0.0627	WISP2,MUC4
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0498	0.0733	IL6,IL2
FLI1	Friend leukemia virus integration 1	2	0.0582	0.0828	MMP1,IGFBP3
HDAC4	histone deacetylase 4	2	0.0582	0.0828	MMP13,IL5
YY1	YY1 transcription factor	4	0.0624	0.0846	VWF,MUC4,IL5,POSTN
TCF4	transcription factor 4	2	0.0626	0.0846	WNT4,CLEC4C
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0626	0.0846	POSTN,SRPX
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0667	0.0871	PRG2,F13A1,LTBP4
WT1	Wilms tumor 1	3	0.0667	0.0871	NOV,HBEGF,EREG
HDAC2	histone deacetylase 2	2	0.0718	0.0923	MUC5AC,BMP7
YBX1	Y box binding protein 1	2	0.0862	0.109	MMP13,AGT
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.111	0.135	HGF,MUC4,COL1A1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.112	0.135	IL6,PLAU
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.112	0.135	SRPX,MMP1
GATA3	GATA binding protein 3	2	0.128	0.149	IL5,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.128	0.149	SPP1,MUC4
ESR1	estrogen receptor 1	3	0.129	0.149	F12,CRHBP,MMP13
PPARA	peroxisome proliferator-activated receptor alpha	2	0.134	0.152	IL6,ANGPTL4
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.139	0.154	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.139	0.154	IL6,LAMA3
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.168	0.184	C1QTNF5,MMP7
SIRT1	sirtuin 1	2	0.185	0.2	ACAN,COL10A1
IRF1	interferon regulatory factor 1	2	0.203	0.217	SLPI,OGN
PPARG	peroxisome proliferator-activated receptor gamma	2	0.294	0.31	ANGPTL4,MMP1
E2F1	E2F transcription factor 1	3	0.376	0.391	MUC4,IL23A,CCL3
AR	androgen receptor	2	0.452	0.463	IGFBP3,NOV
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.489	0.495	SFRP1,IL6
TP53	tumor protein p53	3	0.505	0.505	MMP1,FGF2,IGFBP3
