Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	35	4.45e-16	5.03e-14	BGN,MMP1,SFTPA1,IL1B,CCL5,TIMP1,COL2A1,COL1A2,CSF1,CCL3,IL1A,AGT,MMP9,CCL20,CSF2,CCL13,VWF,GDNF,IL1RN,MUC5AC,FGF8,IL6,HBEGF,TNF,CCL4,IL12A,IL18,COL1A1,FASLG,A2M,CXCL2,CCL2,TNFSF10,SERPINB1,IL23A
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	34	2.35e-15	1.33e-13	SERPINB1,CCL4,MMP9,IL6,FASLG,IL1RN,IL12A,IL1B,COL1A2,IL23A,CSF1,CCL20,TNFSF10,CCL2,CXCL2,MMP12,TIMP1,CCL3,CSF2,SFTPA1,FGF8,MMP1,TNF,CCL5,COL1A1,VWF,AGT,CCL13,BGN,COL2A1,IL1A,MUC5AC,IL18,HBEGF
JUN	jun proto-oncogene	23	1.2e-13	4.53e-12	IL1B,DCN,PLAT,CCL5,IL12A,IL23A,MMP9,CCL2,CSF1,CSF2,IL1A,MMP12,PTN,LGALS3,FASLG,CSTA,TIMP2,NGF,MGP,ELN,TNF,IL6,MMP1
SP1	Sp1 transcription factor	36	4.69e-11	1.32e-09	FGFBP1,MMRN1,FGL2,TIMP2,AGT,ADAM23,CCL2,TNF,MUC5AC,TNFSF10,FASLG,FBLN1,EGF,AREG,COL2A1,IL6,TIMP1,COL18A1,HBEGF,LTBP4,MMP9,MMP28,CXCL14,TGFA,TIMP3,TGM4,MMP11,PLAT,IGF2,CCL5,SPP1,IGFBP3,COL1A1,IGFBP1,PTN,F7
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	11	7.52e-08	1.7e-06	IL1B,IL5,CCL2,ELANE,CSF1,CTSG,CCL5,PRG2,TNF,CTSS,IL18
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	10	1.1e-07	1.87e-06	SPP1,IGF1,S100A9,IL5,SFTPD,CSF1,ELANE,IL6,IGF2,CCL2
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	12	1.16e-07	1.87e-06	CSF2,FGFBP1,MMP10,F13A1,PF4,MMP1,IL5,VWF,IGFBP1,BMP4,COL1A1,MMP9
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	15	4.24e-07	5.96e-06	TIMP1,FGF2,IL1RN,MMP9,SHH,A2M,FGL1,S100A11,MMP10,IL6,MMP1,OSM,IL11,CCL2,MUC1
JUND	jun D proto-oncogene	8	4.75e-07	5.96e-06	IL6,PLAT,FGFBP1,CSTA,IL5,TIMP1,SFTPD,CCL5
NFIL3	nuclear factor, interleukin 3 regulated	5	1.04e-06	1.17e-05	VWF,EREG,IL1B,TNFSF10,AREG
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	9	5.04e-06	5.18e-05	IL1B,MMP1,IL6,IL5,TNF,S100A9,IL13,FASLG,SFTPD
HDAC2	histone deacetylase 2	6	1.93e-05	0.000177	TNFSF10,MUC5AC,CCL2,COL1A2,BMP7,IGF1
RUNX1	runt-related transcription factor 1	7	2.04e-05	0.000177	CCL3,TIMP1,CSF1,LGALS3,ELANE,PF4,CSF2
EGR2	early growth response 2	4	2.44e-05	0.000185	IGF2,LIF,IL6,FASLG
EP300	E1A binding protein p300	8	2.46e-05	0.000185	IL5,S100A4,IGFBP3,IGF1,LAMA3,MMP9,IL6,COL1A2
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	4.07e-05	0.000288	TNFSF10,IL1B,MMP1,MMP9,CCL5
STAT1	signal transducer and activator of transcription 1, 91kDa	9	7.97e-05	0.00053	FGF2,MMP9,IL6,CCL2,MUC1,TIMP1,IL1B,CCL3,S100A10
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	6	0.000126	0.000791	ELANE,IL7,COL1A1,IL15,COL1A2,CTSG
SP3	Sp3 transcription factor	10	0.000164	0.000974	FBLN1,TIMP2,HBEGF,IGFBP3,TIMP1,TGM4,IGFBP1,COL1A1,PLAT,COL2A1
CIITA	class II, major histocompatibility complex, transactivator	5	0.000481	0.00272	FASLG,COL1A1,S100A4,MMP9,COL1A2
HDAC5	histone deacetylase 5	3	0.000511	0.00275	IGF2,SLIT2,FGF2
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	0.00056	0.00288	MMP1,VWF,CSF2,MMP9,IL5
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000754	0.00357	IGFBP3,SFRP1,SFRP5
IRF1	interferon regulatory factor 1	6	0.000758	0.00357	CCL5,TNFSF10,FASLG,SLPI,MMP9,IL12A
HDAC1	histone deacetylase 1	7	0.000822	0.00372	MMP9,IGFBP3,SPP1,RELN,SFRP1,MMP28,COL1A2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000857	0.00372	S100P,F7,IL6,CCL2,IGFBP1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.00114	0.00475	IL6,CCL2,IL1B,CCL5
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.00137	0.00534	MMP9,FGFBP1,CSTA,NGF,MMP1,IL1A
WT1	Wilms tumor 1	6	0.00137	0.00534	IGF1,NOV,HBEGF,CX3CL1,IGF2,EREG
FLI1	Friend leukemia virus integration 1	4	0.00159	0.00581	PF4,MMP1,COL1A2,IGFBP3
POU5F1	POU class 5 homeobox 1	4	0.00159	0.00581	SPP1,SEMA6A,BMP4,TDGF1
RARA	retinoic acid receptor, alpha	4	0.00217	0.00766	FGFBP1,ANXA8,MUC5AC,SFTPB
ZEB1	zinc finger E-box binding homeobox 1	3	0.00241	0.00808	MUC1,LAMC2,COL4A3
