Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	22	2.21e-10	1.03e-08	CCL19,MMP9,CXCL8,HYAL1,CCL20,PLAU,MMP12,TNC,TIMP1,SFTPA1,MUC5B,CCL11,MMP1,MMP13,COL1A1,VWF,AGT,SERPINA3,MMP3,AMH,COL7A1,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	22	2.51e-10	1.03e-08	HYAL1,MMP3,AMH,MMP1,SERPINA3,SFTPA1,TNC,TIMP1,CXCL8,COL7A1,PLAU,AGT,MMP9,MMP13,CCL20,CCL11,MUC5B,VWF,CXCL1,COL1A1,CCL19,A2M
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	1.08e-08	2.96e-07	MMP7,TIMP1,FGF2,MUC5B,MMP9,FGG,CCL11,A2M,FGL1,MMP3,MMP10,MMP1,IL11,CXCL8
SP1	Sp1 transcription factor	24	4.37e-08	8.96e-07	MMRN1,F10,AGT,WIF1,COL7A1,HYAL1,PDGFB,TNC,FBLN1,EGF,PLAU,COMP,TIMP1,LTBP4,CXCL1,MMP9,CXCL14,TGFA,TGM4,MMP11,SPP1,IGFBP3,COL1A1,ACAN
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	1.33e-07	2.19e-06	MMP10,PF4,MMP1,PLAU,MMP13,MMP3,VWF,TNC,COL1A1,MMP9
JUN	jun proto-oncogene	12	1.12e-06	1.53e-05	MMP7,MMP9,CXCL8,MMP13,MMP3,MMP12,IBSP,TNC,PLAU,MGP,ELN,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	4.42e-06	5.18e-05	MMP1,CXCL8,VWF,MMP3,MMP9,TNC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	3.06e-05	0.000314	SPP1,WNT11,FGF2,VWF,CXCL8
SMAD3	SMAD family member 3	5	6.16e-05	0.000561	COL7A1,LTBP4,TNC,ANGPTL4,MMP9
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000118	0.000877	MMP3,MMP1,CXCL8,MMP9
RUNX2	runt-related transcription factor 2	4	0.000118	0.000877	IBSP,MMP13,IHH,PLAU
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000133	0.000906	MMP9,MMP7,MMP3,MMP1,CXCL8,PLAU
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000207	0.0013	IGFBP3,SFRP1,SFRP5
ING4	inhibitor of growth family, member 4	3	0.00105	0.00616	CXCL8,ANGPT1,SPP1
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00134	0.00711	TIMP1,GDF15,SRPX,MMP1
EGR1	early growth response 1	6	0.00139	0.00711	PDGFB,GDF15,HYAL1,FGF2,PLAU,CXCL8
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00149	0.00717	CCL11,CXCL8,EGLN3,COL1A1
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00185	0.008	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00185	0.008	MMP1,CXCL8
FOXQ1	forkhead box Q1	2	0.00276	0.0103	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00276	0.0103	CXCL8,MMP9
NKX2-1	NK2 homeobox 1	2	0.00276	0.0103	SFTPA1,SFTPB
HDAC1	histone deacetylase 1	5	0.00301	0.0107	MMP9,IGFBP3,SPP1,CXCL8,SFRP1
NCOA3	nuclear receptor coactivator 3	2	0.00382	0.013	MMP10,MMP7
ESR1	estrogen receptor 1	5	0.00405	0.013	F12,CRHBP,AMH,MMP13,TGFA
FLI1	Friend leukemia virus integration 1	3	0.00427	0.013	PF4,MMP1,IGFBP3
POU5F1	POU class 5 homeobox 1	3	0.00427	0.013	SPP1,SEMA6A,TDGF1
HDAC5	histone deacetylase 5	2	0.00505	0.0143	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00505	0.0143	MMP9,MMP1
GATA6	GATA binding protein 6	2	0.00644	0.017	PLAU,VWF
TFCP2	transcription factor CP2	2	0.00644	0.017	SPP1,A2M
LEF1	lymphoid enhancer-binding factor 1	3	0.00733	0.0182	MMP7,CCL7,EDA
EP300	E1A binding protein p300	4	0.00748	0.0182	IGFBP3,LAMA3,MMP9,CXCL8
HOXB7	homeobox B7	2	0.00797	0.0182	THBS2,FGF2
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00797	0.0182	VWF,EREG
PPARD	peroxisome proliferator-activated receptor delta	2	0.00797	0.0182	ANGPTL4,TIMP1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	4	0.00951	0.0211	GDF15,CXCL8,MMP1,S100A9
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	3	0.0124	0.0267	CXCL8,S100P,PLAU
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0132	0.0277	GDF15,ANGPTL4,MMP9,MMP1
POU2F1	POU class 2 homeobox 1	3	0.0154	0.0311	VWF,PLAU,SPP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0155	0.0311	MMP17,MMP9
FOSL2	FOS-like antigen 2	2	0.0178	0.0347	IBSP,TIMP1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0202	0.0381	IGFBP3,AMH,CXCL8
SP3	Sp3 transcription factor	5	0.0204	0.0381	FBLN1,IGFBP3,TIMP1,TGM4,COL1A1
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0226	0.0403	CCL20,CXCL1
FOXM1	forkhead box M1	2	0.0226	0.0403	FGB,SFTPB
TP53	tumor protein p53	6	0.0267	0.0465	S100B,GDF15,MMP1,VCAN,FGF2,IGFBP3
GATA4	GATA binding protein 4	2	0.0279	0.0467	AMH,FGF10
GLI1	GLI family zinc finger 1	2	0.0279	0.0467	SFRP1,S100A9
SIRT1	sirtuin 1	3	0.0286	0.0469	ACAN,COL10A1,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0292	0.0469	FGF2,MMP9,TIMP1,MMP13
ELK1	ELK1, member of ETS oncogene family	2	0.0307	0.0485	WISP2,PDGFB
PAX5	paired box 5	2	0.0337	0.0521	MMP1,TIMP1
ETV4	ets variant 4	2	0.0367	0.0547	MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0367	0.0547	SEMA6A,MMP3
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0443	0.0645	PRG2,PF4,LTBP4
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0464	0.0645	MMP9,PLAU
TCF4	transcription factor 4	2	0.0464	0.0645	VCAN,CLEC4C
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0464	0.0645	GDF15,SRPX
RARA	retinoic acid receptor, alpha	2	0.0498	0.067	PLAU,SFTPB
SMAD4	SMAD family member 4	2	0.0498	0.067	COL7A1,TNC
HDAC2	histone deacetylase 2	2	0.0533	0.0694	CXCL8,BMP7
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0533	0.0694	VWF,COL1A1
RUNX3	runt-related transcription factor 3	2	0.0643	0.0812	TIMP1,MMP9
YBX1	Y box binding protein 1	2	0.0643	0.0812	MMP13,AGT
CIITA	class II, major histocompatibility complex, transactivator	2	0.0682	0.0834	COL1A1,MMP9
