Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	13	3.07e-11	2.4e-09	FGFBP1,MMP10,MUC4,PF4,MMP1,IL5,CTGF,MMP13,VWF,TNC,BMP4,COL1A1,MMP9
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	5.64e-09	2.2e-07	MMP7,TIMP1,FGF2,CYR61,MUC5B,MMP9,CTGF,FGG,A2M,FGL1,MUC4,MMP10,MMP1,OSM
SP1	Sp1 transcription factor	21	1.2e-06	3.11e-05	FGFBP1,MUC4,MMRN1,F10,AGT,WIF1,HYAL1,TNC,SERPINB5,FBLN1,EGF,CTGF,COMP,TIMP1,MMP9,CXCL14,TIMP3,TGM4,MMP11,SPP1,COL1A1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	16	2.49e-06	4.24e-05	MMP9,CXCL12,HYAL1,CCL20,CCL22,MMP12,TNC,TIMP1,MUC5B,MMP1,MMP13,COL1A1,VWF,AGT,CCL13,SERPINA3
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	16	2.72e-06	4.24e-05	HYAL1,MMP1,SERPINA3,TNC,CXCL12,TIMP1,AGT,MMP9,MMP13,CCL20,MUC5B,CCL13,VWF,CCL22,COL1A1,A2M
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	5.67e-05	0.000737	MMP1,VWF,MMP9,IL5,TNC
JUN	jun proto-oncogene	9	0.000159	0.00173	DCN,MMP7,MMP9,CTGF,MMP13,MMP12,IBSP,TNC,MMP1
TFCP2	transcription factor CP2	3	0.000178	0.00173	SPP1,A2M,FGA
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000403	0.00349	ADAMTS1,SPP1,FGF2,VWF
SMAD3	SMAD family member 3	4	0.000693	0.0054	TNC,ANGPTL4,MMP9,FST
FOSL2	FOS-like antigen 2	3	0.000908	0.00644	IBSP,IL5,TIMP1
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00111	0.00719	TIMP1,GDF15,SRPX,MMP1
POU2F1	POU class 2 homeobox 1	4	0.00151	0.00907	IL5,VWF,LGALS4,SPP1
RUNX2	runt-related transcription factor 2	3	0.00186	0.0104	IBSP,MMP13,IHH
HDAC1	histone deacetylase 1	5	0.00242	0.0114	MMP9,SPP1,RELN,SERPINB5,SFRP1
FOXQ1	forkhead box Q1	2	0.00249	0.0114	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00249	0.0114	IL5,MMP13
ETV4	ets variant 4	3	0.00287	0.0124	MUC4,MMP7,MMP1
NCOA3	nuclear receptor coactivator 3	2	0.00346	0.0137	MMP10,MMP7
FLI1	Friend leukemia virus integration 1	3	0.0037	0.0137	PF4,MMP1,CTGF
POU5F1	POU class 5 homeobox 1	3	0.0037	0.0137	SPP1,SEMA6A,BMP4
HDAC5	histone deacetylase 5	2	0.00457	0.0155	SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00457	0.0155	MMP9,MMP1
STAT1	signal transducer and activator of transcription 1, 91kDa	5	0.005	0.0162	FGF2,MMP9,MUC4,TIMP1,MMP13
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00583	0.0176	MMP9,TIMP3
EP300	E1A binding protein p300	4	0.00626	0.0176	IL5,S100A4,LAMA3,MMP9
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.00667	0.0176	MMP9,FGFBP1,MMP7,MMP1
RUNX3	runt-related transcription factor 3	3	0.00701	0.0176	TIMP1,MMP9,CLEC4G
HOXB7	homeobox B7	2	0.00722	0.0176	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.00722	0.0176	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.00722	0.0176	ANGPTL4,TIMP1
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00722	0.0176	SERPINB5,MMP9
CIITA	class II, major histocompatibility complex, transactivator	3	0.00768	0.0176	COL1A1,S100A4,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00768	0.0176	TIMP3,RELN,SFRP1
JUND	jun D proto-oncogene	3	0.00994	0.0221	FGFBP1,IL5,TIMP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0111	0.0241	GDF15,ANGPTL4,MMP9,MMP1
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0122	0.0257	MMP9,FGFBP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0135	0.0277	SPP1,MUC4,S100P
SNAI2	snail homolog 2 (Drosophila)	2	0.0141	0.0282	MMP9,CXCL12
ING4	inhibitor of growth family, member 4	2	0.0161	0.0307	ANGPT1,SPP1
PTTG1	pituitary tumor-transforming 1	2	0.0161	0.0307	S100A4,FGF2
SP3	Sp3 transcription factor	5	0.0168	0.0311	FBLN1,TIMP1,TGM4,COL1A1,MUC4
GLI2	GLI family zinc finger 2	2	0.0229	0.0416	FST,WNT2B
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0238	0.0421	CXCL12,FGF2,MUC3A,CTGF
GATA4	GATA binding protein 4	2	0.0254	0.0421	FGF10,IL5
GLI1	GLI family zinc finger 1	2	0.0254	0.0421	CYR61,SFRP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0254	0.0421	MMP1,MMP9
ELK1	ELK1, member of ETS oncogene family	2	0.028	0.0455	WISP2,MUC4
PAX5	paired box 5	2	0.0307	0.0488	MMP1,TIMP1
YY1	YY1 transcription factor	4	0.032	0.0499	VWF,MUC4,IL5,CCL13
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0334	0.0502	FST,MMP7
SOX2	SRY (sex determining region Y)-box 2	2	0.0334	0.0502	BMP4,SEMA6A
HDAC4	histone deacetylase 4	2	0.0393	0.0578	MMP13,IL5
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0423	0.06	MMP9,PLG
TWIST2	twist basic helix-loop-helix transcription factor 2	2	0.0423	0.06	GDF15,SRPX
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0444	0.0618	GDF15,MMP1,IL5
RARA	retinoic acid receptor, alpha	2	0.0455	0.0622	FGFBP1,ANXA8
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0487	0.0655	VWF,COL1A1
USF1	upstream transcription factor 1	3	0.054	0.0714	TGFB2,AGT,PF4
YBX1	Y box binding protein 1	2	0.0588	0.0765	MMP13,AGT
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0669	0.0855	MUC4,MMP9,COL1A1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	2	0.081	0.102	CCL17,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0849	0.105	COL1A1,CLEC4G
GATA3	GATA binding protein 3	2	0.0889	0.108	IL5,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0929	0.111	ANGPTL4,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.097	0.111	ADAMTS1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	2	0.097	0.111	LAMA3,GDF15
RUNX1	runt-related transcription factor 1	2	0.097	0.111	TIMP1,PF4
E2F1	E2F transcription factor 1	4	0.101	0.114	MUC4,CTSV,SERPINB5,TNFSF11
EGR1	early growth response 1	3	0.11	0.122	GDF15,HYAL1,FGF2
CREB1	cAMP responsive element binding protein 1	3	0.115	0.127	BDNF,IBSP,MUC4
USF2	upstream transcription factor 2, c-fos interacting	2	0.127	0.137	PF4,TGFB2
SIRT1	sirtuin 1	2	0.131	0.14	COL10A1,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	2	0.145	0.15	SPP1,IL5
IRF1	interferon regulatory factor 1	2	0.145	0.15	OGN,MMP9
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.196	0.201	IL5,CLEC4G
ESR1	estrogen receptor 1	2	0.264	0.267	MMP13,CXCL12
TP53	tumor protein p53	3	0.366	0.366	GDF15,MMP1,FGF2
