Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	22	1.64e-10	1.3e-08	IFNB1,IL2,MMP9,IL6,CXCL12,IL10,BMP2,CCL22,PLAU,CCL2,CXCL2,MMP12,TIMP1,TNFSF14,MMP1,MMP13,VWF,AGT,COL2A1,SERPINA3,IL1A,MMP3
SP1	Sp1 transcription factor	27	3.28e-10	1.3e-08	TNFSF14,MMRN1,F10,IL2,AGT,ADAM23,WIF1,CCL2,FBLN1,EGF,PLAU,COL2A1,COMP,IL6,TIMP1,LTBP4,MMP9,IL10,CXCL14,TIMP3,TGM4,MMP11,SPP1,LEP,IGFBP1,PTN,F7
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	21	1.15e-09	3.02e-08	IL2,MMP3,MMP1,SERPINA3,CXCL12,TIMP1,COL2A1,PLAU,IL1A,AGT,MMP9,MMP13,BMP2,TNFSF14,VWF,IL10,IL6,CCL22,IFNB1,CXCL2,CCL2
JUN	jun proto-oncogene	15	1.93e-09	3.82e-08	DCN,MMP9,CCL2,MMP13,IL2,MMP3,IL1A,MMP12,IBSP,PTN,PLAU,NGF,IFNB1,IL6,MMP1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	8.89e-09	1.26e-07	TIMP1,FGF2,LEP,MMP9,FGG,IL10,FGL1,IL2,MMP3,MMP10,IL6,MMP1,FGF1,CCL2
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	11	9.55e-09	1.26e-07	MMP10,PF4,MMP1,PLAU,MMP13,MMP3,VWF,TNFSF14,IL2,IGFBP1,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	8	1.89e-05	0.000213	FGF2,IFNB1,MMP9,IL6,CCL2,TIMP1,MMP13,IL10
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	6.47e-05	0.000639	SPP1,IL10,SFTPD,LEP,IL6,CCL2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000105	0.000796	F7,IL6,PLAU,CCL2,IGFBP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000111	0.000796	MMP3,IFNB1,MMP1,MMP9
