Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	25	8.08e-10	2.07e-08	TNFSF14,FGFBP1,MMRN1,IL2,CCL2,HYAL1,TNC,SERPINB5,TNF,CXCL5,AREG,COMP,IL6,LOXL4,HBEGF,LTBP4,MMP28,CXCL14,TGFA,MUC6,TGM4,PLAT,SPP1,IGFBP1,F7
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	20	9.39e-10	2.07e-08	CCL4,IL2,IL6,IL1B,CSF1,HYAL1,CCL2,MMP12,TNC,CCL3,TNFSF14,CCL11,MMP1,TNF,MMP13,CXCL5,VWF,IL1A,HBEGF,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	20	1.05e-09	2.07e-08	IL2,HYAL1,MMP1,IL1B,TNC,CSF1,CCL3,IL1A,MMP13,CXCL5,CCL11,TNFSF14,VWF,GDNF,MUC6,IL6,HBEGF,TNF,CCL4,CCL2
JUN	jun proto-oncogene	13	3.76e-08	5.54e-07	IL1B,PLAT,CCL2,CSF1,MMP13,IL2,IL1A,MMP12,TNC,NGF,TNF,IL6,MMP1
NFIL3	nuclear factor, interleukin 3 regulated	4	4.33e-06	5.11e-05	VWF,EREG,IL1B,AREG
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	8	5.5e-06	5.4e-05	FGFBP1,MMP1,MMP13,VWF,TNFSF14,IL2,IGFBP1,TNC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	1.7e-05	0.000144	ADAMTS1,SPP1,WNT11,FGF2,VWF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	3.58e-05	0.000264	SPP1,S100A9,CSF1,IL6,SERPINC1,CCL2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	6.33e-05	0.000378	S100P,F7,IL6,CCL2,IGFBP1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	9	6.41e-05	0.000378	FGF2,CCL11,SHH,FGL1,IL2,IL6,MMP1,OSM,CCL2
STAT1	signal transducer and activator of transcription 1, 91kDa	7	7.63e-05	0.000409	FGF2,IL6,CCL2,IL1B,MMP13,CCL3,S100A10
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	9.07e-05	0.00044	IL1B,MMP1,IL6,TNF,S100A9,IL13
ZFP36	ZFP36 ring finger protein	3	9.69e-05	0.00044	SERPINB2,IL6,IL2
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000135	0.000567	IL6,CCL2,IL1B,IL2
EGR1	early growth response 1	6	0.000739	0.00291	TNF,HYAL1,FGF2,IL6,GDNF,IL2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.000947	0.00349	CCL11,CCL17,EGLN3,IL13
HDAC1	histone deacetylase 1	5	0.00178	0.00616	IL2,SPP1,RELN,SERPINB5,MMP28
AHR	aryl hydrocarbon receptor	3	0.00235	0.0077	IL6,IL13,IL1B
CREM	cAMP responsive element modulator	3	0.00341	0.0106	IL2,PLAT,CCL4
TFCP2	transcription factor CP2	2	0.00508	0.0146	SPP1,FGA
FOS	FBJ murine osteosarcoma viral oncogene homolog	4	0.0052	0.0146	FGFBP1,NGF,MMP1,IL1A
SMAD3	SMAD family member 3	3	0.00632	0.017	LTBP4,FSTL3,TNC
