Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	13	2.65e-10	2.12e-08	CSF2,FGFBP1,MMP10,MUC4,MMP1,PLAU,MMP13,MMP3,VWF,IL2,TNC,COL1A1,MMP9
JUN	jun proto-oncogene	16	1.57e-09	6.29e-08	DCN,MMP7,MMP9,MMP13,CSF2,IL2,MMP3,MMP12,PTN,TNC,PLAU,NGF,MGP,ELN,IL6,MMP1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	22	2.53e-09	6.76e-08	IL2,HYAL1,MMP3,MMP1,SERPINA3,SFTPA1,TNC,CXCL12,COL2A1,PLAU,MMP9,MMP13,BMP2,CXCL5,CSF2,VWF,GDNF,IL6,COL1A1,CCL19,A2M,CXCL2
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	15	6.47e-09	1.09e-07	MMP7,HGF,FGF2,MMP9,FGG,SHH,A2M,FGL1,MUC4,IL2,MMP3,MMP10,IL6,MMP1,IL11
SP1	Sp1 transcription factor	27	6.83e-09	1.09e-07	FGFBP1,MUC4,MMRN1,F10,IL2,ADAM23,WIF1,HYAL1,TNC,SERPINB5,FBLN1,CXCL5,PLAU,COL2A1,COMP,IL6,LTBP4,HGF,MMP9,CXCL14,TGFA,TIMP3,MMP11,IGF2,SPP1,COL1A1,PTN
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	21	1.19e-08	1.59e-07	CCL19,IL2,MMP9,IL6,CXCL12,BMP2,HYAL1,PLAU,CXCL2,MMP12,TNC,CSF2,SFTPA1,MMP1,MMP13,CXCL5,COL1A1,VWF,COL2A1,SERPINA3,MMP3
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	8.91e-06	0.000102	MMP1,VWF,CSF2,MMP3,MMP9,TNC
FOS	FBJ murine osteosarcoma viral oncogene homolog	7	2.87e-05	0.000287	MMP9,FGFBP1,MMP7,NGF,MMP3,MMP1,PLAU
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	5.49e-05	0.000488	ADAMTS1,SPP1,WNT11,FGF2,VWF
HDAC5	histone deacetylase 5	3	2e-04	0.00145	IGF2,SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	3	2e-04	0.00145	SERPINB2,IL6,IL2
TFCP2	transcription factor CP2	3	0.000296	0.00182	SPP1,A2M,FGA
POU2F1	POU class 2 homeobox 1	5	0.000297	0.00182	VWF,PLAU,LGALS4,SPP1,IL2
EGR1	early growth response 1	7	0.000457	0.00259	HYAL1,FGF2,PLAU,IL6,GDNF,IL2,IGF2
POU5F1	POU class 5 homeobox 1	4	0.000486	0.00259	SPP1,LEFTY1,SEMA6A,TDGF1
RARA	retinoic acid receptor, alpha	4	0.000667	0.00333	FGFBP1,ANXA8,PLAU,SFTPB
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	5	0.00118	0.00554	SPP1,SFTPD,IL6,IGF2,SERPINC1
DNMT1	DNA (cytosine-5-)-methyltransferase 1	4	0.00132	0.00586	TIMP3,SFRP5,BMP2,SFRP1
ING4	inhibitor of growth family, member 4	3	0.0015	0.0063	NGF,ANGPT1,SPP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00304	0.0116	MMP3,MMP1,MMP9
RUNX2	runt-related transcription factor 2	3	0.00304	0.0116	MMP13,IHH,PLAU
FOXQ1	forkhead box Q1	2	0.00351	0.0122	WNT3A,RSPO2
NKX2-1	NK2 homeobox 1	2	0.00351	0.0122	SFTPA1,SFTPB
ETV4	ets variant 4	3	0.00467	0.0149	MUC4,MMP7,MMP1
ILF3	interleukin enhancer binding factor 3, 90kDa	2	0.00486	0.0149	PLAU,IL2
NCOA3	nuclear receptor coactivator 3	2	0.00486	0.0149	MMP10,MMP7
HDAC1	histone deacetylase 1	5	0.00506	0.015	IL2,MMP9,SPP1,SERPINB5,SFRP1
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00641	0.018	MMP9,MMP1
