Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	28	4.87e-15	4.53e-13	HYAL1,MMP3,AMH,MMP1,SERPINA3,COL2A1,CXCL8,COL7A1,VEGFA,IL1A,AGT,MMP9,MMP13,BMP2,CXCL5,TNFSF14,VWF,GDNF,IL12B,MUC5AC,IL6,HBEGF,CCL4,COL1A1,A2M,CXCL2,CCL2,TNFSF10
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	27	3.19e-14	1.49e-12	CCL4,MMP9,IL6,CXCL8,VEGFA,IL12B,BMP2,HYAL1,TNFSF10,CCL2,CXCL2,MMP12,TNFSF14,MMP1,MMP13,CXCL5,COL1A1,VWF,AGT,COL2A1,SERPINA3,IL1A,MMP3,MUC5AC,HBEGF,AMH,COL7A1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	16	2.22e-10	6.89e-09	PGF,MMP9,FGG,VEGFA,A2M,FGL1,MUC4,MMP3,MMP10,IL6,MMP1,OSM,IL11,CCL2,MUC1,CXCL8
SP1	Sp1 transcription factor	27	1.07e-09	2.5e-08	TNFSF14,MUC4,F10,AGT,WIF1,COL7A1,CCL2,HYAL1,MUC5AC,EPO,TNFSF10,EGF,CXCL5,VEGFA,COL2A1,COMP,IL6,HBEGF,MMP9,CXCL14,TGFA,MMP11,IGF2,SPP1,IGFBP3,COL1A1,PTN
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	1.89e-07	3.52e-06	MMP10,MUC4,PF4,MMP1,MMP13,MMP3,VWF,TNFSF14,COL1A1,MMP9
JUN	jun proto-oncogene	13	2.41e-07	3.74e-06	MMP9,CCL2,CXCL8,MMP13,IL12B,MMP3,IL1A,MMP12,PTN,NGF,VEGFA,IL6,MMP1
EP300	E1A binding protein p300	8	1.27e-06	1.69e-05	VEGFA,S100A4,EPO,IL12B,IGFBP3,MMP9,CXCL8,IL6
ZFP36	ZFP36 ring finger protein	4	2.78e-06	3.23e-05	VEGFA,SERPINB2,IL6,CXCL8
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	5.49e-06	5.39e-05	MMP1,CXCL8,VWF,IL12B,MMP3,MMP9
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	5.8e-06	5.39e-05	TNFSF10,MMP3,MMP1,CXCL8,MMP9
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	3.66e-05	0.000277	ADAMTS1,SPP1,WNT11,VWF,CXCL8
HDAC2	histone deacetylase 2	5	3.66e-05	0.000277	TNFSF10,MUC5AC,CXCL8,CCL2,VEGFA
EGR1	early growth response 1	8	3.87e-05	0.000277	TNFSF10,GDF15,HYAL1,VEGFA,CXCL8,IL6,GDNF,IGF2
ING4	inhibitor of growth family, member 4	4	5.01e-05	0.000333	CXCL8,NGF,ANGPT1,SPP1
FOXQ1	forkhead box Q1	3	5.67e-05	0.000352	WNT3A,RSPO2,VEGFA
SMAD3	SMAD family member 3	5	7.36e-05	0.000428	VEGFA,COL7A1,EPO,ANGPTL4,MMP9
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	8.68e-05	0.000475	SPP1,S100A9,ELANE,IL6,IGF2,CCL2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000134	0.000632	CXCL8,S100P,IL6,VEGFA,CCL2
RUNX2	runt-related transcription factor 2	4	0.000136	0.000632	MMP13,IHH,ELANE,VEGFA
XBP1	X-box binding protein 1	4	0.000136	0.000632	CCL2,VEGFA,IL6,CXCL8
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000163	0.000688	MMP9,NGF,MMP3,MMP1,CXCL8,IL1A
WT1	Wilms tumor 1	6	0.000163	0.000688	NOV,VEGFA,HBEGF,CX3CL1,IGF2,AMH
TFCP2	transcription factor CP2	3	0.000231	0.000933	SPP1,A2M,FGA
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	5	0.000324	0.00126	IL6,IL12B,IGFBP3,AMH,CXCL8
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	6	0.00124	0.00462	VEGFA,HBEGF,EPO,MUC3A,MUC1,EGLN3
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00132	0.00472	MMP9,MUC4,IL6,CCL2,MUC1,MMP13
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00169	0.00567	GDF15,CXCL8,MMP1,IL6,S100A9
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00171	0.00567	CXCL8,CCL17,EGLN3,COL1A1
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.002	0.00599	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.002	0.00599	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.002	0.00599	CXCL8,IL6
GLI1	GLI family zinc finger 1	3	0.00239	0.00696	MUC5AC,SFRP1,S100A9
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00297	0.00836	CXCL8,MMP9
HDAC1	histone deacetylase 1	5	0.00354	0.00926	MMP9,IGFBP3,SPP1,CXCL8,SFRP1
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	5	0.00354	0.00926	VEGFA,MUC4,MMP9,ECM1,COL1A1
NR5A1	nuclear receptor subfamily 5, group A, member 1	3	0.00369	0.00926	AMH,NOV,INSL3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	3	0.00369	0.00926	IL6,CCL2,IL12B
NCOA3	nuclear receptor coactivator 3	2	0.00412	0.0101	MMP10,EPO
ESR1	estrogen receptor 1	5	0.00474	0.011	F12,AMH,MMP13,VEGFA,TGFA
FLI1	Friend leukemia virus integration 1	3	0.00474	0.011	PF4,MMP1,IGFBP3
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.00533	0.0118	POSTN,GDF15,SRPX
HDAC5	histone deacetylase 5	2	0.00544	0.0118	IGF2,SLIT2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00544	0.0118	MMP9,MMP1
SP3	Sp3 transcription factor	6	0.00582	0.0123	HBEGF,IGFBP3,COL1A1,VEGFA,COL2A1,MUC4
IRF1	interferon regulatory factor 1	4	0.00612	0.0126	TNFSF10,IL12B,OGN,MMP9
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00664	0.0131	CCL2,VWF,COL1A1
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00692	0.0131	IGFBP3,SFRP1
EGR2	early growth response 2	2	0.00692	0.0131	IGF2,IL6
ZNF148	zinc finger protein 148	2	0.00692	0.0131	CXCL5,MMP3
EPAS1	endothelial PAS domain protein 1	2	0.00857	0.0153	COL10A1,VEGFA
HOXB7	homeobox B7	2	0.00857	0.0153	THBS2,VEGFA
NFIL3	nuclear factor, interleukin 3 regulated	2	0.00857	0.0153	VWF,TNFSF10
CIITA	class II, major histocompatibility complex, transactivator	3	0.00978	0.0168	COL1A1,S100A4,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00978	0.0168	BMP2,SFRP1,VEGFA
AR	androgen receptor	5	0.011	0.0185	MUC1,IGFBP3,VEGFA,TGFA,NOV
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0137	0.0227	GDF15,SRPX,MMP1
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0149	0.0244	GDF15,ANGPTL4,MMP9,MMP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0167	0.0264	MMP17,MMP9
GATA3	GATA binding protein 3	3	0.0171	0.0264	MUC1,EPO,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0171	0.0264	SPP1,MUC4,S100P
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0183	0.0279	IL6,ANGPTL4,MMP9
PTTG1	pituitary tumor-transforming 1	2	0.0191	0.028	S100A4,VEGFA
TBP	TATA box binding protein	2	0.0191	0.028	IL6,PPBP
KLF4	Kruppel-like factor 4 (gut)	3	0.0196	0.028	VEGFA,IL6,GDF15
RUNX1	runt-related transcription factor 1	3	0.0196	0.028	VEGFA,ELANE,PF4
DDIT3	DNA-damage-inducible transcript 3	2	0.027	0.0375	IL6,CXCL8
FOXO3	forkhead box O3	2	0.027	0.0375	VEGFA,TNFSF10
ESR2	estrogen receptor 2 (ER beta)	2	0.0299	0.0403	TGFA,VEGFA
GATA4	GATA binding protein 4	2	0.0299	0.0403	AMH,FGF10
ARNT	aryl hydrocarbon receptor nuclear translocator	2	0.0329	0.0438	VEGFA,EPO
ETV4	ets variant 4	2	0.0393	0.0508	MUC4,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0393	0.0508	SEMA6A,MMP3
SOX9	SRY (sex determining region Y)-box 9	2	0.0426	0.0543	AMH,COL2A1
FOXO1	forkhead box O1	2	0.0461	0.0564	TNFSF10,IL6
HDAC4	histone deacetylase 4	2	0.0461	0.0564	MMP13,VEGFA
POU5F1	POU class 5 homeobox 1	2	0.0461	0.0564	SPP1,SEMA6A
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0486	0.0587	MUC1,EPO,PF4
TCF4	transcription factor 4	2	0.0496	0.0592	CLEC4C,VEGFA
RARA	retinoic acid receptor, alpha	2	0.0533	0.0619	ANXA8,MUC5AC
SMAD4	SMAD family member 4	2	0.0533	0.0619	COL7A1,EPO
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	3	0.0597	0.0685	IL12B,CCL2,ELANE
LEF1	lymphoid enhancer-binding factor 1	2	0.0647	0.0734	EDA,ELANE
YBX1	Y box binding protein 1	2	0.0687	0.077	MMP13,AGT
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0987	0.109	ELANE,COL1A1
POU2F1	POU class 2 homeobox 1	2	0.103	0.113	VWF,SPP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.112	0.122	ADAMTS1,SFRP1
CREB1	cAMP responsive element binding protein 1	3	0.14	0.149	MUC5AC,MUC4,IL6
YY1	YY1 transcription factor	3	0.143	0.151	VWF,MUC4,POSTN
SIRT1	sirtuin 1	2	0.151	0.158	COL10A1,MMP9
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	3	0.174	0.18	VEGFA,SFRP1,IL6
TP53	tumor protein p53	4	0.21	0.215	GDF15,MMP1,VEGFA,IGFBP3
USF1	upstream transcription factor 1	2	0.24	0.242	AGT,PF4
E2F1	E2F transcription factor 1	3	0.303	0.303	MUC4,TNFSF11,VEGFA
