Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19	4.07e-09	1.86e-07	CCL19,MMP9,IL6,IL12A,IL12B,IL4,HYAL1,CCL20,CCL22,MMP12,SDC1,MMP1,MMP13,COL1A1,VWF,IFNG,MMP3,MUC5AC,HBEGF
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	19	4.54e-09	1.86e-07	HYAL1,MMP3,SDC1,MMP1,IFNG,MMP9,MMP13,CCL20,VWF,GDNF,IL12B,MUC5AC,IL6,HBEGF,IL12A,CCL22,COL1A1,IL4,CCL19
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	10	3.46e-08	9.45e-07	MMP10,PF4,MMP1,MMP13,MMP3,VWF,IGFBP1,BMP4,COL1A1,MMP9
JUN	jun proto-oncogene	12	2.41e-07	4.95e-06	MMP7,IL12A,MMP9,IL24,MMP13,IL12B,MMP3,MMP12,PTN,IFNG,IL6,MMP1
EGR1	early growth response 1	8	1.05e-05	0.000172	PDGFB,IFNG,GDF15,HYAL1,LTB,FGF2,IL6,GDNF
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	3.64e-05	0.000498	MMP1,VWF,IL12B,MMP3,MMP9
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	9	5.41e-05	0.000634	MMP7,FGF2,MMP9,IFNG,MMP3,MMP10,IL6,MMP1,OSM
SP1	Sp1 transcription factor	16	0.000188	0.00193	WIF1,HYAL1,PDGFB,MUC5AC,COMP,IL6,HBEGF,MMP9,CXCL14,TIMP3,TGM4,MMP11,SPP1,COL1A1,IGFBP1,PTN
IRF1	interferon regulatory factor 1	5	0.000353	0.00322	IL12B,IFNG,OGN,MMP9,IL12A
CIITA	class II, major histocompatibility complex, transactivator	4	0.000489	0.00401	COL1A1,S100A4,MMP9,IL4
EP300	E1A binding protein p300	5	0.000547	0.00408	IFNG,S100A4,IL12B,MMP9,IL6
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.000753	0.00514	GDF15,IL4,MMP1,IL6,IL24
PPARA	peroxisome proliferator-activated receptor alpha	4	0.00119	0.00748	IL6,ANGPTL4,MMP9,IGFBP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.00143	0.00835	MMP3,MMP1,MMP9
FOXQ1	forkhead box Q1	2	0.00208	0.0106	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00208	0.0106	IL4,MMP13
SOX2	SRY (sex determining region Y)-box 2	3	0.00221	0.0106	BMP4,SEMA6A,MMP3
FOXO1	forkhead box O1	3	0.00285	0.0113	PDGFB,IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	3	0.00285	0.0113	SPP1,SEMA6A,BMP4
CEBPE	CCAAT/enhancer binding protein (C/EBP), epsilon	2	0.00288	0.0113	PRG2,CTSG
NCOA3	nuclear receptor coactivator 3	2	0.00288	0.0113	MMP10,MMP7
