Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	19	2.92e-08	1.01e-06	CXCL10,FGF7,IL1RN,IL1B,IL4,HYAL1,CCL22,MMP12,SFTPA1,MUC5B,CCL11,IL17C,CXCL5,IFNG,SERPINA3,IL1A,MUC5AC,IFNA1,FN1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	19	3.24e-08	1.01e-06	HYAL1,IL17C,SERPINA3,IFNG,SFTPA1,IL1B,IFNA1,CXCL10,FGF7,FN1,IL1A,CXCL5,CCL11,MUC5B,IL1RN,MUC5AC,CCL22,IL4,A2M
SP1	Sp1 transcription factor	22	4.84e-07	1e-05	LAMA1,MMRN1,F10,WIF1,GDF5,HYAL1,MUC5AC,FBLN1,IGFBP4,CXCL5,CTGF,AREG,HGF,MMP28,CXCL14,TGFA,TGM4,MMP11,IGF2,SPP1,LEP,F7
NFIL3	nuclear factor, interleukin 3 regulated	4	6.41e-06	9.94e-05	EREG,IFNG,IL1B,AREG
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	10	2.36e-05	0.000292	HGF,IL1RN,LEP,MUC5B,CTGF,FGG,CCL11,A2M,IFNG,FGL1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	6	6.2e-05	0.000641	SPP1,IGF1,LEP,ELANE,IGF2,FN1
IRF1	interferon regulatory factor 1	5	0.000612	0.00542	CXCL10,IFNG,SLPI,OGN,IFNA1
JUN	jun proto-oncogene	8	0.000961	0.00704	IL1B,DCN,CTGF,IL1A,MMP12,IFNG,CSTA,FGF7
BRCA1	breast cancer 1, early onset	5	0.00102	0.00704	FST,AREG,S100A2,IFNA1,IGF1
KLF4	Kruppel-like factor 4 (gut)	4	0.00203	0.0126	LAMA1,IL1B,LAMA3,GDF15
FOXQ1	forkhead box Q1	2	0.00263	0.0148	WNT3A,RSPO2
ASCL1	achaete-scute complex homolog 1 (Drosophila)	2	0.00365	0.0187	IGF2,PCSK6
SP3	Sp3 transcription factor	6	0.00435	0.0187	FBLN1,LAMA1,HGF,GDF5,TGM4,IGFBP4
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.0045	0.0187	FN1,GDF15,SRPX
HDAC5	histone deacetylase 5	2	0.00483	0.0187	IGF2,SLIT2
STAT5B	signal transducer and activator of transcription 5B	2	0.00483	0.0187	IGF1,IFNG
TFCP2	transcription factor CP2	2	0.00615	0.0224	SPP1,A2M
EGR1	early growth response 1	5	0.00682	0.0225	IFNG,GDF15,HYAL1,FN1,IGF2
EP300	E1A binding protein p300	4	0.0069	0.0225	IFNG,S100A4,IGF1,LAMA3
WT1	Wilms tumor 1	4	0.00734	0.0228	IGF1,CTGF,IGF2,EREG
STAT4	signal transducer and activator of transcription 4	2	0.00923	0.0273	S100A4,IFNG
IRF7	interferon regulatory factor 7	2	0.011	0.0296	IFNA1,CXCL10
TBX21	T-box 21	2	0.011	0.0296	IL4,IFNG
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0116	0.03	GDF15,SRPX,FN1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.0125	0.0311	CCL11,IL4,EGLN3
ING4	inhibitor of growth family, member 4	2	0.017	0.0364	ANGPT1,SPP1
IRF3	interferon regulatory factor 3	2	0.017	0.0364	CXCL10,IFNA1
JUNB	jun B proto-oncogene	2	0.017	0.0364	IL1B,IL4
TBP	TATA box binding protein	2	0.017	0.0364	PPBP,IGFBP4
ATF3	activating transcription factor 3	2	0.0193	0.0398	IFNG,GDF15
GLI2	GLI family zinc finger 2	2	0.0241	0.048	FST,MUC5AC
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.0261	0.048	MUC3A,EGLN3,LEP,CTGF
GLI1	GLI family zinc finger 1	2	0.0267	0.048	MUC5AC,SFRP1
RUNX2	runt-related transcription factor 2	2	0.0267	0.048	IHH,ELANE
STAT1	signal transducer and activator of transcription 1, 91kDa	4	0.0271	0.048	IFNG,IFNA1,IL1B,CXCL10
CREBBP	CREB binding protein	2	0.0445	0.0746	IL4,S100A4
PARP1	poly (ADP-ribose) polymerase 1	2	0.0445	0.0746	IFNG,FN1
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	3	0.0475	0.076	GDF15,IL4,IL1B
RARA	retinoic acid receptor, alpha	2	0.0478	0.076	ANXA8,MUC5AC
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0512	0.076	ADAMTS1,SPP1
