Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	16	2.34e-08	5.91e-07	CXCL10,MMP9,COL1A2,IL12B,CCL22,TNFSF10,CCL3,TNFSF14,MUC5B,MMP1,CXCL5,COL1A1,CCL13,COL2A1,IL1A,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	16	2.57e-08	5.91e-07	MMP1,COL2A1,COL1A2,CXCL10,CCL3,IL1A,MMP9,CXCL5,MUC5B,TNFSF14,CCL13,MUC6,IL12B,CCL22,COL1A1,TNFSF10
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	9	7.47e-06	0.000115	FGF2,LEP,MUC5B,MMP9,FGL1,MUC4,MMP1,IL11,MUC1
SP1	Sp1 transcription factor	15	3.72e-05	0.000428	TNFSF14,MUC4,TNFSF10,EGF,CXCL5,COL2A1,MMP9,CXCL14,MUC6,TIMP3,TGM4,MMP11,SPP1,COL1A1,LEP
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	6	9.54e-05	0.000878	MUC4,PF4,MMP1,TNFSF14,COL1A1,MMP9
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.000134	0.00103	FGF2,MMP9,MUC4,MUC1,CCL3,CXCL10
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000188	0.00124	MMP9,CSTA,NGF,MMP1,IL1A
JUN	jun proto-oncogene	7	0.000502	0.00288	MMP9,IL24,IL12B,IL1A,CSTA,NGF,MMP1
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	3	0.000692	0.00354	TNFSF10,MMP1,MMP9
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00127	0.00494	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00127	0.00494	WNT3A,RSPO2
IRF1	interferon regulatory factor 1	4	0.0013	0.00494	CXCL10,TNFSF10,IL12B,MMP9
FLI1	Friend leukemia virus integration 1	3	0.0014	0.00494	PF4,MMP1,COL1A2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00233	0.00767	MMP9,MMP1
CIITA	class II, major histocompatibility complex, transactivator	3	0.00296	0.00858	COL1A1,MMP9,COL1A2
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00298	0.00858	MMP9,TIMP3
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.00324	0.00877	MMP1,IL12B,MMP9
SP3	Sp3 transcription factor	5	0.00416	0.0106	TGM4,COL1A1,MUC6,COL2A1,MUC4
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	3	0.00454	0.011	COL1A2,CCL17,COL1A1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.00529	0.0122	SPP1,MUC4,S100P
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.00758	0.0166	FGF2,MUC3A,MUC1,LEP
ING4	inhibitor of growth family, member 4	2	0.00839	0.0175	NGF,SPP1
YY1	YY1 transcription factor	4	0.0104	0.0208	COL1A2,MUC4,CCL13,POSTN
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	3	0.012	0.0229	SPP1,LEP,SERPINC1
ELK1	ELK1, member of ETS oncogene family	2	0.0147	0.0271	WISP2,MUC4
EP300	E1A binding protein p300	3	0.0154	0.0272	IL12B,MMP9,COL1A2
ETV4	ets variant 4	2	0.0177	0.0301	MUC4,MMP1
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	2	0.0261	0.0413	SPP1,FGF2
HDAC2	histone deacetylase 2	2	0.0261	0.0413	TNFSF10,COL1A2
HDAC1	histone deacetylase 1	3	0.0287	0.0426	MMP9,SPP1,COL1A2
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0287	0.0426	MUC4,MMP9,COL1A1
RUNX3	runt-related transcription factor 3	2	0.0317	0.0456	WNT4,MMP9
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	2	0.0466	0.0629	COL1A1,COL1A2
GATA3	GATA binding protein 3	2	0.0489	0.0629	MUC1,MMP1
POU2F1	POU class 2 homeobox 1	2	0.0489	0.0629	LGALS4,SPP1
EGR1	early growth response 1	3	0.0492	0.0629	TNFSF10,FGF2,WNT4
RUNX1	runt-related transcription factor 1	2	0.0536	0.0666	CCL3,PF4
USF2	upstream transcription factor 2, c-fos interacting	2	0.0712	0.0862	PF4,TGFB2
SIRT1	sirtuin 1	2	0.0738	0.0871	COL1A2,MMP9
GATA1	GATA binding protein 1 (globin transcription factor 1)	2	0.099	0.114	MUC1,PF4
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.108	0.121	MMP1,IL24
USF1	upstream transcription factor 1	2	0.123	0.135	TGFB2,PF4
PPARG	peroxisome proliferator-activated receptor gamma	2	0.126	0.135	MMP9,MMP1
E2F1	E2F transcription factor 1	3	0.13	0.136	MUC4,TNFSF11,CCL3
AR	androgen receptor	2	0.215	0.22	WNT7B,MUC1
TP53	tumor protein p53	2	0.454	0.454	MMP1,FGF2
