Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	1e-12	4.74e-11	IL6,CXCL8,IL1B,IL17A,IL10,BMP2,HYAL1,CCL22,PLAU,CCL2,CXCL2,MMP12,TNC,TIMP1,SFTPA1,MUC5B,MMP1,MMP13,COL1A1,VWF,IL1A,MMP3,HBEGF,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	1.16e-12	4.74e-11	HYAL1,MMP3,MMP1,SFTPA1,IL1B,TNC,TIMP1,IL17A,CXCL8,PLAU,IL1A,MMP13,BMP2,MUC5B,VWF,GDNF,IL10,IL6,HBEGF,CCL22,CXCL1,COL1A1,CXCL2,CCL2
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	15	4.29e-10	1.17e-08	MMP7,TIMP1,FGF2,MUC5B,IL10,FGL1,MUC4,MMP3,MMP10,IL6,MMP1,OSM,IL11,CCL2,CXCL8
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	11	5.11e-09	1.05e-07	MMP10,MUC4,PF4,MMP1,PLAU,MMP13,MMP3,VWF,IGFBP1,TNC,COL1A1
JUN	jun proto-oncogene	14	7.71e-09	1.26e-07	IL1B,MMP7,PLAT,CCL2,CXCL8,MMP13,MMP3,IL1A,MMP12,IBSP,TNC,PLAU,IL6,MMP1
SP1	Sp1 transcription factor	23	4.56e-08	6.24e-07	MUC4,MMRN1,WIF1,CCL2,HYAL1,TNC,EGF,AREG,PLAU,COMP,IL6,TIMP1,HBEGF,LTBP4,CXCL1,IL10,CXCL14,TGM4,MMP11,PLAT,SPP1,COL1A1,IGFBP1
NFIL3	nuclear factor, interleukin 3 regulated	4	5.21e-06	6.11e-05	VWF,EREG,IL1B,AREG
STAT1	signal transducer and activator of transcription 1, 91kDa	8	1.22e-05	0.000125	FGF2,MUC4,IL6,CCL2,TIMP1,IL1B,MMP13,IL10
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	2.13e-05	0.000194	ADAMTS1,SPP1,FGF2,VWF,CXCL8
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	5.05e-05	0.000414	MMP1,CXCL8,VWF,MMP3,TNC
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	7.88e-05	0.000515	CXCL8,IL6,PLAU,CCL2,IGFBP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	8.76e-05	0.000515	MMP7,MMP3,MMP1,CXCL8,IL1A,PLAU
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	8.78e-05	0.000515	MMP3,IL1B,MMP1,CXCL8
RUNX2	runt-related transcription factor 2	4	8.78e-05	0.000515	IBSP,MMP13,IHH,PLAU
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	4	0.000161	0.000879	IL6,CCL2,IL1B,IL10
SP3	Sp3 transcription factor	7	0.000636	0.00326	HBEGF,TIMP1,TGM4,IGFBP1,COL1A1,PLAT,MUC4
EGR1	early growth response 1	6	0.000941	0.00454	HYAL1,FGF2,PLAU,CXCL8,IL6,GDNF
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	5	0.00102	0.00457	IL10,CXCL8,IL1B,MMP1,IL6
CREB1	cAMP responsive element binding protein 1	6	0.00106	0.00457	PLAT,IBSP,MUC4,IL6,PLAU,IL10
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00113	0.00461	CXCL8,CCL17,CCL26,COL1A1
POU2F1	POU class 2 homeobox 1	4	0.00138	0.0054	VWF,PLAU,LGALS4,SPP1
HDAC11	histone deacetylase 11	2	0.0016	0.00546	IL17A,IL10
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.0016	0.00546	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.0016	0.00546	CXCL8,IL6
XBP1	X-box binding protein 1	3	0.00173	0.00569	CCL2,IL6,CXCL8
ETV4	ets variant 4	3	0.00268	0.00845	MUC4,MMP7,MMP1
NCOA3	nuclear receptor coactivator 3	2	0.0033	0.01	MMP10,MMP7
FLI1	Friend leukemia virus integration 1	3	0.00345	0.0101	PF4,MMP1,IL10
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00411	0.0115	SPP1,IL10,IL6,CCL2
HDAC5	histone deacetylase 5	2	0.00436	0.0115	SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	2	0.00436	0.0115	IL6,CXCL8
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.00485	0.0124	CCL2,VWF,COL1A1
GATA6	GATA binding protein 6	2	0.00556	0.0138	PLAU,VWF
HOXB7	homeobox B7	2	0.00689	0.0161	THBS2,FGF2
PPARD	peroxisome proliferator-activated receptor delta	2	0.00689	0.0161	ANGPTL4,TIMP1
SMAD3	SMAD family member 3	3	0.00718	0.0164	LTBP4,TNC,ANGPTL4
IRF8	interferon regulatory factor 8	2	0.00835	0.0185	IL10,IL1B
JUND	jun D proto-oncogene	3	0.0093	0.0201	IL6,PLAT,TIMP1
TWIST1	twist basic helix-loop-helix transcription factor 1	3	0.0101	0.0212	TIMP1,SRPX,MMP1
GATA3	GATA binding protein 3	3	0.0126	0.0259	IL10,MMP1,CXCL1
PPARA	peroxisome proliferator-activated receptor alpha	3	0.0136	0.0269	IL6,ANGPTL4,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0145	0.0269	ADAMTS1,IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0145	0.0269	IL6,IL1B,LAMA3
FOSL2	FOS-like antigen 2	2	0.0154	0.0269	IBSP,TIMP1
HOXA10	homeobox A10	2	0.0154	0.0269	IGFBP1,IL11
ING4	inhibitor of growth family, member 4	2	0.0154	0.0269	CXCL8,SPP1
TBP	TATA box binding protein	2	0.0154	0.0269	IL6,PPBP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	3	0.0166	0.0283	IL6,IL10,CXCL8
HMGA1	high mobility group AT-hook 1	2	0.0196	0.0328	CXCL1,IL1B
DDIT3	DNA-damage-inducible transcript 3	2	0.0219	0.0347	IL6,CXCL8
HDAC9	histone deacetylase 9	2	0.0219	0.0347	MMP13,IGFBP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	4	0.022	0.0347	FGF2,HBEGF,PLAU,MUC3A
PAX5	paired box 5	2	0.0293	0.0453	MMP1,TIMP1
AHR	aryl hydrocarbon receptor	2	0.032	0.0477	IL6,IL1B
SOX2	SRY (sex determining region Y)-box 2	2	0.032	0.0477	SEMA6A,MMP3
EP300	E1A binding protein p300	3	0.0351	0.0514	LAMA3,CXCL8,IL6
FOXO1	forkhead box O1	2	0.0376	0.0522	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0376	0.0522	MMP13,IL10
POU5F1	POU class 5 homeobox 1	2	0.0376	0.0522	SPP1,SEMA6A
PARP1	poly (ADP-ribose) polymerase 1	2	0.0405	0.0536	CXCL1,IL10
PGR	progesterone receptor	2	0.0405	0.0536	IL10,IGFBP1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0405	0.0536	PLG,PLAU
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0435	0.0557	CCL2,IL10
RARA	retinoic acid receptor, alpha	2	0.0435	0.0557	ANXA8,PLAU
HDAC2	histone deacetylase 2	2	0.0466	0.0588	CXCL8,CCL2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.0597	0.0742	BMP2,SFRP1
HDAC1	histone deacetylase 1	3	0.0631	0.0762	SPP1,CXCL8,SFRP1
ATF2	activating transcription factor 2	2	0.0632	0.0762	PLAT,PLAU
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.0852	0.101	SPP1,MUC4
RUNX1	runt-related transcription factor 1	2	0.093	0.109	TIMP1,PF4
