Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	35	9.9e-12	9.2e-10	MUC4,MMRN1,F10,TIMP2,WIF1,GDF5,MMP2,PDGFB,TNC,SERPINB5,MUC5AC,TNFSF10,FBLN1,FBN1,CXCL5,LOXL4,TIMP1,PDGFC,HBEGF,LTBP4,HGF,MMP9,MMP28,COL11A2,IL10,CXCL14,TGFA,TIMP3,MMP11,IGF2,SPP1,IGFBP3,COL1A1,LEP,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	17	2.24e-09	1.04e-07	TIMP1,HGF,FGF2,LEP,CYR61,MMP9,MMP2,CCL11,SHH,IL10,FGL1,MUC4,MMP1,FGF1,IL11,MUC1,CXCL8
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	7	2.12e-06	6.56e-05	MMP1,CXCL8,VWF,MMP9,MMP2,IL5,TNC
JUN	jun proto-oncogene	13	6.63e-06	0.000154	DCN,MMP9,CXCL8,MMP2,MMP12,PTN,CSTA,TNC,TIMP2,NGF,MGP,ELN,MMP1
SP3	Sp3 transcription factor	11	1.21e-05	0.000225	FBLN1,TIMP2,HBEGF,IGFBP3,HGF,TIMP1,GDF5,COL1A1,COL11A2,MMP2,MUC4
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	9	2.13e-05	0.000331	F13A1,MUC4,PF4,MMP1,IL5,VWF,TNC,COL1A1,MMP9
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	9	3.18e-05	0.000423	MMP2,CXCL12,FGF2,TIMP2,HBEGF,MUC3A,MUC1,EGLN3,LEP
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	6	5.98e-05	0.000687	CCL11,CXCL8,CCL17,CCL26,EGLN3,COL1A1
HDAC1	histone deacetylase 1	8	6.65e-05	0.000687	MMP9,IGFBP3,SPP1,RELN,SERPINB5,CXCL8,SFRP1,MMP28
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	17	8.36e-05	0.000778	MMP9,CXCL8,CXCL12,MMP2,IL10,TNFSF10,MMP12,TNC,TIMP1,SFTPA1,CCL11,MMP1,CXCL5,COL1A1,VWF,MUC5AC,HBEGF
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	16	0.000289	0.00244	MMP1,SFTPA1,TNC,CXCL12,TIMP1,CXCL8,MMP2,MMP9,CXCL5,CCL11,VWF,IL10,MUC5AC,HBEGF,COL1A1,TNFSF10
HDAC5	histone deacetylase 5	3	0.000374	0.00288	IGF2,SLIT2,FGF2
