Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	31	7.86e-16	4.55e-14	IFNB1,IL2,MMP9,IL6,IL1RN,COL1A2,IL12B,CTSB,MMP14,IL23A,BMP2,HYAL1,CCL20,CCL22,PLAU,MMP12,TNC,TIMP1,CSF2,FGF8,MUC5B,CCL11,MMP1,MMP13,CXCL5,COL1A1,VWF,CCL13,SERPINA3,MUC5AC,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	31	9.47e-16	4.55e-14	IL2,HYAL1,MMP1,SERPINA3,CTSB,TNC,TIMP1,COL1A2,PLAU,MMP9,MMP13,BMP2,CCL20,CXCL5,CCL11,CSF2,MUC5B,CCL13,VWF,MUC6,IL12B,IL1RN,MUC5AC,FGF8,IL6,MMP14,CCL22,COL1A1,IFNB1,A2M,IL23A
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	17	1.57e-14	5.01e-13	CSF2,CTSB,FGFBP1,MMP10,F13A1,MUC4,PF4,MMP1,PLAU,IL5,MMP13,VWF,IL2,IGFBP1,TNC,COL1A1,MMP9
SP1	Sp1 transcription factor	30	5.45e-10	1.31e-08	FGFBP1,MUC4,MMRN1,F10,IL2,WIF1,HYAL1,TNC,SERPINB5,MUC5AC,CTSB,EGF,CXCL5,PLAU,COMP,IL6,TIMP1,LTBP4,MMP9,CXCL14,MUC6,TGM4,MMP11,PLAT,IGF2,MMP14,SPP1,COL1A1,IGFBP1,F7
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	16	2.49e-09	4.79e-08	MMP7,TIMP1,FGF2,IL1RN,MUC5B,MMP9,CCL11,A2M,MUC4,IL2,MMP10,IL6,MMP1,OSM,MMP14,IL11
JUN	jun proto-oncogene	15	3.69e-08	5.91e-07	MMP7,PLAT,IL23A,MMP9,MMP13,CSF2,IL12B,IL2,MMP12,TNC,PLAU,ELN,IFNB1,IL6,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	7	8.8e-07	1.21e-05	MMP1,VWF,IL12B,CSF2,MMP9,IL5,TNC
RUNX2	runt-related transcription factor 2	5	1.3e-05	0.000156	MMP13,VEGFC,IHH,ELANE,PLAU
EGR1	early growth response 1	9	1.82e-05	0.000194	MMP14,HYAL1,LTB,FGF2,WNT4,PLAU,IL6,IL2,IGF2
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	7	2.3e-05	0.000221	SPP1,S100A9,IL5,ELANE,IL6,IGF2,SERPINC1
POU2F1	POU class 2 homeobox 1	6	3.96e-05	0.000345	IL5,VWF,PLAU,LGALS4,SPP1,IL2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	8.07e-05	0.000645	ADAMTS1,SPP1,WNT11,FGF2,VWF
STAT1	signal transducer and activator of transcription 1, 91kDa	8	8.89e-05	0.000657	FGF2,IFNB1,MMP9,MUC4,IL6,CTSB,TIMP1,MMP13
JUND	jun D proto-oncogene	5	0.000252	0.00143	IL6,PLAT,FGFBP1,IL5,TIMP1
HDAC5	histone deacetylase 5	3	0.000254	0.00143	IGF2,SLIT2,FGF2
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	3	0.000254	0.00143	MMP9,MMP14,MMP1
ZFP36	ZFP36 ring finger protein	3	0.000254	0.00143	SERPINB2,IL6,IL2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.00029	0.00155	S100P,F7,IL6,PLAU,IGFBP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000332	0.00168	CCL11,COL1A2,CCL26,EGLN3,COL1A1
EP300	E1A binding protein p300	6	0.00036	0.00173	IL5,IL12B,LAMA3,MMP9,IL6,COL1A2
ETV4	ets variant 4	4	0.000466	0.00213	MMP14,MUC4,MMP7,MMP1
