Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	16	3.29e-14	3.12e-12	CTSB,FGFBP1,MMP10,MUC4,PF4,MMP1,PLAU,IL5,CTGF,MMP13,MMP3,VWF,IGFBP1,TNC,COL1A1,MMP9
SP1	Sp1 transcription factor	31	3.92e-12	1.86e-10	FGFBP1,MUC4,MMRN1,F10,WIF1,GDF5,COL7A1,HYAL1,TNC,SERPINB5,MUC5AC,CTSB,FBLN1,CXCL5,CTGF,PLAU,IL6,LTBP4,MMP9,MMP28,CXCL14,TGFA,MUC6,TGM4,MMP11,PLAT,IGF2,SPP1,COL1A1,LEP,IGFBP1
JUN	jun proto-oncogene	18	8.44e-12	2.67e-10	IL1B,DCN,MMP7,PLAT,MMP9,CTGF,MMP13,MMP3,IL1A,MMP12,IFNG,TNC,PLAU,NGF,MGP,IFNB1,IL6,MMP1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	2.28e-11	4.97e-10	IFNB1,CXCL10,MMP9,IL6,IL1B,CTSB,BMP2,HYAL1,PLAU,MMP12,TNC,SFTPA1,MMP1,MMP13,CXCL5,COL1A1,VWF,CCL13,IFNG,IL1A,MMP3,MUC5AC,MUC6,COL7A1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	2.62e-11	4.97e-10	HYAL1,MMP3,MMP1,IFNG,SFTPA1,IL1B,CTSB,TNC,COL7A1,PLAU,CXCL10,IL1A,MMP9,MMP13,BMP2,CXCL5,CCL13,VWF,MUC6,MUC5AC,IL6,COL1A1,IFNB1,A2M
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	2.63e-08	4.16e-07	MMP7,FGF2,LEP,MMP9,CTGF,A2M,IFNG,FGL1,MUC4,MMP3,MMP10,IL6,MMP1,IL11
STAT1	signal transducer and activator of transcription 1, 91kDa	10	4.59e-07	6.24e-06	FGF2,IFNB1,MMP9,MUC4,IFNG,IL6,CTSB,IL1B,MMP13,CXCL10
FOS	FBJ murine osteosarcoma viral oncogene homolog	8	1.86e-06	2.21e-05	MMP9,FGFBP1,MMP7,NGF,MMP3,MMP1,IL1A,PLAU
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	6.61e-06	6.46e-05	MMP1,VWF,MMP3,MMP9,IL5,TNC
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	6.8e-06	6.46e-05	MMP3,IL1B,IFNB1,MMP1,MMP9
NFIL3	nuclear factor, interleukin 3 regulated	4	9.28e-06	7.68e-05	VWF,EREG,IFNG,IL1B
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	7	9.7e-06	7.68e-05	SPP1,IL5,SFTPD,LEP,ELANE,IL6,IGF2
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	4.28e-05	0.000309	ADAMTS1,SPP1,WNT11,FGF2,VWF
SP3	Sp3 transcription factor	9	4.74e-05	0.000309	FBLN1,GDF5,TGM4,IGFBP1,CTSB,COL1A1,PLAT,MUC6,MUC4
EGR1	early growth response 1	8	4.88e-05	0.000309	IFNG,HYAL1,LTB,FGF2,WNT4,PLAU,IL6,IGF2
YY1	YY1 transcription factor	8	6.21e-05	0.000369	IL1B,VWF,MUC4,IFNG,IFNB1,IL5,CCL13,POSTN
IRF1	interferon regulatory factor 1	6	0.000104	0.00058	CXCL10,IFNB1,IFNG,SLPI,OGN,MMP9
JUND	jun D proto-oncogene	5	0.000136	0.000716	IL6,PLAT,FGFBP1,IL5,SFTPD
RUNX2	runt-related transcription factor 2	4	0.000154	0.000771	MMP13,IHH,ELANE,PLAU
HDAC5	histone deacetylase 5	3	0.000171	0.000814	IGF2,SLIT2,FGF2
POU2F1	POU class 2 homeobox 1	5	0.000233	0.00105	IL5,VWF,PLAU,LGALS4,SPP1
EGR2	early growth response 2	3	0.000254	0.00107	IGF2,LIF,IL6
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000258	0.00107	IL1B,MMP1,IL6,IL5,IL13,SFTPD
CREB1	cAMP responsive element binding protein 1	7	0.000383	0.00152	BDNF,PLAT,IFNG,MUC5AC,MUC4,IL6,PLAU
SMAD3	SMAD family member 3	4	0.00109	0.00414	COL7A1,LTBP4,TNC,MMP9
ATF2	activating transcription factor 2	4	0.00123	0.00449	IFNG,PLAT,IFNB1,PLAU
ING4	inhibitor of growth family, member 4	3	0.00129	0.00453	NGF,ANGPT1,SPP1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	6	0.00147	0.00497	LOX,FGF2,PLAU,EGLN3,LEP,CTGF
GATA3	GATA binding protein 3	4	0.00235	0.00771	IL5,LOX,IFNG,MMP1
FOXQ1	forkhead box Q1	2	0.00316	0.0097	WNT3A,RSPO2
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00316	0.0097	IL5,MMP13
AHR	aryl hydrocarbon receptor	3	0.00404	0.0114	IL6,IL13,IL1B
ETV4	ets variant 4	3	0.00404	0.0114	MUC4,MMP7,MMP1
HDAC1	histone deacetylase 1	5	0.00407	0.0114	MMP9,SPP1,SERPINB5,SFRP1,MMP28
NCOA3	nuclear receptor coactivator 3	2	0.00439	0.0116	MMP10,MMP7
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.00439	0.0116	MUC4,IFNG
FLI1	Friend leukemia virus integration 1	3	0.00519	0.0133	PF4,MMP1,CTGF
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00579	0.0141	MMP9,MMP1
ZFP36	ZFP36 ring finger protein	2	0.00579	0.0141	SERPINB2,IL6
RARA	retinoic acid receptor, alpha	3	0.00653	0.0155	FGFBP1,PLAU,MUC5AC
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00737	0.0156	SFRP1,SFRP5
FOSL1	FOS-like antigen 1	2	0.00737	0.0156	SFTPD,MMP1
