Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	28	8.21e-14	4.55e-12	CCL19,CXCL10,FGF7,MMP9,IL12A,COL1A2,IL10,BMP2,HYAL1,PLAU,CXCL2,MMP12,TNC,TIMP1,CSF2,SDC1,SFTPA1,MUC5B,MMP1,MMP13,CXCL5,COL1A1,VWF,COL2A1,SERPINA3,MUC5AC,HBEGF,AMH
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	28	9.69e-14	4.55e-12	HYAL1,SDC1,AMH,MMP1,SERPINA3,SFTPA1,TNC,TIMP1,COL2A1,COL1A2,PLAU,CXCL10,FGF7,MMP9,MMP13,BMP2,CXCL5,CSF2,MUC5B,VWF,IL10,MUC5AC,HBEGF,IL12A,COL1A1,CCL19,A2M,CXCL2
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	14	2.94e-11	9.22e-10	CSF2,MMP10,MUC4,PF4,MMP1,PLAU,IL5,CTGF,MMP13,VWF,IGFBP1,TNC,COL1A1,MMP9
SP1	Sp1 transcription factor	29	7.67e-10	1.8e-08	MUC4,MMRN1,F10,WIF1,GDF5,HYAL1,TNC,MUC5AC,EGF,CXCL5,CTGF,PLAU,COL2A1,COMP,LOXL4,TIMP1,HBEGF,LTBP4,MMP9,MMP28,IL10,CXCL14,TGFA,TIMP3,TGM4,MMP11,SPP1,COL1A1,IGFBP1
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	14	7.62e-08	1.43e-06	MMP7,TIMP1,FGF2,MUC5B,MMP9,CTGF,A2M,IL10,FGL1,MUC4,MMP10,MMP1,OSM,MUC1
JUN	jun proto-oncogene	12	5.6e-06	8.77e-05	MMP7,IL12A,MMP9,CTGF,MMP13,CSF2,MMP12,TNC,PLAU,ELN,FGF7,MMP1
SMAD3	SMAD family member 3	6	8.87e-06	0.000113	LTBP4,FSTL3,TNC,ANGPTL4,MMP9,FST
RUNX2	runt-related transcription factor 2	5	1.03e-05	0.000113	MMP13,VEGFC,IHH,ELANE,PLAU
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	6	1.08e-05	0.000113	MMP1,VWF,CSF2,MMP9,IL5,TNC
FLI1	Friend leukemia virus integration 1	5	3.52e-05	0.000331	PF4,MMP1,COL1A2,IL10,CTGF
STAT1	signal transducer and activator of transcription 1, 91kDa	8	6.36e-05	0.000504	FGF2,MMP9,MUC4,MUC1,TIMP1,MMP13,IL10,CXCL10
