Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	40	3.26e-21	2.05e-19	SERPINB1,CCL4,MMP9,IL6,CXCL8,IL1RN,IL12A,IL1B,CXCL12,COL1A2,IL10,IL23A,CSF1,BMP2,CCL20,CCL22,TNFSF10,CCL2,CXCL2,MMP12,CCL3,TNFSF14,SFTPA1,MUC5B,IL17C,TNF,MMP13,CCL5,CXCL5,COL1A1,VWF,AGT,CCL13,IL1A,MUC5AC,IL18,HBEGF,EBI3,COL7A1,CXCL1
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	40	4.18e-21	2.05e-19	EBI3,IL17C,SFTPA1,IL1B,CCL5,CXCL12,COL1A2,CXCL8,CSF1,COL7A1,CCL3,IL1A,AGT,MMP9,MMP13,BMP2,CCL20,CXCL5,MUC5B,TNFSF14,CCL13,VWF,IL1RN,IL10,MUC5AC,IL6,HBEGF,TNF,CCL4,IL12A,CCL22,CXCL1,IL18,COL1A1,A2M,CXCL2,CCL2,TNFSF10,SERPINB1,IL23A
JUN	jun proto-oncogene	21	3.51e-12	1.15e-10	IL1B,DCN,CCL5,IL12A,IL23A,MMP9,CCL2,CXCL8,CSF1,MMP13,IL1A,MMP12,IBSP,PTN,LGALS3,CSTA,NGF,MGP,ELN,TNF,IL6
SP1	Sp1 transcription factor	32	3.31e-09	8.1e-08	TNFSF14,FGFBP1,MMRN1,FGL2,AGT,WIF1,COL7A1,CCL2,SERPINB5,TNF,MUC5AC,TNFSF10,FBLN1,CXCL5,AREG,COMP,IL6,HBEGF,HGF,CXCL1,MMP9,MMP28,IL10,TGM4,MMP11,CCL5,SPP1,COL1A1,LEP,PTN,F7,ACAN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	17	5.39e-09	1.06e-07	HGF,FGF2,IL1RN,LEP,MUC5B,PGF,MMP9,FGG,SHH,A2M,IL10,FGL1,IL6,IL11,CCL2,MUC1,CXCL8
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	10	7.03e-08	1.15e-06	SPP1,IL10,S100A9,SFTPD,PRL,CSF1,LEP,ELANE,IL6,CCL2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	10	4.84e-07	6.78e-06	IL1B,CCL2,ELANE,CSF1,CCL5,PRG2,TNF,CLEC4G,CTSS,IL18
NFIL3	nuclear factor, interleukin 3 regulated	5	8.18e-07	1e-05	VWF,EREG,IL1B,TNFSF10,AREG
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	6	1.55e-06	1.68e-05	TNFSF10,IL1B,EBI3,CXCL8,MMP9,CCL5
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	9	3.41e-06	3.35e-05	IL10,CXCL8,IL1B,IL6,TNF,S100A9,IL13,PRL,SFTPD
HDAC2	histone deacetylase 2	6	1.47e-05	0.000131	TNFSF10,MUC5AC,CXCL8,CCL2,COL1A2,BMP7
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	5	1.78e-05	0.000146	IL23A,TNF,CCL20,PRL,CXCL1
RUNX2	runt-related transcription factor 2	5	3.24e-05	0.000244	LGALS3,IBSP,MMP13,IHH,ELANE
SIRT1	sirtuin 1	7	5.14e-05	0.00036	ACAN,IL1B,COL10A1,COL1A2,TNF,MMP9,ADAMTS5
STAT1	signal transducer and activator of transcription 1, 91kDa	9	5.52e-05	0.000361	FGF2,MMP9,IL6,CCL2,MUC1,IL1B,MMP13,CCL3,IL10
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	5	6.97e-05	0.000427	IL6,CCL2,IL1B,CCL5,IL10
IRF1	interferon regulatory factor 1	7	7.67e-05	0.000442	CCL5,TNFSF10,IL10,SLPI,OGN,MMP9,IL12A
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	0.000196	0.00102	ADAMTS1,SPP1,FGF2,VWF,CXCL8
ING4	inhibitor of growth family, member 4	4	0.000199	0.00102	CXCL8,NGF,ANGPT1,SPP1
JUND	jun D proto-oncogene	5	0.000602	0.00295	IL6,FGFBP1,CSTA,SFTPD,CCL5
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	5	0.000691	0.00322	CXCL8,S100P,F7,IL6,CCL2
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000789	0.00351	CXCL8,COL1A2,EGLN3,COL1A1,IL13
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	5	0.000897	0.00377	ELANE,IL7,COL1A1,COL1A2,CLEC4G
HOXB7	homeobox B7	3	0.000923	0.00377	PDGFA,THBS2,FGF2
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.00107	0.00421	MMP9,FGFBP1,CSTA,NGF,CXCL8,IL1A
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	0.00118	0.00443	FGFBP1,PRL,MMP13,VWF,TNFSF14,COL1A1,MMP9
IRF8	interferon regulatory factor 8	3	0.00125	0.00453	IL12A,IL10,IL1B
FOXO1	forkhead box O1	4	0.00134	0.00468	PRL,TNFSF10,IL6,PDGFA
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	7	0.00157	0.00526	CXCL12,FGF2,HBEGF,MUC3A,MUC1,EGLN3,LEP
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	5	0.00161	0.00526	IL6,IL10,CXCL8,PRL,CST5
RARA	retinoic acid receptor, alpha	4	0.00182	0.00575	FGFBP1,ANXA8,MUC5AC,SFTPB
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	4	0.0021	0.00644	HGF,CCL2,VWF,COL1A1
SNAI2	snail homolog 2 (Drosophila)	3	0.00263	0.00782	MMP17,MMP9,CXCL12
HDAC1	histone deacetylase 1	6	0.00333	0.00961	MMP9,SPP1,SERPINB5,CXCL8,MMP28,COL1A2
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00403	0.0107	MMP9,CXCL8
HDAC11	histone deacetylase 11	2	0.00403	0.0107	IL10,TNF
ZNF300	zinc finger protein 300	2	0.00403	0.0107	CXCL8,IL6
HDAC9	histone deacetylase 9	3	0.00555	0.0136	IL18,MMP13,PRL
EP300	E1A binding protein p300	5	0.00573	0.0136	LAMA3,MMP9,CXCL8,IL6,COL1A2
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00596	0.0136	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00596	0.0136	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00596	0.0136	CXCL8,MMP9
NKX2-1	NK2 homeobox 1	2	0.00596	0.0136	SFTPA1,SFTPB
E2F1	E2F transcription factor 1	8	0.00644	0.0141	IL1B,TNF,CTSV,SERPINB5,TNFSF11,IL23A,NELL2,CCL3
XBP1	X-box binding protein 1	3	0.0065	0.0141	CCL2,IL6,CXCL8
RUNX1	runt-related transcription factor 1	4	0.00889	0.0189	CCL3,CSF1,LGALS3,ELANE
EGR1	early growth response 1	6	0.00945	0.0197	TNFSF10,TNF,FGF2,WNT4,CXCL8,IL6
AHR	aryl hydrocarbon receptor	3	0.00987	0.0201	IL6,IL13,IL1B
CREB1	cAMP responsive element binding protein 1	6	0.0105	0.0204	MUC5AC,IBSP,IL6,PRL,IL10,CCL5
FOXF2	forkhead box F2	2	0.0108	0.0204	CXCL12,PDGFA
HDAC5	histone deacetylase 5	2	0.0108	0.0204	SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	2	0.0108	0.0204	IL6,CXCL8
TFCP2	transcription factor CP2	2	0.0137	0.0254	SPP1,A2M
TCF4	transcription factor 4	3	0.0141	0.0256	WNT4,FST,VCAN
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	5	0.0152	0.0271	HGF,MMP9,ECM1,COL1A1,IGFBP5
SPDEF	SAM pointed domain containing ets transcription factor	2	0.0169	0.0291	SERPINB5,MMP9
TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	2	0.0169	0.0291	CSTA,ECM1
RUNX3	runt-related transcription factor 3	3	0.0231	0.039	WNT4,MMP9,CLEC4G
TBX21	T-box 21	2	0.0242	0.0402	IL10,IL13
CIITA	class II, major histocompatibility complex, transactivator	3	0.0252	0.0404	COL1A1,MMP9,COL1A2
SMAD3	SMAD family member 3	3	0.0252	0.0404	COL7A1,MMP9,FST
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.0274	0.0432	CXCL8,VWF,MMP9
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0282	0.0432	MMP9,FGFBP1
ZEB1	zinc finger E-box binding homeobox 1	2	0.0282	0.0432	MUC1,COL4A3
WT1	Wilms tumor 1	4	0.0293	0.0442	HBEGF,CX3CL1,PDGFA,EREG
IRF3	interferon regulatory factor 3	2	0.0369	0.0532	CCL2,CCL5
JUNB	jun B proto-oncogene	2	0.0369	0.0532	IL1B,SFTPD
TBP	TATA box binding protein	2	0.0369	0.0532	IL6,PPBP
GATA3	GATA binding protein 3	3	0.0426	0.0596	MUC1,IL10,CXCL1
POU2F1	POU class 2 homeobox 1	3	0.0426	0.0596	VWF,SDC4,SPP1
FOXM1	forkhead box M1	2	0.0466	0.0634	FGB,SFTPB
HMGA1	high mobility group AT-hook 1	2	0.0466	0.0634	CXCL1,IL1B
KLF4	Kruppel-like factor 4 (gut)	3	0.0484	0.0649	IL6,IL1B,LAMA3
DDIT3	DNA-damage-inducible transcript 3	2	0.0517	0.0676	IL6,CXCL8
GLI2	GLI family zinc finger 2	2	0.0517	0.0676	FST,MUC5AC
GLI1	GLI family zinc finger 1	2	0.057	0.0735	MUC5AC,S100A9
SP3	Sp3 transcription factor	5	0.0831	0.104	FBLN1,HBEGF,HGF,TGM4,COL1A1
FLI1	Friend leukemia virus integration 1	2	0.0861	0.104	COL1A2,IL10
HDAC3	histone deacetylase 3	2	0.0861	0.104	TNF,LGALS9
HDAC4	histone deacetylase 4	2	0.0861	0.104	MMP13,IL10
POU5F1	POU class 5 homeobox 1	2	0.0861	0.104	SPP1,SEMA6A
PARP1	poly (ADP-ribose) polymerase 1	2	0.0924	0.11	CXCL1,IL10
NR1I2	nuclear receptor subfamily 1, group I, member 2	2	0.0988	0.117	CCL2,IL10
BRCA1	breast cancer 1, early onset	3	0.112	0.13	FST,AREG,CXCL1
YY1	YY1 transcription factor	4	0.117	0.135	IL1B,COL1A2,VWF,CCL13
LEF1	lymphoid enhancer-binding factor 1	2	0.119	0.135	PRL,ELANE
YBX1	Y box binding protein 1	2	0.126	0.141	MMP13,AGT
DNMT1	DNA (cytosine-5-)-methyltransferase 1	2	0.132	0.144	SFRP5,BMP2
HSF1	heat shock transcription factor 1	2	0.132	0.144	IL1B,TNF
RB1	retinoblastoma 1	2	0.132	0.144	SFTPD,TGFBI
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2	0.183	0.197	SPP1,S100P
PPARA	peroxisome proliferator-activated receptor alpha	2	0.19	0.203	IL6,MMP9
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.198	0.208	ADAMTS1,PRL
