Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	25	3.02e-11	2.6e-09	HYAL1,MMP3,SDC1,MUC17,MMP1,IL17C,IFNG,SFTPA1,TNC,IFNA1,COL1A2,PLAU,AGT,MMP9,MMP13,BMP2,MUC5B,GDNF,MUC6,MUC5AC,IL6,IL12A,CXCL1,COL1A1,A2M
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	1.55e-10	6.65e-09	MMP9,IL6,IL12A,COL1A2,BMP2,HYAL1,PLAU,MMP12,TNC,SDC1,SFTPA1,MUC5B,MUC17,IL17C,MMP1,MMP13,COL1A1,AGT,IFNG,MMP3,MUC5AC,IFNA1,MUC6,CXCL1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	13	4.32e-10	1.24e-08	FGFBP1,MMP10,MUC4,PF4,MMP1,PLAU,IL5,MMP13,MMP3,TNC,BMP4,COL1A1,MMP9
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	16	1.37e-09	2.95e-08	MMP7,FGF2,MUC5B,PGF,MMP9,SHH,A2M,IFNG,FGL1,MUC4,MMP3,MMP10,IL6,MMP1,OSM,IL11
SP1	Sp1 transcription factor	25	2.42e-07	4.16e-06	FGFBP1,MUC4,MMRN1,F10,AGT,GDF5,HYAL1,TNC,SERPINB5,MUC5AC,AREG,PLAU,COMP,IL6,LTBP4,CXCL1,MMP9,MMP28,CXCL14,MUC6,TGM4,MMP11,SPP1,IGFBP3,COL1A1
JUN	jun proto-oncogene	13	9.91e-07	1.42e-05	MMP7,IL12A,MMP9,MMP13,MMP3,MMP12,IBSP,IFNG,TNC,PLAU,MGP,IL6,MMP1
EP300	E1A binding protein p300	7	3.29e-05	0.000404	IFNG,IL5,IGFBP3,LAMA3,MMP9,IL6,COL1A2
RARA	retinoic acid receptor, alpha	5	5.47e-05	0.000589	FGFBP1,ANXA8,PLAU,MUC5AC,SFTPB
HDAC1	histone deacetylase 1	7	0.000153	0.00133	MMP9,IGFBP3,SPP1,SERPINB5,SFRP1,MMP28,COL1A2
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	0.000155	0.00133	MMP1,MMP3,MMP9,IL5,TNC
RUNX2	runt-related transcription factor 2	4	0.000219	0.00172	IBSP,MMP13,IHH,PLAU
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	5	0.000275	0.00197	COL1A2,CCL17,CCL26,COL1A1,IL13
FOS	FBJ murine osteosarcoma viral oncogene homolog	6	0.000318	0.00205	MMP9,FGFBP1,MMP7,MMP3,MMP1,PLAU
