Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	28	1.04e-14	5.22e-13	IFNB1,CCL19,CXCL10,MMP9,IL1RN,IL12A,IL12B,IL17A,IL10,BMP2,HYAL1,CCL20,CCL22,PLAU,MMP12,TNC,CSF2,SFTPA1,MUC5B,MMP1,TNF,MMP13,COL1A1,VWF,AGT,CCL13,IL1A,MMP3
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	28	1.23e-14	5.22e-13	HYAL1,MMP3,MMP1,SFTPA1,TNC,IL17A,PLAU,CXCL10,IL1A,AGT,MMP9,MMP13,BMP2,CCL20,CSF2,MUC5B,CCL13,VWF,IL12B,IL1RN,IL10,TNF,IL12A,CCL22,COL1A1,CCL19,IFNB1,A2M
JUN	jun proto-oncogene	20	7.96e-14	2.26e-12	MMP7,IL12A,MMP9,CTGF,MMP13,CSF2,IL12B,MMP3,IL1A,MMP12,IBSP,PTN,TNC,PLAU,NGF,MGP,ELN,IFNB1,TNF,MMP1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	13	1.45e-10	3.09e-09	CSF2,FGFBP1,MMP1,PLAU,ANGPT2,CTGF,MMP13,MMP3,VWF,IGFBP1,TNC,COL1A1,MMP9
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	8	1.68e-08	2.86e-07	MMP1,VWF,IL12B,ANGPT2,CSF2,MMP3,MMP9,TNC
SP1	Sp1 transcription factor	25	4.38e-08	6.2e-07	FGFBP1,MMRN1,F10,AGT,WIF1,HYAL1,TNC,SERPINB5,TNF,EGF,CTGF,PLAU,COMP,LTBP4,MMP9,IL10,CXCL14,TIMP3,MMP11,IGF2,SPP1,IGFBP3,COL1A1,IGFBP1,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	13	2.08e-07	2.53e-06	MMP7,FGF2,IL1RN,MUC5B,MMP9,CTGF,FGG,A2M,IL10,FGL1,MMP3,MMP1,OSM
FOS	FBJ murine osteosarcoma viral oncogene homolog	8	1.91e-06	2.03e-05	MMP9,FGFBP1,MMP7,NGF,MMP3,MMP1,IL1A,PLAU
IRF1	interferon regulatory factor 1	7	9.93e-06	9.38e-05	CXCL10,IFNB1,IL12B,IL10,SLPI,MMP9,IL12A
HDAC11	histone deacetylase 11	3	3.2e-05	0.000272	IL17A,IL10,TNF
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	5	4.36e-05	0.000337	ADAMTS1,SPP1,WNT11,FGF2,VWF
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000156	0.00102	MMP3,IFNB1,MMP1,MMP9
RUNX2	runt-related transcription factor 2	4	0.000156	0.00102	IBSP,MMP13,IHH,PLAU
HDAC5	histone deacetylase 5	3	0.000173	0.00105	IGF2,SLIT2,FGF2
TFCP2	transcription factor CP2	3	0.000257	0.0014	SPP1,A2M,FGA
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	6	0.000263	0.0014	GDF15,IL10,MMP1,TNF,IL13,SFTPD
EGR1	early growth response 1	7	0.000341	0.00171	GDF15,TNF,HYAL1,LTB,FGF2,PLAU,IGF2
FLI1	Friend leukemia virus integration 1	4	0.000404	0.00191	MMP1,IGFBP3,IL10,CTGF
RARA	retinoic acid receptor, alpha	4	0.000555	0.00248	FGFBP1,ANXA8,PLAU,SFTPB
ING4	inhibitor of growth family, member 4	3	0.0013	0.00553	NGF,ANGPT1,SPP1
STAT1	signal transducer and activator of transcription 1, 91kDa	6	0.00159	0.00643	FGF2,IFNB1,MMP9,MMP13,IL10,CXCL10
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00195	0.00752	CCL17,EGLN3,COL1A1,IL13
POU2F1	POU class 2 homeobox 1	4	0.00238	0.00881	VWF,PLAU,LGALS4,SPP1
FOXQ1	forkhead box Q1	2	0.00319	0.0108	WNT3A,RSPO2
NKX2-1	NK2 homeobox 1	2	0.00319	0.0108	SFTPA1,SFTPB
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	4	0.00345	0.0113	IL12B,IL10,IGFBP3,CST5
ETV4	ets variant 4	3	0.00408	0.0128	MMP7,MMP1,TNF
ASCL1	achaete-scute complex homolog 1 (Drosophila)	2	0.00442	0.0134	IGF2,PCSK6
POU5F1	POU class 5 homeobox 1	3	0.00525	0.0154	SPP1,LEFTY1,SEMA6A
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00583	0.0165	MMP9,MMP1
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00694	0.0175	SPP1,IL10,SFTPD,IGF2
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2	0.00742	0.0175	IGFBP3,SFRP5
EGR2	early growth response 2	2	0.00742	0.0175	IGF2,LIF
ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	2	0.00742	0.0175	MMP9,TIMP3
FOSL1	FOS-like antigen 1	2	0.00742	0.0175	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.00742	0.0175	PLAU,VWF
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	5	0.00797	0.0183	FGF2,PLAU,MUC3A,EGLN3,CTGF
LEF1	lymphoid enhancer-binding factor 1	3	0.00897	0.0191	MMP7,CCL7,EDA
HOXB7	homeobox B7	2	0.00919	0.0191	THBS2,FGF2
LMO2	LIM domain only 2 (rhombotin-like 1)	2	0.00919	0.0191	FGF2,ANGPT2
SPDEF	SAM pointed domain containing ets transcription factor	2	0.00919	0.0191	SERPINB5,MMP9
EP300	E1A binding protein p300	4	0.00963	0.0195	IL12B,IGFBP3,LAMA3,MMP9
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0108	0.0208	TIMP3,SFRP5,BMP2
SMAD3	SMAD family member 3	3	0.0108	0.0208	LTBP4,TNC,MMP9
IRF8	interferon regulatory factor 8	2	0.0111	0.021	IL12A,IL10
ATF2	activating transcription factor 2	3	0.0118	0.0218	IFNB1,PLAU,TNF
IRF7	interferon regulatory factor 7	2	0.0132	0.0234	IFNB1,CXCL10
TBX21	T-box 21	2	0.0132	0.0234	IL10,IL13
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0155	0.0268	MMP9,FGFBP1
SNAI2	snail homolog 2 (Drosophila)	2	0.0179	0.0304	MMP17,MMP9
IRF3	interferon regulatory factor 3	2	0.0204	0.034	CXCL10,IFNB1
HDAC1	histone deacetylase 1	4	0.0215	0.0351	MMP9,IGFBP3,SPP1,SERPINB5
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	2	0.0259	0.0416	TNF,CCL20
HDAC9	histone deacetylase 9	2	0.0289	0.0455	MMP13,IGFBP1
SIRT1	sirtuin 1	3	0.0345	0.0534	COL10A1,TNF,MMP9
TP53	tumor protein p53	6	0.0363	0.0551	S100B,GDF15,MMP1,VCAN,FGF2,IGFBP3
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.042	0.0615	IL12B,IL10
SOX2	SRY (sex determining region Y)-box 2	2	0.042	0.0615	SEMA6A,MMP3
FOXO1	forkhead box O1	2	0.0492	0.0697	ANGPT2,IGFBP1
HDAC4	histone deacetylase 4	2	0.0492	0.0697	MMP13,IL10
E2F1	E2F transcription factor 1	5	0.0502	0.07	TNF,CTSV,SERPINB5,TNFSF11,PCSK6
PGR	progesterone receptor	2	0.053	0.0714	IL10,IGFBP1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.053	0.0714	MMP9,PLAU
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0608	0.0807	VWF,COL1A1
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.0732	0.0943	IGF2,CSF2
YBX1	Y box binding protein 1	2	0.0732	0.0943	MMP13,AGT
PPARG	peroxisome proliferator-activated receptor gamma	3	0.0754	0.0955	GDF15,MMP9,MMP1
CIITA	class II, major histocompatibility complex, transactivator	2	0.0775	0.0955	COL1A1,MMP9
RB1	retinoblastoma 1	2	0.0775	0.0955	SFTPD,TGFBI
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	0.0894	0.109	MMP9,ECM1,COL1A1
JUND	jun D proto-oncogene	2	0.0908	0.109	FGFBP1,SFTPD
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0954	0.111	PLAU,IGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0954	0.111	GDF15,MMP1
GATA3	GATA binding protein 3	2	0.11	0.126	IL10,MMP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.114	0.13	MMP9,IGFBP1
EZH2	enhancer of zeste homolog 2 (Drosophila)	2	0.119	0.132	ADAMTS1,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	2	0.119	0.132	LAMA3,GDF15
HNF4A	hepatocyte nuclear factor 4, alpha	2	0.144	0.157	C1QTNF5,MMP7
CREB1	cAMP responsive element binding protein 1	3	0.151	0.162	IBSP,PLAU,IL10
YY1	YY1 transcription factor	3	0.154	0.164	VWF,IFNB1,CCL13
WT1	Wilms tumor 1	2	0.208	0.219	CTGF,IGF2
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.236	0.243	IL12B,TNF
SP3	Sp3 transcription factor	3	0.237	0.243	IGFBP3,IGFBP1,COL1A1
ESR1	estrogen receptor 1	2	0.313	0.317	F12,MMP13
AR	androgen receptor	2	0.404	0.404	SERPINB5,IGFBP3
