Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	24	5.56e-12	2.5e-10	IFNB1,CXCL10,MMP9,FASLG,IL1B,COL1A2,IL4,MMP14,HYAL1,PLAU,MMP12,TNC,TIMP1,SFTPA1,MUC5B,MMP1,MMP13,CXCL5,COL1A1,VWF,AGT,COL2A1,MMP3,MUC6
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	24	6.41e-12	2.5e-10	HYAL1,MMP3,MMP1,SFTPA1,IL1B,TNC,TIMP1,COL2A1,COL1A2,PLAU,CXCL10,AGT,MMP9,MMP13,CXCL5,MUC5B,VWF,GDNF,MUC6,MMP14,COL1A1,FASLG,IL4,IFNB1
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	11	1.17e-08	3.03e-07	MMP10,PF4,MMP1,PLAU,MMP13,MMP3,VWF,IGFBP1,TNC,COL1A1,MMP9
JUN	jun proto-oncogene	13	1.63e-07	3.19e-06	IL1B,MMP9,MMP13,MMP3,MMP12,IBSP,PTN,FASLG,TNC,PLAU,ELN,IFNB1,MMP1
SP1	Sp1 transcription factor	22	7.68e-07	1.2e-05	AGT,WIF1,HYAL1,TNC,SERPINB5,FASLG,CXCL5,PLAU,COL2A1,COMP,TIMP1,LTBP4,MMP9,MMP28,CXCL14,MUC6,MMP11,MMP14,SPP1,COL1A1,IGFBP1,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	11	4.77e-06	5.48e-05	TIMP1,MUC5B,MMP9,FGG,SHH,FGL1,MMP3,MMP10,MMP1,MMP14,IL11
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	5	4.92e-06	5.48e-05	MMP3,IL1B,IFNB1,MMP1,MMP9
CIITA	class II, major histocompatibility complex, transactivator	5	6.27e-05	0.000612	FASLG,COL1A1,MMP9,IL4,COL1A2
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	5	7.35e-05	0.000637	MMP1,VWF,MMP3,MMP9,TNC
RUNX2	runt-related transcription factor 2	4	0.000119	0.000931	IBSP,MMP13,IHH,PLAU
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	3	0.000141	0.000998	MMP9,MMP14,MMP1
