Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	30	1.7e-14	1.54e-12	HYAL1,MMP3,MMP1,SERPINA3,IFNG,SFTPA1,CTSB,TNC,TIMP1,COL1A2,CXCL8,PLAU,CXCL10,MMP9,MMP13,CCL20,CCL11,CSF2,VWF,GDNF,MUC6,IL12B,IL1RN,MUC5AC,IL6,CCL22,CXCL1,COL1A1,CCL19,A2M
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	17	2.73e-14	1.54e-12	CSF2,CTSB,FGFBP1,MMP10,MUC4,PF4,MMP1,PLAU,IL5,MMP13,MMP3,VWF,IGFBP1,TNC,BMP4,COL1A1,MMP9
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	29	9.6e-14	3.61e-12	CCL19,CXCL10,MMP9,IL6,CXCL8,IL1RN,COL1A2,IL12B,CTSB,HYAL1,CCL20,CCL22,PLAU,MMP12,TNC,TIMP1,CSF2,SFTPA1,CCL11,MMP1,MMP13,COL1A1,VWF,IFNG,SERPINA3,MMP3,MUC5AC,MUC6,CXCL1
SP1	Sp1 transcription factor	31	2.85e-10	8.06e-09	FGFBP1,MUC4,MMRN1,F10,WIF1,HYAL1,TNC,MUC5AC,CTSB,FBLN1,EGF,PLAU,COMP,IL6,LOXL4,TIMP1,LTBP4,HGF,CXCL1,MMP9,TGFA,MUC6,TGM4,MMP11,PLAT,IGF2,SPP1,IGFBP3,COL1A1,IGFBP1,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	17	5.07e-10	1.15e-08	MMP7,TIMP1,HGF,FGF2,IL1RN,MMP9,CCL11,SHH,A2M,IFNG,FGL1,MUC4,MMP3,MMP10,IL6,MMP1,CXCL8
JUN	jun proto-oncogene	17	1.08e-09	2.03e-08	MMP7,PLAT,MMP9,CXCL8,MMP13,CSF2,IL12B,MMP3,MMP12,PTN,IFNG,TNC,PLAU,MGP,ELN,IL6,MMP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	9	2.76e-09	4.45e-08	MMP1,CXCL8,VWF,IL12B,CSF2,MMP3,MMP9,IL5,TNC
EP300	E1A binding protein p300	9	5.15e-07	7.27e-06	IFNG,IL5,IL12B,IGFBP3,LAMA3,MMP9,CXCL8,IL6,COL1A2
EGR1	early growth response 1	10	3.21e-06	4.04e-05	IFNG,GDF15,HYAL1,FGF2,WNT4,PLAU,CXCL8,IL6,GDNF,IGF2
SP3	Sp3 transcription factor	11	4.81e-06	5.43e-05	FBLN1,IGFBP3,HGF,TIMP1,TGM4,IGFBP1,CTSB,COL1A1,PLAT,MUC6,MUC4
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	6	6.03e-06	6.19e-05	ADAMTS1,SPP1,WNT11,FGF2,VWF,CXCL8
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	8	9.49e-06	8.94e-05	GDF15,CXCL8,MMP1,IL6,IL5,S100A9,TNFAIP6,SFTPD
STAT1	signal transducer and activator of transcription 1, 91kDa	9	1.63e-05	0.000141	FGF2,MMP9,MUC4,IFNG,IL6,CTSB,TIMP1,MMP13,CXCL10
JUND	jun D proto-oncogene	6	2.47e-05	0.000199	IL6,PLAT,FGFBP1,IL5,TIMP1,SFTPD
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	7	2.85e-05	0.000207	SPP1,S100A9,IL5,SFTPD,ELANE,IL6,IGF2
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	6	2.94e-05	0.000207	CXCL8,S100P,IL6,PLAU,FGF19,IGFBP1
FOS	FBJ murine osteosarcoma viral oncogene homolog	7	5.96e-05	0.000396	MMP9,FGFBP1,MMP7,MMP3,MMP1,CXCL8,PLAU
SMAD3	SMAD family member 3	5	0.000188	0.00118	LTBP4,TNC,ANGPTL4,MMP9,FST
HDAC1	histone deacetylase 1	7	0.000243	0.00138	MMP9,IGFBP3,SPP1,RELN,CXCL8,SFRP1,COL1A2
HDAC5	histone deacetylase 5	3	0.000281	0.00138	IGF2,SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	3	0.000281	0.00138	SERPINB2,IL6,CXCL8
GLI1	GLI family zinc finger 1	4	0.000292	0.00138	MUC5AC,S100A7,SFRP1,S100A9
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	4	0.000292	0.00138	MMP3,MMP1,CXCL8,MMP9
RUNX2	runt-related transcription factor 2	4	0.000292	0.00138	MMP13,IHH,ELANE,PLAU
DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	3	0.000415	0.00181	IGFBP3,SFRP1,SFRP5
EGR2	early growth response 2	3	0.000415	0.00181	IGF2,LIF,IL6
POU2F1	POU class 2 homeobox 1	5	0.000502	0.0021	IL5,VWF,PLAU,LGALS4,SPP1
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000586	0.00236	VWF,EREG,IFNG
FLI1	Friend leukemia virus integration 1	4	0.000748	0.00282	PF4,MMP1,COL1A2,IGFBP3
POU5F1	POU class 5 homeobox 1	4	0.000748	0.00282	SPP1,SEMA6A,BMP4,TDGF1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	5	0.000804	0.00293	IL6,IL12B,IGFBP3,CXCL8,CST5
RARA	retinoic acid receptor, alpha	4	0.00102	0.00352	FGFBP1,PLAU,MUC5AC,SFTPB
CREB1	cAMP responsive element binding protein 1	7	0.00103	0.00352	BDNF,PLAT,IFNG,MUC5AC,MUC4,IL6,PLAU
IRF1	interferon regulatory factor 1	5	0.00195	0.00649	CXCL10,IL12B,IFNG,OGN,MMP9
ING4	inhibitor of growth family, member 4	3	0.00208	0.00672	CXCL8,ANGPT1,SPP1
ELF4	E74-like factor 4 (ets domain transcription factor)	2	0.00296	0.00878	MMP9,CXCL8
NR4A2	nuclear receptor subfamily 4, group A, member 2	2	0.00296	0.00878	MMP1,CXCL8
ZNF300	zinc finger protein 300	2	0.00296	0.00878	CXCL8,IL6
CEBPD	CCAAT/enhancer binding protein (C/EBP), delta	3	0.00303	0.00878	TNFAIP6,CCL20,CXCL1
TWIST1	twist basic helix-loop-helix transcription factor 1	4	0.00317	0.00895	TIMP1,GDF15,SRPX,MMP1
STAT6	signal transducer and activator of transcription 6, interleukin-4 induced	4	0.00352	0.00969	CCL11,CXCL8,COL1A2,COL1A1
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	4	0.00389	0.0103	ELANE,COL1A1,COL1A2,CTSG
GATA3	GATA binding protein 3	4	0.00429	0.0103	IL5,IFNG,MMP1,CXCL1
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	2	0.00439	0.0103	COL1A2,COL11A1
FOXQ1	forkhead box Q1	2	0.00439	0.0103	WNT3A,RSPO2
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	2	0.00439	0.0103	CXCL8,MMP9
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	2	0.00439	0.0103	IL5,MMP13
NKX2-1	NK2 homeobox 1	2	0.00439	0.0103	SFTPA1,SFTPB
PPARA	peroxisome proliferator-activated receptor alpha	4	0.00471	0.0109	IL6,ANGPTL4,MMP9,IGFBP1
RUNX1	runt-related transcription factor 1	4	0.00516	0.0117	TIMP1,ELANE,PF4,CSF2
YY1	YY1 transcription factor	6	0.00532	0.0118	COL1A2,VWF,MUC4,IFNG,IL5,POSTN
NCOA3	nuclear receptor coactivator 3	2	0.00608	0.013	MMP10,MMP7
TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	2	0.00608	0.013	MUC4,IFNG
ETV4	ets variant 4	3	0.00643	0.0132	MUC4,MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	3	0.00643	0.0132	BMP4,SEMA6A,MMP3
MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	2	0.00801	0.0162	MMP9,MMP1
TCF4	transcription factor 4	3	0.00924	0.018	WNT4,FST,VCAN
TWIST2	twist basic helix-loop-helix transcription factor 2	3	0.00924	0.018	POSTN,GDF15,SRPX
FOSL1	FOS-like antigen 1	2	0.0102	0.0189	SFTPD,MMP1
GATA6	GATA binding protein 6	2	0.0102	0.0189	PLAU,VWF
TFCP2	transcription factor CP2	2	0.0102	0.0189	SPP1,A2M
HDAC2	histone deacetylase 2	3	0.0115	0.0205	MUC5AC,CXCL8,COL1A2
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	3	0.0115	0.0205	HGF,VWF,COL1A1
HOXB7	homeobox B7	2	0.0126	0.0215	THBS2,FGF2
POU2F2	POU class 2 homeobox 2	2	0.0126	0.0215	IL5,SPP1
PPARD	peroxisome proliferator-activated receptor delta	2	0.0126	0.0215	ANGPTL4,TIMP1
LEF1	lymphoid enhancer-binding factor 1	3	0.0139	0.0235	MMP7,EDA,ELANE
MECP2	methyl CpG binding protein 2 (Rett syndrome)	2	0.0152	0.0247	IGFBP3,RELN
MSC	musculin	2	0.0152	0.0247	IFNG,LTA
RUNX3	runt-related transcription factor 3	3	0.0153	0.0247	WNT4,TIMP1,MMP9
CIITA	class II, major histocompatibility complex, transactivator	3	0.0167	0.0262	COL1A1,MMP9,COL1A2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.0167	0.0262	RELN,SFRP5,SFRP1
ATF2	activating transcription factor 2	3	0.0182	0.0278	IFNG,PLAT,PLAU
CDX2	caudal type homeobox 2	3	0.0182	0.0278	MEP1A,IGFBP3,REG4
KLF5	Kruppel-like factor 5 (intestinal)	2	0.0211	0.0317	MMP9,FGFBP1
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	4	0.0234	0.0348	IL5,IL12B,ELANE,CTSG
NF1	neurofibromin 1	2	0.0243	0.0356	SFTPB,PLAT
FOSL2	FOS-like antigen 2	2	0.0277	0.0396	IL5,TIMP1
TBP	TATA box binding protein	2	0.0277	0.0396	IL6,PPBP
PPARG	peroxisome proliferator-activated receptor gamma	4	0.0286	0.04	GDF15,ANGPTL4,MMP9,MMP1
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	3	0.0287	0.04	SPP1,MUC4,S100P
ATF3	activating transcription factor 3	2	0.0313	0.0431	IFNG,GDF15
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0328	0.0441	ADAMTS1,IGFBP1,SFRP1
KLF4	Kruppel-like factor 4 (gut)	3	0.0328	0.0441	IL6,LAMA3,GDF15
TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	4	0.0361	0.048	HGF,MUC4,MMP9,COL1A1
DDIT3	DNA-damage-inducible transcript 3	2	0.039	0.0495	IL6,CXCL8
GLI2	GLI family zinc finger 2	2	0.039	0.0495	FST,MUC5AC
HDAC9	histone deacetylase 9	2	0.039	0.0495	MMP13,IGFBP1
RFX5	regulatory factor X, 5 (influences HLA class II expression)	2	0.039	0.0495	IFNG,COL1A2
GATA4	GATA binding protein 4	2	0.0431	0.0535	FGF10,IL5
XBP1	X-box binding protein 1	2	0.0431	0.0535	IL6,CXCL8
ELK1	ELK1, member of ETS oncogene family	2	0.0474	0.0582	WISP2,MUC4
PAX5	paired box 5	2	0.0517	0.0623	MMP1,TIMP1
SIRT1	sirtuin 1	3	0.0518	0.0623	COL10A1,COL1A2,MMP9
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0563	0.0662	FST,MMP7
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	2	0.0563	0.0662	IL6,IL12B
NANOG	Nanog homeobox	2	0.0609	0.071	NODAL,SEMA6A
FOXO1	forkhead box O1	2	0.0657	0.075	IL6,IGFBP1
HDAC4	histone deacetylase 4	2	0.0657	0.075	MMP13,IL5
TP53	tumor protein p53	6	0.0693	0.0783	S100B,GDF15,MMP1,VCAN,FGF2,IGFBP3
PARP1	poly (ADP-ribose) polymerase 1	2	0.0706	0.0783	IFNG,CXCL1
SRF	serum response factor (c-fos serum response element-binding transcription factor)	2	0.0706	0.0783	MMP9,PLAU
BRCA1	breast cancer 1, early onset	3	0.0783	0.0851	FST,S100A2,CXCL1
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.0783	0.0851	PF4,IFNG,LTBP4
CTCF	CCCTC-binding factor (zinc finger protein)	2	0.0968	0.104	IGF2,CSF2
USF1	upstream transcription factor 1	3	0.106	0.113	PF4,IFNG,CTSB
ESR1	estrogen receptor 1	3	0.149	0.157	CRHBP,MMP13,TGFA
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3	0.179	0.187	FGF2,PLAU,MUC3A
USF2	upstream transcription factor 2, c-fos interacting	2	0.199	0.207	CTSB,PF4
WT1	Wilms tumor 1	2	0.264	0.271	IGF2,EREG
E2F1	E2F transcription factor 1	3	0.418	0.426	MUC4,CTSV,TNFSF11
AR	androgen receptor	2	0.487	0.492	IGFBP3,TGFA
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.526	0.526	SFRP1,IL6
