Key TF	Description	# of overlapped genes	P value	Q value	List of overlapped genes
SP1	Sp1 transcription factor	23	3.91e-08	2.27e-06	MMRN1,F10,ADAM23,WIF1,HYAL1,MUC5AC,FBLN1,EGF,CTGF,AREG,COL2A1,COMP,IL6,HBEGF,LTBP4,TIMP3,TGM4,MMP11,SPP1,COL1A1,LEP,IGFBP1,PTN
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	12	2.73e-07	7.91e-06	MMP7,FGF2,LEP,CYR61,CTGF,FGG,A2M,FGL1,MMP3,IL6,MMP1,MUC1
RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	14	3.28e-05	0.000512	IL6,CXCL12,HYAL1,CXCL2,MMP12,SFTPA1,MMP1,COL1A1,VWF,COL2A1,SERPINA3,MMP3,MUC5AC,HBEGF
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	14	3.53e-05	0.000512	HYAL1,MMP3,MMP1,SERPINA3,SFTPA1,CXCL12,COL2A1,VWF,MUC5AC,IL6,HBEGF,COL1A1,A2M,CXCL2
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	7	6.55e-05	0.000759	PF4,MMP1,CTGF,MMP3,VWF,IGFBP1,COL1A1
HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	7	8.98e-05	0.000868	CXCL12,FGF2,HBEGF,MUC3A,MUC1,LEP,CTGF
JUN	jun proto-oncogene	9	0.000124	0.00103	MMP7,CTGF,MMP3,MMP12,IBSP,PTN,NGF,IL6,MMP1
NFIL3	nuclear factor, interleukin 3 regulated	3	0.000228	0.00165	VWF,EREG,AREG
ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	4	0.000356	0.00229	ADAMTS1,SPP1,FGF2,VWF
FOS	FBJ murine osteosarcoma viral oncogene homolog	5	0.000779	0.00435	MMP7,NGF,MMP3,MMP1,NTF3
ING4	inhibitor of growth family, member 4	3	0.000825	0.00435	NGF,ANGPT1,SPP1
GLI1	GLI family zinc finger 1	3	0.00169	0.00818	CYR61,MUC5AC,SFRP1
SP3	Sp3 transcription factor	6	0.00323	0.014	FBLN1,HBEGF,TGM4,IGFBP1,COL1A1,COL2A1
FLI1	Friend leukemia virus integration 1	3	0.00338	0.014	PF4,MMP1,CTGF
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	4	0.00399	0.0146	SPP1,LEP,ELANE,IL6
HDAC5	histone deacetylase 5	2	0.00429	0.0146	SLIT2,FGF2
ZFP36	ZFP36 ring finger protein	2	0.00429	0.0146	SERPINB2,IL6
TFCP2	transcription factor CP2	2	0.00547	0.0176	SPP1,A2M
HOXB7	homeobox B7	2	0.00678	0.0204	THBS2,FGF2
DNMT1	DNA (cytosine-5-)-methyltransferase 1	3	0.00702	0.0204	TIMP3,RELN,SFRP1
ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	3	0.00768	0.0212	MMP1,VWF,MMP3
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	3	0.0115	0.0303	ELANE,COL1A1,CLEC4G
EZH2	enhancer of zeste homolog 2 (Drosophila)	3	0.0142	0.0358	ADAMTS1,IGFBP1,SFRP1
TBP	TATA box binding protein	2	0.0152	0.0367	IL6,PPBP
GLI2	GLI family zinc finger 2	2	0.0216	0.05	FST,MUC5AC
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	2	0.0239	0.0513	MMP3,MMP1
RUNX2	runt-related transcription factor 2	2	0.0239	0.0513	IBSP,ELANE
CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	2	0.0315	0.0609	FST,MMP7
ETV4	ets variant 4	2	0.0315	0.0609	MMP7,MMP1
SOX2	SRY (sex determining region Y)-box 2	2	0.0315	0.0609	SEMA6A,MMP3
GATA1	GATA binding protein 1 (globin transcription factor 1)	3	0.036	0.0631	MUC1,PF4,LTBP4
WT1	Wilms tumor 1	3	0.036	0.0631	HBEGF,CTGF,EREG
FOXO1	forkhead box O1	2	0.037	0.0631	IL6,IGFBP1
POU5F1	POU class 5 homeobox 1	2	0.037	0.0631	SPP1,SEMA6A
TCF4	transcription factor 4	2	0.0399	0.0661	FST,VCAN
RARA	retinoic acid receptor, alpha	2	0.0429	0.0691	ANXA8,MUC5AC
NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	2	0.0459	0.072	VWF,COL1A1
LEF1	lymphoid enhancer-binding factor 1	2	0.0522	0.0797	MMP7,ELANE
SMAD3	SMAD family member 3	2	0.0589	0.0875	LTBP4,FST
HDAC1	histone deacetylase 1	3	0.0618	0.0897	SPP1,RELN,SFRP1
ATF4	activating transcription factor 4 (tax-responsive enhancer element B67)	2	0.0729	0.101	IL6,IGFBP1
TWIST1	twist basic helix-loop-helix transcription factor 1	2	0.0729	0.101	SRPX,MMP1
GATA3	GATA binding protein 3	2	0.084	0.111	MUC1,MMP1
POU2F1	POU class 2 homeobox 1	2	0.084	0.111	VWF,SPP1
PPARA	peroxisome proliferator-activated receptor alpha	2	0.0879	0.111	IL6,IGFBP1
KLF4	Kruppel-like factor 4 (gut)	2	0.0917	0.111	IL6,LAMA3
RUNX1	runt-related transcription factor 1	2	0.0917	0.111	ELANE,PF4
STAT1	signal transducer and activator of transcription 1, 91kDa	3	0.0917	0.111	FGF2,IL6,MUC1
VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	2	0.0996	0.118	IL6,CST5
EGR1	early growth response 1	3	0.102	0.118	HYAL1,FGF2,IL6
CREB1	cAMP responsive element binding protein 1	3	0.107	0.122	MUC5AC,IBSP,IL6
IRF1	interferon regulatory factor 1	2	0.137	0.153	SLPI,OGN
TP53	tumor protein p53	4	0.157	0.171	S100B,MMP1,VCAN,FGF2
EP300	E1A binding protein p300	2	0.159	0.171	LAMA3,IL6
BRCA1	breast cancer 1, early onset	2	0.164	0.173	FST,AREG
CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	2	0.177	0.184	MMP1,IL6
SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	2	0.186	0.19	ELANE,CLEC4G
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	2	0.364	0.364	SFRP1,IL6
