name	prize	Category
ATF2	2.4797333333333333	TF
ATF4	3.407075	TF
CEBPZ	5.001150000000001	TF
CIITA	3.9156500000000003	TF
CREB1	3.65582	TF
CTNNB1	2.09675	TF
EGR1	2.94985	TF
EP300	2.6502333333333334	TF
EPAS1	2.9165666666666668	TF
ERG	4.375	TF
ESR1	3.1442	TF
ESR2	3.1407	TF
ETS1	4.2341	TF
ETS2	4.958075	TF
ETV4	4.219533333333334	TF
FLI1	4.0869	TF
FOS	4.3417	TF
FOSL2	2.9369500000000004	TF
FOXA2	2.1369999999999996	TF
FOXQ1	3.04535	TF
GATA3	5.7858	TF
GATA4	3.22575	TF
GATA6	2.80715	TF
HDAC1	4.3334	TF
HDAC2	4.101066666666667	TF
HDAC9	5.44145	TF
HIF1A	3.208475	TF
HOXA10	5.2233	TF
IRF1	2.4745333333333335	TF
IRF3	2.1383	TF
IRF7	2.1644	TF
JUN	3.6712	TF
JUND	2.8377000000000003	TF
LEF1	2.80925	TF
MAZ	5.32315	TF
MYB	3.9156500000000003	TF
NFIC	3.3547666666666665	TF
NFIL3	4.111866666666667	TF
NFKB1	3.6652400000000003	TF
NFKBIA	5.263233333333333	TF
NR3C1	5.06235	TF
NR5A1	2.6223500000000004	TF
PAX5	5.493550000000001	TF
POU2F1	3.8961	TF
POU5F1	4.381833333333334	TF
PPARA	5.11975	TF
RARA	4.552266666666666	TF
RELA	3.6915080000000002	TF
RUNX1	2.4900500000000005	TF
RUNX2	3.212775	TF
SMAD3	3.739866666666667	TF
SMAD4	3.739866666666667	TF
SOX2	3.7862	TF
SOX9	3.78195	TF
SP1	3.911912	TF
SP3	3.8483714285714288	TF
SRF	2.9273333333333333	TF
STAT1	2.7007600000000003	TF
STAT3	3.8235	TF
STAT6	3.3018	TF
TWIST1	5.493550000000001	TF
YY1	3.0745799999999996	TF
ZNF148	4.225300000000001	TF
IL16	7.197699999999999	Secreted Factors
SPP1	10.4571	ECM Glycoproteins
FGA	4.2903	ECM Glycoproteins
ANXA2	3.0606	ECM-affiliated Proteins
SPARCL1	5.1938	ECM Glycoproteins
ANXA1	2.9608	ECM-affiliated Proteins
PLG	6.0131	ECM Regulators
COL17A1	7.6141	Collagens
MXRA5	6.0861	ECM Glycoproteins
SERPINA1	2.2578	ECM Regulators
TNC	5.2089	ECM Glycoproteins
KNG1	2.4957	ECM Regulators
LTBP1	2.7396000000000003	ECM Glycoproteins
SEMA4B	7.6666	ECM-affiliated Proteins
ADAM17	3.7971	ECM Regulators
VCAN	3.474	Proteoglycans
IGFBP3	3.759	ECM Glycoproteins
COL6A3	2.3639	Collagens
MUC1	3.4856	ECM-affiliated Proteins
S100A11	2.027	Secreted Factors
HRNR	2.5252	Secreted Factors
SERPINA10	5.6611	ECM Regulators
FBLN1	6.1212	ECM Glycoproteins
SERPINH1	4.4782	ECM Regulators
SFTPA1	2.5083	ECM-affiliated Proteins
TNXB	2.9588	ECM Glycoproteins
SEMA4D	3.603	ECM-affiliated Proteins
PRG4	2.5326	Proteoglycans
GREM1	4.289499999999999	ECM-affiliated Proteins
COL3A1	4.5713	Collagens
ADAM10	2.0917	ECM Regulators
EMCN	2.9766000000000004	ECM-affiliated Proteins
ADAMTSL3	3.3922	ECM Regulators
SPOCK2	5.7206	Proteoglycans
ABI3BP	2.1401000000000003	ECM Glycoproteins
S100A16	2.7225	Secreted Factors
PLXNC1	2.8559	ECM-affiliated Proteins
FGB	3.9432	ECM Glycoproteins
POSTN	3.6981	ECM Glycoproteins
THSD4	2.433	ECM Glycoproteins
SEMA4A	2.1740999999999997	ECM-affiliated Proteins
AEBP1	2.2447999999999997	ECM Glycoproteins
ITIH2	2.1128	ECM Regulators
LAMB2	3.6424	ECM Glycoproteins
CLEC4A	4.4629	ECM-affiliated Proteins
F9	2.1251	ECM Regulators
VWA3B	3.0161	ECM Glycoproteins
ANGPTL2	2.965	Secreted Factors
SDC2	3.6535	ECM-affiliated Proteins
LAMC1	2.8855	ECM Glycoproteins
TECTA	3.8933	ECM Glycoproteins
BGN	3.7316	Proteoglycans
ANXA7	5.5704	ECM-affiliated Proteins
TCHHL1	3.0767	Secreted Factors
COL6A2	2.3864	Collagens
ADAM28	3.5916	ECM Regulators
IGFBP1	6.6991	ECM Glycoproteins
SPAM1	3.5836	ECM Regulators
FGF16	7.6244	Secreted Factors
SEMA4G	2.1752	ECM-affiliated Proteins
PRG3	6.1018	Proteoglycans
FREM3	2.1369999999999996	ECM-affiliated Proteins
NTN1	2.6505	ECM Glycoproteins
