name	prize	Category
ATF4	3.7843	TF
CEBPA	4.33625	TF
CEBPB	3.693625	TF
CEBPD	3.1403	TF
CEBPZ	5.2982	TF
CIITA	2.8049999999999993	TF
CREB1	3.7183333333333337	TF
CTNNB1	3.8381499999999997	TF
DNMT1	3.71935	TF
DNMT3A	3.540366666666667	TF
E2F1	3.47998	TF
EGR1	3.7464500000000003	TF
ELF4	4.039199999999999	TF
EP300	3.3227749999999996	TF
EPAS1	3.989066666666667	TF
ERG	5.2331	TF
ESR1	4.1237	TF
ESR2	4.399850000000001	TF
ETS1	3.70625	TF
ETS2	3.8442749999999997	TF
ETV4	4.190833333333333	TF
FLI1	3.3696333333333333	TF
FOS	3.5987142857142853	TF
FOSL1	3.7279499999999994	TF
FOXA1	2.4616	TF
FOXA2	3.3943333333333334	TF
FOXM1	5.93	TF
FOXQ1	2.1308	TF
GATA3	4.57615	TF
GLI1	2.73035	TF
HDAC1	3.9745142857142857	TF
HDAC2	3.0963333333333334	TF
HIF1A	4.47042	TF
HNF4A	3.94365	TF
IKBKB	4.039199999999999	TF
ING4	6.84615	TF
JUN	4.028033333333333	TF
JUND	2.3354999999999997	TF
KLF5	2.5269999999999992	TF
KLF8	2.5660499999999997	TF
LEF1	5.7479	TF
MAZ	3.342766666666666	TF
MSX2	4.5377	TF
MYB	2.7361499999999994	TF
NCOA3	6.176399999999999	TF
NFIC	2.86885	TF
NFKB1	3.455375	TF
NFKBIA	3.8442749999999997	TF
NKX2-1	2.77815	TF
NR3C1	4.758166666666666	TF
NR4A2	5.01595	TF
PARP1	5.3787	TF
POU2F1	5.38615	TF
PPARA	4.4498999999999995	TF
PPARG	4.561475	TF
RARA	2.2432000000000003	TF
RB1	2.4307499999999997	TF
RELA	3.5395	TF
RUNX2	4.396175	TF
SIRT1	2.7331499999999997	TF
SMAD3	3.93194	TF
SMAD4	4.270433333333333	TF
SOX9	4.13245	TF
SP1	3.7595130434782607	TF
SP3	3.448383333333333	TF
SRF	3.24992	TF
STAT3	4.11694	TF
STAT6	4.069599999999999	TF
TCF4	2.1107	TF
TFCP2	6.48185	TF
VDR	3.5257333333333336	TF
IL16	3.5502	Secreted Factors
SPP1	12.6084	ECM Glycoproteins
FGA	3.7337	ECM Glycoproteins
ANXA2	2.4499	ECM-affiliated Proteins
MFAP1	4.7221	ECM Glycoproteins
PLG	4.0519	ECM Regulators
ANXA6	2.0781	ECM-affiliated Proteins
VWA5A	3.1900000000000004	ECM Glycoproteins
MXRA5	7.3644	ECM Glycoproteins
TNC	4.879	ECM Glycoproteins
ZFP91	3.0881	Secreted Factors
FNDC1	4.0835	ECM Glycoproteins
ADAM9	4.3664	ECM Regulators
LTBP1	3.0163	ECM Glycoproteins
LTBP2	4.009399999999999	ECM Glycoproteins
SEMA4B	7.1518999999999995	ECM-affiliated Proteins
ADAM17	3.0915999999999997	ECM Regulators
VCAN	4.2884	Proteoglycans
IGFBP3	6.5038	ECM Glycoproteins
S100A9	2.1673	Secreted Factors
ELFN2	4.4038	ECM-affiliated Proteins
SEMA4C	3.789	ECM-affiliated Proteins
FBLN2	3.0997	ECM Glycoproteins
COL6A3	4.1857	Collagens
ECM2	2.2243	ECM Glycoproteins
TGM2	2.2389	ECM Regulators
THBS2	5.5095	ECM Glycoproteins
MUC1	2.7462	ECM-affiliated Proteins
S100A11	3.8778	Secreted Factors
SERPINC1	2.9046	ECM Regulators
IGFBP5	4.3642	ECM Glycoproteins
TNXB	2.2471	ECM Glycoproteins
GREM1	3.251	ECM-affiliated Proteins
COL3A1	3.4631	Collagens
ADAM10	2.1332	ECM Regulators
ITIH4	2.5331	ECM Regulators
MFGE8	2.4303	ECM Glycoproteins
LAMA4	2.189	ECM Glycoproteins
S100A16	3.2893	Secreted Factors
S100A13	5.3338	Secreted Factors
ANXA11	2.0361	ECM-affiliated Proteins
LAMB1	3.8339	ECM Glycoproteins
DCN	5.6528	Proteoglycans
THSD4	2.3669	ECM Glycoproteins
FSTL1	4.2743	Secreted Factors
AEBP1	2.8047	ECM Glycoproteins
TGFBI	2.8501	ECM Glycoproteins
CLEC4A	2.5673000000000004	ECM-affiliated Proteins
F9	2.4075	ECM Regulators
SDC1	2.5951	ECM-affiliated Proteins
PAPPA	6.9658	ECM Regulators
ANGPTL2	6.3126	Secreted Factors
TSKU	4.0278	ECM Glycoproteins
PPBP	3.3662	Secreted Factors
TCHHL1	4.286700000000001	Secreted Factors
ADAM28	2.7527	ECM Regulators
SERPINF2	3.0616000000000003	ECM Regulators
FGF1	2.1371000000000002	Secreted Factors
PRG3	3.3864	Proteoglycans
FST	3.7307	Secreted Factors
FREM3	2.8611	ECM-affiliated Proteins
