name	prize	Category
ATF2	2.3804999999999996	TF
ATF4	4.6296	TF
CEBPD	3.9541500000000003	TF
CREB1	3.3156499999999998	TF
DNMT3A	3.29935	TF
ELF4	3.32605	TF
EP300	3.24995	TF
ERG	5.345549999999999	TF
ETS1	3.9686	TF
ETS2	3.398066666666667	TF
ETV4	5.51185	TF
FLI1	5.1491	TF
FOS	3.9768999999999997	TF
FOSL2	3.2878500000000006	TF
FOXQ1	3.51625	TF
GATA3	3.8758	TF
HDAC1	4.4121	TF
HIF1A	3.7292666666666667	TF
IKBKB	3.32605	TF
ING4	4.597333333333333	TF
IRF1	2.407525	TF
JUN	3.583476923076923	TF
MAZ	4.44365	TF
NFKB1	3.176285714285714	TF
NFKBIA	3.7009999999999996	TF
NR3C1	5.0009	TF
NR4A2	4.996499999999999	TF
PARP1	2.7566500000000005	TF
PAX5	4.2661500000000006	TF
POU2F1	5.527799999999999	TF
POU5F1	3.977733333333333	TF
PPARA	2.5696	TF
PPARD	2.3921	TF
PPARG	3.7510999999999997	TF
RELA	3.3561428571428573	TF
RUNX1	2.4121500000000005	TF
RUNX2	4.881349999999999	TF
RUNX3	2.595700000000001	TF
SIRT1	2.5597000000000003	TF
SMAD3	2.4046333333333334	TF
SNAI2	2.42695	TF
SOX2	2.89525	TF
SP1	3.637829411764706	TF
SP3	3.6232750000000005	TF
STAT1	3.4112	TF
STAT3	3.4681076923076923	TF
STAT6	3.2985249999999997	TF
TFAP4	3.5366	TF
TFCP2	3.6750666666666665	TF
TWIST1	4.2661500000000006	TF
VDR	4.031499999999999	TF
YBX1	4.6696	TF
YY1	3.223533333333333	TF
IL16	4.4428	Secreted Factors
SPP1	9.5341	ECM Glycoproteins
FGA	4.5184999999999995	ECM Glycoproteins
ANXA2	3.3689	ECM-affiliated Proteins
HCFC1	2.1904	Secreted Factors
MUC5AC	3.5367999999999995	ECM-affiliated Proteins
SPARCL1	3.6885	ECM Glycoproteins
ANXA1	2.2264	ECM-affiliated Proteins
PLG	3.1042	ECM Regulators
COL17A1	7.0418	Collagens
TNC	5.1674999999999995	ECM Glycoproteins
ANXA5	2.1998	ECM-affiliated Proteins
MUC5B	3.3583	ECM-affiliated Proteins
ZFP91	4.484500000000001	Secreted Factors
KNG1	2.8277	ECM Regulators
ADAM9	2.5808	ECM Regulators
LTBP1	2.2695	ECM Glycoproteins
SEMA4B	6.1957	ECM-affiliated Proteins
ADAM17	2.9204	ECM Regulators
VCAN	2.4973	Proteoglycans
IGFBP3	5.5993	ECM Glycoproteins
S100A9	3.2012	Secreted Factors
ELFN2	4.8645	ECM-affiliated Proteins
SEMA4C	2.7299	ECM-affiliated Proteins
FBLN2	2.7859	ECM Glycoproteins
ECM2	4.0785	ECM Glycoproteins
FN1	3.1212999999999997	ECM Glycoproteins
MUC1	3.0502	ECM-affiliated Proteins
HRNR	2.9344	Secreted Factors
SERPINC1	3.1419	ECM Regulators
SERPINA10	3.0161999999999995	ECM Regulators
EGLN1	3.8696	ECM Regulators
FBLN1	6.2317	ECM Glycoproteins
SERPINH1	3.6948	ECM Regulators
SERPINB1	2.8895	ECM Regulators
F13A1	2.2086	ECM Regulators
TNXB	4.4414	ECM Glycoproteins
PRG4	5.275799999999999	Proteoglycans
SFTPB	3.0107	ECM-affiliated Proteins
COL3A1	3.8404	Collagens
EMCN	4.3822	ECM-affiliated Proteins
ITIH4	2.4773	ECM Regulators
SERPINB6	2.2875	ECM Regulators
ADAMTSL3	4.4787	ECM Regulators
SPOCK2	5.3637	Proteoglycans
ABI3BP	2.1195	ECM Glycoproteins
MUC21	6.0945	ECM-affiliated Proteins
S100A13	2.3913	Secreted Factors
CTF1	2.2566	Secreted Factors
SEMA6D	2.2821	ECM-affiliated Proteins
COL20A1	2.7058999999999997	Collagens
ITIH2	2.2537000000000003	ECM Regulators
CLEC4A	2.9141000000000004	ECM-affiliated Proteins
F9	2.1233	ECM Regulators
FBN1	2.0889	ECM Glycoproteins
CHRDL1	3.2234	Secreted Factors
PAPPA	6.5308	ECM Regulators
ANGPT2	3.1007	Secreted Factors
SDC2	6.3511999999999995	ECM-affiliated Proteins
TECTA	4.843500000000001	ECM Glycoproteins
TCHHL1	2.9647	Secreted Factors
BMP4	4.1948	Secreted Factors
S100A3	3.2596	Secreted Factors
PRG3	2.9364000000000003	Proteoglycans
FST	2.6229	Secreted Factors
CRLF1	4.1986	Secreted Factors
