name	prize	Category
AHR	3.8713	TF
ATF4	4.96555	TF
CEBPA	3.15464	TF
CEBPB	3.5046333333333335	TF
CEBPD	3.4676	TF
CEBPZ	2.9730500000000006	TF
CIITA	3.1759333333333335	TF
CREB1	5.2866800000000005	TF
CREBBP	3.25205	TF
DNMT1	2.8729999999999998	TF
E2F1	4.14382	TF
EGR2	2.9964500000000003	TF
EP300	2.8633333333333337	TF
ERG	2.7935666666666665	TF
ETS1	4.629725	TF
ETS2	3.874625	TF
ETV4	5.8294	TF
FLI1	3.6098000000000003	TF
FOSL1	4.136	TF
FOSL2	3.3019500000000006	TF
FOXA2	2.6624499999999998	TF
FOXO1	5.8271999999999995	TF
FOXQ1	3.21955	TF
GATA3	3.9019333333333335	TF
HDAC1	2.709	TF
HDAC2	5.493	TF
HMGA1	3.61515	TF
HOXA10	6.10725	TF
ING4	3.20965	TF
JUN	3.5920750000000004	TF
JUNB	3.2571000000000003	TF
JUND	3.504666666666667	TF
KLF4	3.098025	TF
MYB	3.2990333333333335	TF
NFIC	2.841975	TF
NFIL3	3.0796	TF
NFKB1	3.8935714285714287	TF
NFKBIA	4.602533333333334	TF
NR3C1	5.251833333333334	TF
PAX5	4.7265500000000005	TF
POU2F1	2.868425	TF
PPARG	3.2352666666666665	TF
REL	3.524666666666667	TF
RELA	3.8935714285714287	TF
RUNX1	3.1180600000000003	TF
RUNX2	3.7548	TF
SIRT1	2.9319	TF
SP1	4.34258	TF
SP3	5.608666666666667	TF
SPI1	3.095	TF
STAT1	3.9156333333333335	TF
STAT3	3.979141666666667	TF
STAT6	3.399516666666667	TF
TBP	4.0803	TF
TFCP2	4.7058	TF
TWIST1	3.537325	TF
TWIST2	2.3480999999999996	TF
XBP1	3.29075	TF
YY1	3.5082	TF
ZFP36	4.3332500000000005	TF
ZNF148	4.5053	TF
IL16	5.0146999999999995	Secreted Factors
SPP1	10.5931	ECM Glycoproteins
FGA	5.8999	ECM Glycoproteins
ANXA2	4.5364	ECM-affiliated Proteins
MUC5AC	7.9697	ECM-affiliated Proteins
SPARCL1	4.0582	ECM Glycoproteins
PLG	4.5576	ECM Regulators
COL17A1	6.2738	Collagens
VWA5A	2.2163	ECM Glycoproteins
MXRA5	7.8317	ECM Glycoproteins
SERPINA1	3.0478000000000005	ECM Regulators
TNC	3.9359	ECM Glycoproteins
MUC5B	6.547	ECM-affiliated Proteins
ZFP91	2.2213	Secreted Factors
KNG1	3.5712	ECM Regulators
FNDC1	5.7797	ECM Glycoproteins
LTBP1	5.2603	ECM Glycoproteins
LTBP2	2.5607	ECM Glycoproteins
SEMA4B	2.0004	ECM-affiliated Proteins
ADAM17	2.9404000000000003	ECM Regulators
VCAN	5.9077	Proteoglycans
IGFBP3	3.4363	ECM Glycoproteins
S100A9	3.752099999999999	Secreted Factors
ECM2	2.8758	ECM Glycoproteins
TGM2	4.7266	ECM Regulators
MUC1	3.884	ECM-affiliated Proteins
HRNR	2.7293000000000003	Secreted Factors
SERPINA10	5.5397	ECM Regulators
FBLN1	2.702	ECM Glycoproteins
SFTPA1	2.0876	ECM-affiliated Proteins
IGFBP5	2.4797	ECM Glycoproteins
F13A1	2.3858	ECM Regulators
PRG4	2.6841	Proteoglycans
FGG	6.914899999999999	ECM Glycoproteins
S100A8	3.8412	Secreted Factors
COL3A1	8.334200000000001	Collagens
EMCN	5.0577000000000005	ECM-affiliated Proteins
SERPINB6	2.9598	ECM Regulators
SPOCK2	2.823	Proteoglycans
S100A13	3.6047	Secreted Factors
PLXNC1	2.863	ECM-affiliated Proteins
CTF1	3.232	Secreted Factors
LAMB1	3.49	ECM Glycoproteins
SERPIND1	2.7916	ECM Regulators
FGB	4.758800000000001	ECM Glycoproteins
POSTN	3.2803000000000004	ECM Glycoproteins
FSTL1	5.695500000000001	Secreted Factors
COL20A1	4.3993	Collagens
PLXNA4	2.0616000000000003	ECM-affiliated Proteins
NRG1	3.4253	Secreted Factors
COL16A1	3.3091999999999997	Collagens
ITIH2	3.8115	ECM Regulators
IGFBP7	3.1185	ECM Glycoproteins
CLEC4A	3.1799	ECM-affiliated Proteins
F9	2.1273999999999997	ECM Regulators
PRELP	2.5725	Proteoglycans
S100A4	2.1681	Secreted Factors
CRELD2	2.2191	ECM Glycoproteins
S100A7	4.004	Secreted Factors
S100P	4.7425	Secreted Factors
ANGPTL2	5.8605	Secreted Factors
SDC2	6.872	ECM-affiliated Proteins
VWA3A	2.4233	ECM Glycoproteins
TECTA	4.233899999999999	ECM Glycoproteins
PPBP	2.6046	Secreted Factors
FNDC7	2.0682	ECM Glycoproteins
ANXA7	4.8843	ECM-affiliated Proteins
COL6A2	2.2698	Collagens
HTRA3	4.5725	ECM Regulators
SULF2	3.6245	ECM Regulators
FGF16	5.1464	Secreted Factors
PRG3	3.2945	Proteoglycans
