name	prize	Category
ATF2	2.6009333333333333	TF
CEBPA	3.54766	TF
CEBPB	2.7395249999999995	TF
CEBPZ	4.2908	TF
CIITA	2.7101333333333333	TF
DNMT1	3.7038666666666664	TF
DNMT3A	3.6447	TF
ELF3	3.18195	TF
ELK1	3.6388000000000003	TF
EP300	2.537975	TF
ERG	3.819325	TF
ESR1	3.05345	TF
ETS1	3.1210428571428572	TF
ETS2	2.644075	TF
ETV4	3.0882	TF
EZH2	3.0795	TF
FLI1	3.268	TF
FOXO1	2.8239	TF
FOXQ1	3.11785	TF
GATA3	2.1335666666666664	TF
GATA4	3.5766	TF
GLI1	4.106999999999999	TF
GLI2	4.693	TF
HDAC1	3.3169666666666666	TF
HDAC2	3.6645	TF
HDAC4	2.1086	TF
HDAC5	2.90055	TF
HDAC9	2.6506000000000003	TF
HIF1A	3.1971249999999998	TF
HOXB7	2.90965	TF
ING4	4.57375	TF
JUN	2.98677	TF
JUND	2.6402	TF
MAF	2.1086	TF
MYB	2.7974666666666668	TF
NF1	3.0460000000000003	TF
NFIL3	2.79045	TF
NFKB1	3.6032714285714285	TF
NR4A1	2.4199	TF
NR5A1	4.922	TF
POU2F1	3.6232	TF
POU2F2	3.73165	TF
PTTG1	2.7703750000000005	TF
RARA	5.733333333333333	TF
RELA	3.6705357142857142	TF
RFX1	2.3189	TF
RUNX2	2.90205	TF
SATB1	2.32455	TF
SIRT1	2.875	TF
SMAD3	2.700325	TF
SNAI2	3.7130333333333336	TF
SP1	3.477396296296296	TF
SP3	3.1635875	TF
SPDEF	2.7977	TF
SPI1	2.510425	TF
SRF	2.4334333333333333	TF
STAT1	2.91692	TF
STAT3	3.2392846153846153	TF
TFAP2A	3.0685142857142855	TF
TFAP2C	3.1510666666666665	TF
TFCP2	4.2753000000000005	TF
VHL	2.5012999999999996	TF
IL16	5.4154	Secreted Factors
SPP1	3.1128	ECM Glycoproteins
FGA	5.5967	ECM Glycoproteins
ANXA2	5.2341999999999995	ECM-affiliated Proteins
MFAP1	4.1697999999999995	ECM Glycoproteins
SPARCL1	5.4068000000000005	ECM Glycoproteins
ANXA1	2.2739	ECM-affiliated Proteins
PLG	2.2222	ECM Regulators
COL17A1	3.2336	Collagens
VWA5A	2.7618	ECM Glycoproteins
MXRA5	4.1618	ECM Glycoproteins
SERPINA1	2.4017999999999997	ECM Regulators
TNC	3.6904	ECM Glycoproteins
ANXA5	2.5770999999999997	ECM-affiliated Proteins
KNG1	2.8165	ECM Regulators
LTBP1	3.9719	ECM Glycoproteins
LTBP2	8.1744	ECM Glycoproteins
ADAM17	3.689999999999999	ECM Regulators
VCAN	3.3371000000000004	Proteoglycans
FBLN2	2.9724999999999997	ECM Glycoproteins
COL6A3	2.5846	Collagens
ECM2	3.4956	ECM Glycoproteins
TGM2	2.9896000000000003	ECM Regulators
MUC1	3.7916	ECM-affiliated Proteins
VTN	2.9745	ECM Glycoproteins
S100A11	2.0637	Secreted Factors
HRNR	4.9491	Secreted Factors
SERPINC1	4.1611	ECM Regulators
SERPINA10	4.1446	ECM Regulators
FBLN1	3.967	ECM Glycoproteins
SERPINH1	3.0688	ECM Regulators
SFTPA1	2.3074000000000003	ECM-affiliated Proteins
TNXB	3.8234	ECM Glycoproteins
PRG4	4.9236	Proteoglycans
LUM	2.779	Proteoglycans
LGALS1	5.0719	ECM-affiliated Proteins
COL3A1	2.4191999999999996	Collagens
ADAM10	2.2367	ECM Regulators
EMCN	4.8577	ECM-affiliated Proteins
ITIH4	2.0016	ECM Regulators
ADAMTSL3	5.5788	ECM Regulators
SPOCK2	4.6432	Proteoglycans
ABI3BP	2.7095	ECM Glycoproteins
S100A13	5.3594	Secreted Factors
PLXNC1	5.0679	ECM-affiliated Proteins
VWA1	2.7884	ECM Glycoproteins
ANXA11	2.5092	ECM-affiliated Proteins
SERPIND1	2.9119	ECM Regulators
FGB	3.8192	ECM Glycoproteins
POSTN	2.0564	ECM Glycoproteins
NRG1	3.2246	Secreted Factors
COL16A1	2.7091	Collagens
CLEC4A	3.2607	ECM-affiliated Proteins
F9	3.8634	ECM Regulators
PRELP	3.9047	Proteoglycans
WISP2	2.8692	ECM Glycoproteins
S100A4	4.9879	Secreted Factors
MEPE	3.9194	ECM Glycoproteins
CRELD2	3.179	ECM Glycoproteins
CHRDL1	4.0857	Secreted Factors
ANGPTL2	2.8243	Secreted Factors
SDC2	4.8746	ECM-affiliated Proteins
TECTA	3.9167	ECM Glycoproteins
FNDC7	5.376099999999999	ECM Glycoproteins
MATN3	2.3436	ECM Glycoproteins
COL6A2	2.2718000000000003	Collagens
FGF16	3.0130000000000003	Secreted Factors
CRLF1	2.4355	Secreted Factors
ADAMTS3	2.992	ECM Regulators
