name	prize	Category	Division
IL16	5.635	Secreted Factors	Matrisome-associated
SPP1	7.826600000000001	ECM Glycoproteins	Core matrisome
FGA	3.9899999999999998	ECM Glycoproteins	Core matrisome
ANXA2	4.675800000000001	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.8555	ECM Glycoproteins	Core matrisome
SPARCL1	3.6394	ECM Glycoproteins	Core matrisome
PLG	7.3007	ECM Regulators	Matrisome-associated
COL17A1	4.962400000000001	Collagens	Core matrisome
MXRA5	11.0573	ECM Glycoproteins	Core matrisome
SERPINA1	3.9005	ECM Regulators	Matrisome-associated
ZFP91	3.3893000000000004	Secreted Factors	Matrisome-associated
KNG1	3.4648000000000003	ECM Regulators	Matrisome-associated
FNDC1	4.728400000000001	ECM Glycoproteins	Core matrisome
LTBP1	3.8677	ECM Glycoproteins	Core matrisome
ADAM17	3.5232	ECM Regulators	Matrisome-associated
VCAN	5.2232	Proteoglycans	Core matrisome
ELFN2	3.3415999999999997	ECM-affiliated Proteins	Matrisome-associated
COL6A3	2.7317	Collagens	Core matrisome
TGM2	2.0085	ECM Regulators	Matrisome-associated
THBS2	5.5206	ECM Glycoproteins	Core matrisome
MUC1	3.2592	ECM-affiliated Proteins	Matrisome-associated
VTN	2.8766	ECM Glycoproteins	Core matrisome
S100A11	6.2484	Secreted Factors	Matrisome-associated
SERPINA10	2.8304	ECM Regulators	Matrisome-associated
EGLN1	3.7443	ECM Regulators	Matrisome-associated
SERPINH1	2.0629	ECM Regulators	Matrisome-associated
ANXA3	3.1691000000000003	ECM-affiliated Proteins	Matrisome-associated
TNXB	2.2081	ECM Glycoproteins	Core matrisome
PRG4	6.4582999999999995	Proteoglycans	Core matrisome
COL3A1	4.6030999999999995	Collagens	Core matrisome
ITIH4	2.7466	ECM Regulators	Matrisome-associated
ADAMTSL3	3.3089	ECM Regulators	Matrisome-associated
MUC21	6.6156999999999995	ECM-affiliated Proteins	Matrisome-associated
PLXNC1	2.1627	ECM-affiliated Proteins	Matrisome-associated
CTF1	3.1761	Secreted Factors	Matrisome-associated
ADAM8	2.7613000000000003	ECM Regulators	Matrisome-associated
COL1A1	3.8829000000000002	Collagens	Core matrisome
ADAMTSL4	3.515	ECM Regulators	Matrisome-associated
FGB	3.6025	ECM Glycoproteins	Core matrisome
POSTN	3.5513000000000003	ECM Glycoproteins	Core matrisome
FSTL1	4.2039	Secreted Factors	Matrisome-associated
COL20A1	6.2353000000000005	Collagens	Core matrisome
PLXNA3	2.2034000000000002	ECM-affiliated Proteins	Matrisome-associated
S100A6	4.4878	Secreted Factors	Matrisome-associated
ITIH2	2.5970999999999997	ECM Regulators	Matrisome-associated
LAMB2	2.0446	ECM Glycoproteins	Core matrisome
F9	4.1114	ECM Regulators	Matrisome-associated
FBN1	2.5113	ECM Glycoproteins	Core matrisome
SDC1	2.6778	ECM-affiliated Proteins	Matrisome-associated
CRELD2	2.8061	ECM Glycoproteins	Core matrisome
CHRDL1	2.8884	Secreted Factors	Matrisome-associated
S100P	2.974099999999999	Secreted Factors	Matrisome-associated
CLC	2.7266	ECM-affiliated Proteins	Matrisome-associated
PAPPA	10.5669	ECM Regulators	Matrisome-associated
ANGPTL2	4.8415	Secreted Factors	Matrisome-associated
ANGPT2	3.4558	Secreted Factors	Matrisome-associated
SDC2	11.0496	ECM-affiliated Proteins	Matrisome-associated
TSKU	3.1656	ECM Glycoproteins	Core matrisome
PPBP	2.807	Secreted Factors	Matrisome-associated
ANXA7	4.4038	ECM-affiliated Proteins	Matrisome-associated
TCHHL1	3.5849	Secreted Factors	Matrisome-associated
PLOD2	3.3960999999999997	ECM Regulators	Matrisome-associated
BMP4	3.2672999999999996	Secreted Factors	Matrisome-associated
HTRA3	2.7241999999999997	ECM Regulators	Matrisome-associated
IGFBP1	3.8453	ECM Glycoproteins	Core matrisome
SULF2	3.822	ECM Regulators	Matrisome-associated
FGF16	9.376000000000001	Secreted Factors	Matrisome-associated
PRG3	7.5139	Proteoglycans	Core matrisome
FST	4.2854	Secreted Factors	Matrisome-associated
CRLF1	4.3479	Secreted Factors	Matrisome-associated
IL9	2.3547000000000002	Secreted Factors	Matrisome-associated
FREM3	4.4009	ECM-affiliated Proteins	Matrisome-associated
GDF15	4.4223	Secreted Factors	Matrisome-associated
