name	prize	Category	Division
IL16	7.3937	Secreted Factors	Matrisome-associated
SPP1	3.1748000000000003	ECM Glycoproteins	Core matrisome
FGA	5.1926000000000005	ECM Glycoproteins	Core matrisome
ANXA2	4.4483	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.2527999999999997	Secreted Factors	Matrisome-associated
MFAP1	2.6830000000000003	ECM Glycoproteins	Core matrisome
SPARCL1	3.0028	ECM Glycoproteins	Core matrisome
ANXA1	2.8845	ECM-affiliated Proteins	Matrisome-associated
PLG	3.7434000000000003	ECM Regulators	Matrisome-associated
COL17A1	10.2293	Collagens	Core matrisome
ANXA5	2.6528	ECM-affiliated Proteins	Matrisome-associated
KNG1	4.24	ECM Regulators	Matrisome-associated
LTBP2	3.5851	ECM Glycoproteins	Core matrisome
ADAM17	2.7334	ECM Regulators	Matrisome-associated
TGM2	5.5777	ECM Regulators	Matrisome-associated
S100A11	2.5029	Secreted Factors	Matrisome-associated
SERPINC1	2.5526	ECM Regulators	Matrisome-associated
SERPINA10	4.1282	ECM Regulators	Matrisome-associated
ANXA3	4.0608	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	2.7525	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	2.6298	ECM Glycoproteins	Core matrisome
PRG4	2.6468	Proteoglycans	Core matrisome
CTSD	2.3166	ECM Regulators	Matrisome-associated
LGALS1	3.3013999999999997	ECM-affiliated Proteins	Matrisome-associated
EMCN	4.8985	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.2385	ECM Regulators	Matrisome-associated
ADAMTSL3	3.7401999999999997	ECM Regulators	Matrisome-associated
SPOCK2	4.6463	Proteoglycans	Core matrisome
LAMA4	3.1692	ECM Glycoproteins	Core matrisome
MUC21	9.1781	ECM-affiliated Proteins	Matrisome-associated
S100A16	3.2656	Secreted Factors	Matrisome-associated
PLXNC1	2.6266	ECM-affiliated Proteins	Matrisome-associated
ADAM22	2.4691	ECM Regulators	Matrisome-associated
SERPIND1	3.9168	ECM Regulators	Matrisome-associated
PLXND1	2.7275	ECM-affiliated Proteins	Matrisome-associated
FGB	4.1004	ECM Glycoproteins	Core matrisome
FGF13	2.3952999999999998	Secreted Factors	Matrisome-associated
COL20A1	3.2699999999999996	Collagens	Core matrisome
S100A6	2.5861	Secreted Factors	Matrisome-associated
ITIH2	2.6106999999999996	ECM Regulators	Matrisome-associated
WISP2	2.3586	ECM Glycoproteins	Core matrisome
PARM1	2.9556999999999998	ECM-affiliated Proteins	Matrisome-associated
S100P	2.4430999999999994	Secreted Factors	Matrisome-associated
VWA3B	3.3088	ECM Glycoproteins	Core matrisome
PAPPA	7.8643	ECM Regulators	Matrisome-associated
SDC2	10.1995	ECM-affiliated Proteins	Matrisome-associated
TECTA	3.4612000000000003	ECM Glycoproteins	Core matrisome
FNDC7	2.436	ECM Glycoproteins	Core matrisome
PLXNB1	2.3307	ECM-affiliated Proteins	Matrisome-associated
SPAM1	5.3133	ECM Regulators	Matrisome-associated
S100A3	2.9309000000000003	Secreted Factors	Matrisome-associated
PRG3	6.4146	Proteoglycans	Core matrisome
FST	4.1205	Secreted Factors	Matrisome-associated
CRLF1	6.0196000000000005	Secreted Factors	Matrisome-associated
KY	2.0506	ECM Regulators	Matrisome-associated
GDF9	3.4423	Secreted Factors	Matrisome-associated
FREM3	7.891299999999999	ECM-affiliated Proteins	Matrisome-associated
NTN1	2.4264	ECM Glycoproteins	Core matrisome
