name	prize	Category	Division
IL16	4.5061	Secreted Factors	Matrisome-associated
SPP1	3.7594000000000003	ECM Glycoproteins	Core matrisome
FGA	3.9461	ECM Glycoproteins	Core matrisome
ANXA2	3.9571	ECM-affiliated Proteins	Matrisome-associated
MUC5AC	7.1378	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.1217	ECM Glycoproteins	Core matrisome
ANXA1	2.3399	ECM-affiliated Proteins	Matrisome-associated
PLG	2.7957	ECM Regulators	Matrisome-associated
COL17A1	7.1529	Collagens	Core matrisome
VWA5A	5.3087	ECM Glycoproteins	Core matrisome
MXRA5	2.6987	ECM Glycoproteins	Core matrisome
TNC	3.2228000000000003	ECM Glycoproteins	Core matrisome
KNG1	2.5796	ECM Regulators	Matrisome-associated
LTBP1	2.868	ECM Glycoproteins	Core matrisome
LTBP2	6.1295	ECM Glycoproteins	Core matrisome
SEMA4B	3.9691	ECM-affiliated Proteins	Matrisome-associated
HSPG2	2.0385999999999997	Proteoglycans	Core matrisome
IGFBP3	2.3630999999999998	ECM Glycoproteins	Core matrisome
ELFN2	4.204	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.866	ECM-affiliated Proteins	Matrisome-associated
COL6A3	2.185	Collagens	Core matrisome
ECM2	2.1888	ECM Glycoproteins	Core matrisome
TGM2	2.5734	ECM Regulators	Matrisome-associated
THBS2	2.2819000000000003	ECM Glycoproteins	Core matrisome
MUC1	2.7161	ECM-affiliated Proteins	Matrisome-associated
HRNR	2.634	Secreted Factors	Matrisome-associated
SERPINC1	2.694	ECM Regulators	Matrisome-associated
SERPINA10	2.9409	ECM Regulators	Matrisome-associated
FBLN1	3.0871999999999997	ECM Glycoproteins	Core matrisome
SERPINH1	4.7649	ECM Regulators	Matrisome-associated
ANXA3	3.8853999999999997	ECM-affiliated Proteins	Matrisome-associated
TNXB	3.565	ECM Glycoproteins	Core matrisome
PRG4	2.9137	Proteoglycans	Core matrisome
CTSD	3.9388	ECM Regulators	Matrisome-associated
ADAM10	2.7504	ECM Regulators	Matrisome-associated
EMCN	3.8125	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.4374000000000002	ECM Regulators	Matrisome-associated
MFGE8	2.5443	ECM Glycoproteins	Core matrisome
ADAMTSL3	2.5629999999999997	ECM Regulators	Matrisome-associated
SPOCK2	4.809200000000001	Proteoglycans	Core matrisome
MUC21	5.260199999999999	ECM-affiliated Proteins	Matrisome-associated
S100A16	2.7408	Secreted Factors	Matrisome-associated
S100A13	2.0128	Secreted Factors	Matrisome-associated
FGB	2.2825	ECM Glycoproteins	Core matrisome
COL20A1	2.399	Collagens	Core matrisome
LAMB2	2.3949000000000003	ECM Glycoproteins	Core matrisome
TGFBI	3.8703	ECM Glycoproteins	Core matrisome
CLEC4A	3.9521999999999995	ECM-affiliated Proteins	Matrisome-associated
F9	2.5723000000000003	ECM Regulators	Matrisome-associated
PRELP	2.5909	Proteoglycans	Core matrisome
S100A4	3.1308000000000002	Secreted Factors	Matrisome-associated
PLXNB3	4.0582	ECM-affiliated Proteins	Matrisome-associated
CHRDL1	3.3167	Secreted Factors	Matrisome-associated
S100P	2.2779000000000003	Secreted Factors	Matrisome-associated
SDC2	2.811	ECM-affiliated Proteins	Matrisome-associated
TECTA	2.8055	ECM Glycoproteins	Core matrisome
HMCN1	3.4966999999999997	ECM Glycoproteins	Core matrisome
SPAM1	3.8119	ECM Regulators	Matrisome-associated
FGF16	3.1683999999999997	Secreted Factors	Matrisome-associated
KY	2.6982	ECM Regulators	Matrisome-associated
ANGPTL7	2.502	Secreted Factors	Matrisome-associated
NTN1	2.9179	ECM Glycoproteins	Core matrisome
