name	prize	Category	Division
IL16	4.8461	Secreted Factors	Matrisome-associated
SPP1	6.4825	ECM Glycoproteins	Core matrisome
FGA	5.1275	ECM Glycoproteins	Core matrisome
ANXA2	3.2865	ECM-affiliated Proteins	Matrisome-associated
HCFC1	3.1028000000000002	Secreted Factors	Matrisome-associated
MFAP1	3.2697	ECM Glycoproteins	Core matrisome
SPARCL1	3.518	ECM Glycoproteins	Core matrisome
ANXA1	2.3483	ECM-affiliated Proteins	Matrisome-associated
PLG	4.0955	ECM Regulators	Matrisome-associated
COL17A1	5.1939	Collagens	Core matrisome
MXRA5	4.7285	ECM Glycoproteins	Core matrisome
SERPINA1	2.3462	ECM Regulators	Matrisome-associated
TNC	2.3271	ECM Glycoproteins	Core matrisome
ZFP91	2.4370000000000003	Secreted Factors	Matrisome-associated
KNG1	2.6148	ECM Regulators	Matrisome-associated
LTBP1	3.5141999999999998	ECM Glycoproteins	Core matrisome
LTBP2	2.6084	ECM Glycoproteins	Core matrisome
SEMA4B	7.3385	ECM-affiliated Proteins	Matrisome-associated
VCAN	4.1531	Proteoglycans	Core matrisome
HSPG2	2.7519	Proteoglycans	Core matrisome
S100A9	3.3263	Secreted Factors	Matrisome-associated
ELFN2	3.3089000000000004	ECM-affiliated Proteins	Matrisome-associated
TGM2	4.6057	ECM Regulators	Matrisome-associated
MUC1	3.2633	ECM-affiliated Proteins	Matrisome-associated
VTN	3.7166	ECM Glycoproteins	Core matrisome
S100A11	2.3156	Secreted Factors	Matrisome-associated
HRNR	3.1689	Secreted Factors	Matrisome-associated
PLXDC2	2.0352	ECM-affiliated Proteins	Matrisome-associated
SERPINH1	3.5551	ECM Regulators	Matrisome-associated
SFTPA1	2.2615	ECM-affiliated Proteins	Matrisome-associated
F13A1	2.1252000000000004	ECM Regulators	Matrisome-associated
PRG4	2.3232999999999997	Proteoglycans	Core matrisome
GREM1	7.482899999999999	ECM-affiliated Proteins	Matrisome-associated
SFTPB	2.7223	ECM-affiliated Proteins	Matrisome-associated
COL3A1	5.0598	Collagens	Core matrisome
EMCN	3.5620000000000003	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.877	ECM Regulators	Matrisome-associated
ADAMTSL3	3.8926	ECM Regulators	Matrisome-associated
SPOCK2	5.462899999999999	Proteoglycans	Core matrisome
MUC21	9.2442	ECM-affiliated Proteins	Matrisome-associated
ADAM8	2.0463999999999998	ECM Regulators	Matrisome-associated
VWA1	2.0397	ECM Glycoproteins	Core matrisome
SERPIND1	2.4878	ECM Regulators	Matrisome-associated
POSTN	3.8125999999999998	ECM Glycoproteins	Core matrisome
THSD4	4.2888	ECM Glycoproteins	Core matrisome
COL20A1	3.4058	Collagens	Core matrisome
LAMB2	4.2993	ECM Glycoproteins	Core matrisome
CLEC4A	2.3336	ECM-affiliated Proteins	Matrisome-associated
FBN1	5.2791999999999994	ECM Glycoproteins	Core matrisome
SDC1	2.6210999999999998	ECM-affiliated Proteins	Matrisome-associated
VWA3B	3.0504000000000002	ECM Glycoproteins	Core matrisome
ANGPTL2	3.3074	Secreted Factors	Matrisome-associated
SDC2	10.4502	ECM-affiliated Proteins	Matrisome-associated
TECTA	3.6352	ECM Glycoproteins	Core matrisome
ANXA7	4.2524	ECM-affiliated Proteins	Matrisome-associated
COL6A2	2.4729	Collagens	Core matrisome
IGFBP1	2.4798	ECM Glycoproteins	Core matrisome
S100A3	2.7702	Secreted Factors	Matrisome-associated
SERPINF2	3.9278000000000004	ECM Regulators	Matrisome-associated
FGF16	4.8260000000000005	Secreted Factors	Matrisome-associated
PRG3	5.5722	Proteoglycans	Core matrisome
SVEP1	2.4635999999999996	ECM Glycoproteins	Core matrisome
FST	2.5924	Secreted Factors	Matrisome-associated
CRLF1	6.3632	Secreted Factors	Matrisome-associated
ADAMTS3	3.1394	ECM Regulators	Matrisome-associated
FREM3	4.867	ECM-affiliated Proteins	Matrisome-associated
