name	prize	Category	Division
IL16	5.7463999999999995	Secreted Factors	Matrisome-associated
SPP1	6.9041999999999994	ECM Glycoproteins	Core matrisome
FGA	6.3097	ECM Glycoproteins	Core matrisome
ANXA2	4.7451	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.2178	Secreted Factors	Matrisome-associated
MUC5AC	2.2172	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	5.1256	ECM Glycoproteins	Core matrisome
ANXA1	3.4798999999999998	ECM-affiliated Proteins	Matrisome-associated
PLG	2.7889999999999997	ECM Regulators	Matrisome-associated
ANXA6	5.8372	ECM-affiliated Proteins	Matrisome-associated
COL17A1	6.152299999999999	Collagens	Core matrisome
MXRA5	4.7623999999999995	ECM Glycoproteins	Core matrisome
SERPINA1	2.7487	ECM Regulators	Matrisome-associated
TNC	4.0346	ECM Glycoproteins	Core matrisome
ANXA5	4.9317	ECM-affiliated Proteins	Matrisome-associated
ZFP91	3.0018000000000002	Secreted Factors	Matrisome-associated
KNG1	2.737	ECM Regulators	Matrisome-associated
FNDC1	5.9315999999999995	ECM Glycoproteins	Core matrisome
LTBP1	4.3804	ECM Glycoproteins	Core matrisome
LTBP2	2.169	ECM Glycoproteins	Core matrisome
SEMA4B	2.3822	ECM-affiliated Proteins	Matrisome-associated
VCAN	4.4734	Proteoglycans	Core matrisome
IGFBP3	2.1332	ECM Glycoproteins	Core matrisome
S100A9	2.3022000000000005	Secreted Factors	Matrisome-associated
ELFN2	4.853899999999999	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.3325	ECM-affiliated Proteins	Matrisome-associated
FBLN2	2.9835	ECM Glycoproteins	Core matrisome
TGM2	2.6231999999999998	ECM Regulators	Matrisome-associated
MUC1	2.0102	ECM-affiliated Proteins	Matrisome-associated
HRNR	2.2762000000000002	Secreted Factors	Matrisome-associated
SERPINC1	3.2353000000000005	ECM Regulators	Matrisome-associated
SERPINA10	2.0137	ECM Regulators	Matrisome-associated
FBLN1	5.3324	ECM Glycoproteins	Core matrisome
SERPINH1	5.2105	ECM Regulators	Matrisome-associated
ANXA3	2.5364	ECM-affiliated Proteins	Matrisome-associated
F13A1	2.1893000000000002	ECM Regulators	Matrisome-associated
TNXB	2.3576	ECM Glycoproteins	Core matrisome
PRG4	2.9445	Proteoglycans	Core matrisome
GREM1	3.3624	ECM-affiliated Proteins	Matrisome-associated
LGALS1	3.258	ECM-affiliated Proteins	Matrisome-associated
COL3A1	2.7429	Collagens	Core matrisome
EMCN	2.1675	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.7351	ECM Regulators	Matrisome-associated
ADAMTSL3	3.7984	ECM Regulators	Matrisome-associated
SPOCK2	5.4955	Proteoglycans	Core matrisome
S100A16	2.1418999999999997	Secreted Factors	Matrisome-associated
S100A13	4.7811	Secreted Factors	Matrisome-associated
POSTN	2.4832	ECM Glycoproteins	Core matrisome
FSTL1	3.1287000000000003	Secreted Factors	Matrisome-associated
NRG1	2.7371999999999996	Secreted Factors	Matrisome-associated
LAMB2	2.6915	ECM Glycoproteins	Core matrisome
TGFBI	2.5271	ECM Glycoproteins	Core matrisome
F9	2.707	ECM Regulators	Matrisome-associated
CHRDL1	5.3126999999999995	Secreted Factors	Matrisome-associated
ANGPTL2	4.574599999999999	Secreted Factors	Matrisome-associated
HMCN2	3.6216999999999997	ECM Glycoproteins	Core matrisome
PPBP	2.5656	Secreted Factors	Matrisome-associated
PLOD2	3.8238	ECM Regulators	Matrisome-associated
FGF16	2.9691	Secreted Factors	Matrisome-associated
IL9	2.6858	Secreted Factors	Matrisome-associated
GDF9	4.0457	Secreted Factors	Matrisome-associated
GDF15	2.5531	Secreted Factors	Matrisome-associated
NTN1	5.650499999999999	ECM Glycoproteins	Core matrisome
