name	prize	Category	Division
IL16	5.0075	Secreted Factors	Matrisome-associated
SPP1	5.3947	ECM Glycoproteins	Core matrisome
FGA	3.8543000000000003	ECM Glycoproteins	Core matrisome
ANXA2	6.5977999999999994	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.9793000000000003	Secreted Factors	Matrisome-associated
MFAP1	5.853199999999999	ECM Glycoproteins	Core matrisome
SPARCL1	5.512700000000001	ECM Glycoproteins	Core matrisome
PLG	4.5527999999999995	ECM Regulators	Matrisome-associated
COL17A1	3.6509000000000005	Collagens	Core matrisome
VWA5A	3.0489	ECM Glycoproteins	Core matrisome
MXRA5	7.5331	ECM Glycoproteins	Core matrisome
ANXA5	2.2447	ECM-affiliated Proteins	Matrisome-associated
KNG1	3.0347	ECM Regulators	Matrisome-associated
FNDC1	2.7719	ECM Glycoproteins	Core matrisome
ADAM9	3.418	ECM Regulators	Matrisome-associated
LTBP1	3.0842	ECM Glycoproteins	Core matrisome
SEMA4B	2.0861	ECM-affiliated Proteins	Matrisome-associated
VCAN	4.6084	Proteoglycans	Core matrisome
HSPG2	2.5868	Proteoglycans	Core matrisome
S100A9	2.4238	Secreted Factors	Matrisome-associated
SEMA4C	2.1585	ECM-affiliated Proteins	Matrisome-associated
FBLN2	2.0511999999999997	ECM Glycoproteins	Core matrisome
COL6A3	2.1572	Collagens	Core matrisome
ECM2	2.4261	ECM Glycoproteins	Core matrisome
THBS2	5.0647	ECM Glycoproteins	Core matrisome
MUC1	3.7383	ECM-affiliated Proteins	Matrisome-associated
SERPINC1	3.4482999999999997	ECM Regulators	Matrisome-associated
EGLN1	2.5376	ECM Regulators	Matrisome-associated
SERPINH1	2.9198	ECM Regulators	Matrisome-associated
ANXA3	6.2312	ECM-affiliated Proteins	Matrisome-associated
F13A1	4.1819	ECM Regulators	Matrisome-associated
TNXB	3.6464000000000003	ECM Glycoproteins	Core matrisome
PRG4	2.5690999999999997	Proteoglycans	Core matrisome
LGALS1	3.1974	ECM-affiliated Proteins	Matrisome-associated
COL3A1	4.647399999999999	Collagens	Core matrisome
ITIH4	3.6015	ECM Regulators	Matrisome-associated
SERPINB6	3.0730000000000004	ECM Regulators	Matrisome-associated
MFGE8	2.196	ECM Glycoproteins	Core matrisome
SPOCK2	5.0367	Proteoglycans	Core matrisome
ABI3BP	2.8065	ECM Glycoproteins	Core matrisome
LAMA4	2.7478000000000002	ECM Glycoproteins	Core matrisome
S100A13	3.1286	Secreted Factors	Matrisome-associated
PLXNC1	2.15	ECM-affiliated Proteins	Matrisome-associated
SERPIND1	2.7079	ECM Regulators	Matrisome-associated
PLXND1	3.4570999999999996	ECM-affiliated Proteins	Matrisome-associated
PLXNA4	2.3022	ECM-affiliated Proteins	Matrisome-associated
NRG1	7.0038	Secreted Factors	Matrisome-associated
S100A6	7.5139	Secreted Factors	Matrisome-associated
LAMB2	2.2032	ECM Glycoproteins	Core matrisome
TGFBI	2.9999000000000002	ECM Glycoproteins	Core matrisome
F9	3.4688	ECM Regulators	Matrisome-associated
PRELP	2.7828	Proteoglycans	Core matrisome
WISP2	2.488	ECM Glycoproteins	Core matrisome
S100A4	3.9619999999999997	Secreted Factors	Matrisome-associated
PARM1	2.8470000000000004	ECM-affiliated Proteins	Matrisome-associated
CHRDL1	4.0336	Secreted Factors	Matrisome-associated
PAPPA	2.1854	ECM Regulators	Matrisome-associated
ANGPT2	2.3485	Secreted Factors	Matrisome-associated
SDC2	5.8139	ECM-affiliated Proteins	Matrisome-associated
LAMC1	2.0861	ECM Glycoproteins	Core matrisome
HMCN2	2.9288999999999996	ECM Glycoproteins	Core matrisome
TECTA	3.4485	ECM Glycoproteins	Core matrisome
FNDC7	2.8207	ECM Glycoproteins	Core matrisome
ANXA7	3.1518	ECM-affiliated Proteins	Matrisome-associated
COL6A2	2.225	Collagens	Core matrisome
SPAM1	2.4049	ECM Regulators	Matrisome-associated
PRG3	4.6228	Proteoglycans	Core matrisome
SVEP1	8.8231	ECM Glycoproteins	Core matrisome
IL9	2.8468999999999998	Secreted Factors	Matrisome-associated
