name	prize	Category
ATF4	3.1530500000000004	TF
CDX2	2.5563500000000006	TF
CEBPA	4.935700000000001	TF
CEBPB	3.9786	TF
CIITA	2.9718999999999998	TF
CREB1	2.616175	TF
DNMT1	2.94265	TF
DNMT3A	3.1425500000000004	TF
EGR1	2.982175	TF
ELF3	2.74925	TF
ELF4	2.8053999999999997	TF
EP300	2.5526	TF
ERG	4.483666666666666	TF
ETS1	4.146388888888889	TF
ETS2	3.75882	TF
ETV4	5.1457999999999995	TF
FLI1	3.6888333333333336	TF
FOS	3.5284	TF
FOSL1	6.055350000000001	TF
FOXQ1	2.9806500000000002	TF
GATA4	2.90455	TF
GLI1	2.5993	TF
HDAC1	4.0325500000000005	TF
HDAC2	2.51295	TF
HDAC9	4.536200000000001	TF
HOXA10	3.1287000000000003	TF
IKBKB	2.8053999999999997	TF
ING4	3.7571	TF
IRF1	3.3404666666666665	TF
JUN	3.647218181818182	TF
JUND	4.002000000000001	TF
KLF4	2.52255	TF
MAZ	4.87485	TF
MYB	2.387	TF
NCOA3	5.4614	TF
NFIC	2.9221500000000002	TF
NFKB1	3.6224555555555553	TF
NFKBIA	3.89375	TF
NR4A2	4.36165	TF
NR5A1	2.415566666666667	TF
POU2F1	5.5794	TF
POU5F1	5.482200000000001	TF
PPARA	3.6662500000000002	TF
PPARG	4.343025	TF
RARA	3.59185	TF
RELA	3.645322222222222	TF
RUNX2	4.7852	TF
RUNX3	2.7337	TF
SMAD3	2.7217000000000002	TF
SOX2	3.2789	TF
SOX9	5.77215	TF
SP1	3.6819434782608695	TF
SP3	3.7050428571428573	TF
SRF	3.8522000000000003	TF
STAT1	3.9209666666666667	TF
STAT3	4.34398	TF
STAT6	2.4587	TF
TFAP2A	2.7117	TF
TFCP2	7.948	TF
TWIST1	4.050066666666667	TF
TWIST2	2.85955	TF
VDR	2.4044333333333334	TF
YBX1	3.6831500000000004	TF
IL16	6.4934	Secreted Factors
SPP1	8.1679	ECM Glycoproteins
FGA	7.2413	ECM Glycoproteins
ANXA2	6.5905000000000005	ECM-affiliated Proteins
MFAP1	2.0011	ECM Glycoproteins
SPARCL1	4.5624	ECM Glycoproteins
PLG	5.7813	ECM Regulators
ANXA6	2.2656	ECM-affiliated Proteins
COL17A1	6.3864	Collagens
VWA5A	3.4335	ECM Glycoproteins
MXRA5	2.1014	ECM Glycoproteins
SERPINA1	2.1146000000000003	ECM Regulators
TNC	2.2706	ECM Glycoproteins
ANXA5	2.0023999999999997	ECM-affiliated Proteins
KNG1	4.372	ECM Regulators
FNDC1	4.7548	ECM Glycoproteins
ADAM9	2.1218	ECM Regulators
LTBP1	4.4917	ECM Glycoproteins
LTBP2	6.6875	ECM Glycoproteins
SEMA4B	3.3754000000000004	ECM-affiliated Proteins
ADAM17	2.9415	ECM Regulators
VCAN	3.7635	Proteoglycans
HSPG2	2.47	Proteoglycans
IGFBP3	2.5845	ECM Glycoproteins
S100A9	3.7719	Secreted Factors
ELFN2	3.0642	ECM-affiliated Proteins
COL6A3	4.1915	Collagens
TGM2	3.1507	ECM Regulators
FN1	2.9481	ECM Glycoproteins
MUC1	2.2511	ECM-affiliated Proteins
VTN	2.7289000000000003	ECM Glycoproteins
SERPINC1	3.5312	ECM Regulators
ANXA4	2.173	ECM-affiliated Proteins
SERPINA10	9.6904	ECM Regulators
EGLN1	2.6113	ECM Regulators
FBLN1	2.7735000000000003	ECM Glycoproteins
SERPINH1	4.3953	ECM Regulators
PLXNB2	2.0643	ECM-affiliated Proteins
ANXA3	5.1421	ECM-affiliated Proteins
SFTPA1	2.7219	ECM-affiliated Proteins
IGFBP5	3.2181	ECM Glycoproteins
TNXB	2.4654	ECM Glycoproteins
EMCN	5.4798	ECM-affiliated Proteins
ITIH4	5.7264	ECM Regulators
SERPINB6	2.9321	ECM Regulators
ADAMTSL3	3.143	ECM Regulators
ABI3BP	2.3253	ECM Glycoproteins
LAMA4	2.8056	ECM Glycoproteins
MUC21	7.2292	ECM-affiliated Proteins
PLXNC1	5.7485	ECM-affiliated Proteins
LAMB1	2.7469	ECM Glycoproteins
PLXND1	2.9372000000000003	ECM-affiliated Proteins
FGB	2.5301	ECM Glycoproteins
COL20A1	7.2267	Collagens
SFTA2	3.951	ECM-affiliated Proteins
S100A6	2.0696000000000003	Secreted Factors
ITIH2	2.4754	ECM Regulators
LAMB2	2.7209999999999996	ECM Glycoproteins
TGFBI	4.0701	ECM Glycoproteins
F9	2.7993	ECM Regulators
PARM1	2.5366	ECM-affiliated Proteins
CHRDL1	3.0337	Secreted Factors
S100P	4.453799999999999	Secreted Factors
SDC2	5.93	ECM-affiliated Proteins
VWA3A	2.5974	ECM Glycoproteins
TECTA	3.5053	ECM Glycoproteins
HMCN1	3.8373	ECM Glycoproteins
ADAMTS12	3.8491	ECM Regulators
PPBP	2.4515	Secreted Factors
ANXA7	2.3775	ECM-affiliated Proteins
NID2	2.1258	ECM Glycoproteins
ADAM28	2.6353999999999997	ECM Regulators
SPAM1	5.6476	ECM Regulators
FGF16	2.2951	Secreted Factors
PRG3	6.569	Proteoglycans
FST	2.3752	Secreted Factors
CRLF1	5.4831	Secreted Factors
ANGPTL7	2.6868	Secreted Factors
