name	prize	Category
CEBPE	2.42895	TF
ELK1	2.5773	TF
ERG	2.60355	TF
ETS1	3.316942857142857	TF
ETS2	3.9898999999999996	TF
ETV4	3.4629	TF
FLI1	3.4505333333333335	TF
FOS	2.7712	TF
FOXQ1	2.89375	TF
GATA1	2.5118	TF
HDAC1	2.6535	TF
HDAC2	3.51515	TF
HDAC5	2.10595	TF
HOXB7	2.2374	TF
ING4	2.9511666666666665	TF
JUN	3.0804	TF
JUND	2.2889999999999997	TF
LEF1	2.254	TF
MYB	2.3733333333333335	TF
NFIC	2.50575	TF
NFIL3	2.798533333333333	TF
NFKB1	2.8754066666666667	TF
NFKBIA	4.11935	TF
NR3C1	3.098533333333333	TF
POU2F1	3.0487499999999996	TF
POU5F1	2.9477499999999996	TF
RARA	3.4692	TF
RELA	2.9437333333333333	TF
RUNX1	2.5448500000000003	TF
RUNX2	3.314233333333333	TF
SMAD3	2.4747500000000002	TF
SP1	2.992661111111111	TF
SP3	2.6147	TF
SPI1	2.4305	TF
STAT1	3.2077750000000003	TF
STAT3	2.8476166666666667	TF
STAT6	2.60595	TF
TFAP2A	2.8646000000000003	TF
TFAP2C	2.7314499999999997	TF
TFCP2	2.7454	TF
TWIST1	3.78545	TF
YBX1	3.69815	TF
IL16	4.5061	Secreted Factors
SPP1	3.7594	ECM Glycoproteins
FGA	3.9461	ECM Glycoproteins
ANXA2	3.9571	ECM-affiliated Proteins
MUC5AC	7.1378	ECM-affiliated Proteins
SPARCL1	3.1217	ECM Glycoproteins
ANXA1	2.3399	ECM-affiliated Proteins
PLG	2.7957	ECM Regulators
COL17A1	7.1529	Collagens
VWA5A	5.3087	ECM Glycoproteins
MXRA5	2.6987	ECM Glycoproteins
TNC	3.2228000000000003	ECM Glycoproteins
KNG1	2.5796	ECM Regulators
LTBP1	2.868	ECM Glycoproteins
LTBP2	6.1295	ECM Glycoproteins
SEMA4B	3.9691	ECM-affiliated Proteins
HSPG2	2.0385999999999997	Proteoglycans
IGFBP3	2.3631	ECM Glycoproteins
ELFN2	4.204	ECM-affiliated Proteins
SEMA4C	2.866	ECM-affiliated Proteins
COL6A3	2.185	Collagens
ECM2	2.1888	ECM Glycoproteins
TGM2	2.5734	ECM Regulators
THBS2	2.2819000000000003	ECM Glycoproteins
MUC1	2.7161	ECM-affiliated Proteins
HRNR	2.634	Secreted Factors
SERPINC1	2.694	ECM Regulators
SERPINA10	2.9409	ECM Regulators
FBLN1	3.0871999999999997	ECM Glycoproteins
SERPINH1	4.7649	ECM Regulators
ANXA3	3.8854	ECM-affiliated Proteins
TNXB	3.565	ECM Glycoproteins
PRG4	2.9137	Proteoglycans
CTSD	3.9388	ECM Regulators
ADAM10	2.7504	ECM Regulators
EMCN	3.8125	ECM-affiliated Proteins
ITIH4	2.4374	ECM Regulators
MFGE8	2.5443	ECM Glycoproteins
ADAMTSL3	2.5629999999999997	ECM Regulators
SPOCK2	4.809200000000001	Proteoglycans
MUC21	5.260199999999999	ECM-affiliated Proteins
S100A16	2.7408	Secreted Factors
S100A13	2.0128	Secreted Factors
FGB	2.2825	ECM Glycoproteins
COL20A1	2.399	Collagens
LAMB2	2.3949000000000003	ECM Glycoproteins
TGFBI	3.8703	ECM Glycoproteins
CLEC4A	3.952199999999999	ECM-affiliated Proteins
F9	2.5723000000000003	ECM Regulators
PRELP	2.5909	Proteoglycans
S100A4	3.1308	Secreted Factors
PLXNB3	4.0582	ECM-affiliated Proteins
CHRDL1	3.3167	Secreted Factors
S100P	2.2779000000000003	Secreted Factors
SDC2	2.811	ECM-affiliated Proteins
TECTA	2.8055	ECM Glycoproteins
HMCN1	3.4966999999999997	ECM Glycoproteins
SPAM1	3.8119	ECM Regulators
FGF16	3.1683999999999997	Secreted Factors
KY	2.6982	ECM Regulators
ANGPTL7	2.502	Secreted Factors
NTN1	2.9179	ECM Glycoproteins
