name	prize	Category
ATF2	3.2937749999999997	TF
ATF4	3.48535	TF
CEBPA	4.74025	TF
CEBPB	3.6587499999999995	TF
CEBPD	2.8687500000000004	TF
CEBPE	2.7861000000000002	TF
CEBPZ	2.7154499999999997	TF
CREB1	6.42376	TF
DDIT3	3.23175	TF
DNMT1	3.22928	TF
DNMT3A	2.91925	TF
EGR1	3.8322142857142856	TF
ELK1	4.9304500000000004	TF
EP300	3.50426	TF
ERG	4.906866666666667	TF
ESR1	4.185325000000001	TF
ETS1	4.1143600000000005	TF
ETS2	3.6807999999999996	TF
ETV4	5.0971	TF
EZH2	2.8486333333333334	TF
FLI1	3.1475999999999997	TF
FOS	3.6918749999999996	TF
FOSL1	4.42075	TF
FOSL2	4.1206	TF
FOXO1	2.9122000000000003	TF
FOXP2	3.5215499999999995	TF
FOXQ1	4.82825	TF
GATA1	2.5212666666666665	TF
GATA6	4.224399999999999	TF
GLI1	5.965433333333333	TF
GLI2	6.183666666666666	TF
HDAC1	4.79885	TF
HDAC2	5.9548749999999995	TF
HDAC5	3.8624	TF
HDAC9	5.319700000000001	TF
HIF1A	3.96342	TF
ING4	6.4434000000000005	TF
IRF1	3.4193499999999997	TF
JUN	3.78355	TF
JUND	3.4919666666666664	TF
KLF4	4.01705	TF
MYB	2.731433333333333	TF
NANOG	2.8851666666666667	TF
NFKB1	4.209836	TF
NFKBIA	3.2359999999999998	TF
NR4A2	3.7102499999999994	TF
PARP1	3.45175	TF
PAX5	3.08855	TF
POU2F1	5.71025	TF
POU5F1	5.4859333333333336	TF
PPARA	3.0519000000000003	TF
PPARD	2.9613500000000004	TF
PPARG	3.63105	TF
PTTG1	3.7749000000000006	TF
RARA	7.688533333333333	TF
RELA	4.2853916666666665	TF
RFX1	3.2124999999999995	TF
RUNX1	2.6301333333333337	TF
RUNX2	5.7919	TF
SMAD3	3.09804	TF
SMAD4	3.2002500000000005	TF
SOX2	3.1484	TF
SP1	4.505682608695652	TF
SP3	3.87265	TF
STAT1	4.130085714285714	TF
STAT3	4.133328571428572	TF
STAT6	2.9714399999999994	TF
TBP	3.5437000000000003	TF
TCF4	2.9295	TF
TFCP2	6.9896	TF
TWIST1	3.76086	TF
TWIST2	4.209066666666667	TF
XBP1	3.23175	TF
YY1	4.0432	TF
ZFP36	3.23175	TF
ZNF148	3.9592	TF
ZNF300	3.23175	TF
IL16	5.5824	Secreted Factors
SPP1	10.4979	ECM Glycoproteins
FGA	5.4236	ECM Glycoproteins
ANXA2	3.8401	ECM-affiliated Proteins
MFAP1	4.4094	ECM Glycoproteins
MUC5AC	8.728299999999999	ECM-affiliated Proteins
SPARCL1	5.1035	ECM Glycoproteins
ANXA1	2.1334999999999997	ECM-affiliated Proteins
PLG	3.0735	ECM Regulators
ANXA6	2.1944999999999997	ECM-affiliated Proteins
COL17A1	5.0862	Collagens
VWA5A	3.6212	ECM Glycoproteins
MXRA5	2.4627	ECM Glycoproteins
TNC	5.4422	ECM Glycoproteins
ANXA5	2.2382	ECM-affiliated Proteins
MUC5B	4.4115	ECM-affiliated Proteins
FNDC1	4.3766	ECM Glycoproteins
ADAM9	2.6936	ECM Regulators
SEMA4B	5.9684	ECM-affiliated Proteins
ADAM17	3.755900000000001	ECM Regulators
VCAN	2.6829	Proteoglycans
HSPG2	2.5476	Proteoglycans
IGFBP3	2.4508	ECM Glycoproteins
S100A9	3.7072	Secreted Factors
SEMA4C	3.4642	ECM-affiliated Proteins
COL6A3	3.5970000000000004	Collagens
ECM2	2.3022	ECM Glycoproteins
THBS2	2.7015	ECM Glycoproteins
MUC1	2.0655	ECM-affiliated Proteins
VTN	2.7452	ECM Glycoproteins
S100A11	2.7042	Secreted Factors
SERPINC1	2.2226999999999997	ECM Regulators
ANXA4	3.195	ECM-affiliated Proteins
SERPINA10	3.7025	ECM Regulators
FBLN1	2.4524999999999997	ECM Glycoproteins
SERPINH1	4.6948	ECM Regulators
ANXA3	4.0069	ECM-affiliated Proteins
SEMA4D	2.7696	ECM-affiliated Proteins
CTSD	3.6591	ECM Regulators
SFTPB	5.48	ECM-affiliated Proteins
LGALS1	3.8632	ECM-affiliated Proteins
EMCN	6.0252	ECM-affiliated Proteins
ITIH4	4.2193	ECM Regulators
ADAMTSL3	3.1115	ECM Regulators
ABI3BP	2.0986	ECM Glycoproteins
CST3	5.9185	ECM Regulators
PLXND1	2.0441000000000003	ECM-affiliated Proteins
FSTL1	4.6727	Secreted Factors
SEMA4F	2.0287	ECM-affiliated Proteins
IGFBP2	7.337	ECM Glycoproteins
TGFBI	2.9602000000000004	ECM Glycoproteins
FBN1	3.7812	ECM Glycoproteins
S100A4	3.2188	Secreted Factors
ANGPT2	3.6454	Secreted Factors
SDC2	2.8232000000000004	ECM-affiliated Proteins
TECTA	3.4593	ECM Glycoproteins
BGN	3.5844	Proteoglycans
FNDC7	2.1665	ECM Glycoproteins
ANXA7	2.0048000000000004	ECM-affiliated Proteins
ADAM28	6.725300000000001	ECM Regulators
