name	prize	Category
ATF2	2.2372500000000004	TF
ATF4	5.0287	TF
CDX2	6.727366666666667	TF
CEBPA	3.356525	TF
CEBPB	3.89976	TF
CIITA	2.3497	TF
DNMT1	2.904475	TF
E2F1	3.45852	TF
EGR1	2.8703000000000003	TF
ELF3	2.5903	TF
ELK1	2.6968	TF
EP300	3.1663	TF
ERG	2.425875	TF
ESR1	2.4491	TF
ETS1	3.559485714285714	TF
ETS2	3.88658	TF
ETV4	3.8657000000000004	TF
FOS	4.8105	TF
FOSL1	5.04875	TF
FOXQ1	3.7609500000000002	TF
GATA4	2.9696499999999997	TF
GLI2	4.6137	TF
HDAC1	3.708125	TF
HDAC2	4.840249999999999	TF
HDAC5	2.37385	TF
HIF1A	3.6352666666666664	TF
IRF3	2.4755000000000003	TF
JUN	3.7901444444444445	TF
JUND	3.8670999999999998	TF
KLF4	3.1643	TF
KLF6	2.41735	TF
MAZ	4.77235	TF
NFIC	2.62485	TF
NFKB1	4.099261111111111	TF
NFKBIA	4.1362000000000005	TF
NR1I2	2.81235	TF
NR3C1	4.1254	TF
NR5A1	2.32765	TF
POU2F1	3.992566666666667	TF
POU5F1	2.7162	TF
PPARA	3.5907	TF
PPARG	3.4531	TF
PTTG1	2.1986999999999997	TF
REL	3.8186	TF
RELA	4.145547368421052	TF
SMAD3	2.4519666666666664	TF
SOX2	3.6471999999999998	TF
SOX9	2.7474	TF
SP1	3.7173904761904764	TF
SP3	3.3471333333333333	TF
SPDEF	4.77635	TF
SPI1	2.6049	TF
STAT1	2.7142333333333335	TF
STAT3	3.6413	TF
STAT6	2.9381999999999997	TF
TBP	3.4135	TF
TFCP2	2.7226	TF
TWIST1	3.8559666666666668	TF
TWIST2	2.2025499999999996	TF
XBP1	3.8186	TF
ZNF148	4.7833000000000006	TF
IL16	5.2462	Secreted Factors
SPP1	4.0205	ECM Glycoproteins
FGA	5.3411	ECM Glycoproteins
MFAP1	4.7756	ECM Glycoproteins
MUC5AC	5.9277	ECM-affiliated Proteins
SPARCL1	3.8357	ECM Glycoproteins
PLG	5.112299999999999	ECM Regulators
COL17A1	8.7379	Collagens
VWA5A	3.4251	ECM Glycoproteins
MXRA5	3.017	ECM Glycoproteins
SERPINA1	2.6957	ECM Regulators
ANXA5	4.45	ECM-affiliated Proteins
ZFP91	2.8918000000000004	Secreted Factors
KNG1	2.8867000000000003	ECM Regulators
FNDC1	2.0383	ECM Glycoproteins
ADAM9	3.763	ECM Regulators
SEMA4B	2.0853	ECM-affiliated Proteins
SEMA4C	2.1807	ECM-affiliated Proteins
ECM2	3.5669	ECM Glycoproteins
TGM2	2.0466	ECM Regulators
VTN	2.9482	ECM Glycoproteins
S100A11	5.3278	Secreted Factors
ANXA4	2.2949	ECM-affiliated Proteins
SERPINA10	3.248	ECM Regulators
EGLN1	2.0482	ECM Regulators
ANXA3	2.1233999999999997	ECM-affiliated Proteins
F13A1	2.0201	ECM Regulators
PRG4	3.0309	Proteoglycans
GREM1	2.2493	ECM-affiliated Proteins
LUM	2.0885	Proteoglycans
COL3A1	7.6031	Collagens
EMCN	2.7802	ECM-affiliated Proteins
ITIH4	2.5203	ECM Regulators
SERPINB6	2.4466	ECM Regulators
MFGE8	2.2205	ECM Glycoproteins
ADAMTSL3	3.3354	ECM Regulators
SPOCK2	3.0896	Proteoglycans
LAMA4	2.4743	ECM Glycoproteins
S100A16	5.8768	Secreted Factors
S100A13	4.5243	Secreted Factors
PLXNC1	2.3093	ECM-affiliated Proteins
ADAM22	2.3437	ECM Regulators
CST3	4.1647	ECM Regulators
FSTL1	2.9134	Secreted Factors
NRG1	2.9922	Secreted Factors
S100A6	3.8011	Secreted Factors
ITIH2	2.6976	ECM Regulators
LAMB2	3.3657	ECM Glycoproteins
FBN1	3.9419	ECM Glycoproteins
PARM1	2.5676	ECM-affiliated Proteins
CRELD2	4.643800000000001	ECM Glycoproteins
CHRDL1	4.5846	Secreted Factors
S100P	10.6625	Secreted Factors
CLC	3.1021	ECM-affiliated Proteins
PAPPA	4.371	ECM Regulators
ANGPTL2	2.1639	Secreted Factors
HMCN1	7.1531	ECM Glycoproteins
PPBP	4.0303	Secreted Factors
PLOD2	4.6196	ECM Regulators
PRG3	2.9663999999999997	Proteoglycans
GDF9	7.1774	Secreted Factors
GDF15	4.4978	Secreted Factors
NTN1	2.4046000000000003	ECM Glycoproteins
