name	prize	Category
AHR	3.38675	TF
ATF4	4.080075	TF
CEBPA	3.8926749999999997	TF
CEBPB	3.0842666666666667	TF
CEBPZ	5.97215	TF
CIITA	3.9029333333333334	TF
CREB1	3.32485	TF
CREM	2.8768	TF
EGR1	2.655357142857143	TF
EGR2	2.4807666666666663	TF
ELK1	3.2561500000000003	TF
EP300	3.42264	TF
ERG	3.8336333333333332	TF
ETS1	3.7909	TF
ETS2	2.7407500000000002	TF
ETV4	3.3545000000000003	TF
FLI1	3.8665	TF
FOS	2.48392	TF
FOXO1	2.974266666666667	TF
FOXQ1	3.8828	TF
GLI1	2.9007500000000004	TF
GLI2	3.1424000000000003	TF
HDAC1	3.8820571428571427	TF
HDAC2	2.8238000000000003	TF
HDAC5	2.7527333333333335	TF
HDAC9	2.8958500000000003	TF
HIF1A	4.8089200000000005	TF
HOXA10	3.9048499999999997	TF
HOXB7	3.7254499999999995	TF
ING4	3.9499999999999993	TF
IRF1	2.7333333333333334	TF
JUN	2.9569272727272726	TF
MAZ	2.7407500000000002	TF
MYB	3.7945333333333333	TF
NFIL3	3.376866666666667	TF
NFKB1	3.1085000000000003	TF
NFKBIA	2.6698250000000003	TF
NR3C1	5.260266666666666	TF
PML	2.5989	TF
POU5F1	4.024933333333333	TF
PPARA	3.224875	TF
PPARG	2.8886333333333334	TF
RARA	3.7182000000000004	TF
REL	2.59435	TF
RELA	3.2573304347826086	TF
RUNX1	3.2010666666666667	TF
RUNX2	3.4104666666666668	TF
SIRT1	2.880525	TF
SMAD3	2.8331666666666666	TF
SOX9	2.89065	TF
SP1	3.516996296296296	TF
SP3	3.8258	TF
SPDEF	3.76725	TF
STAT1	2.9809	TF
STAT3	3.7704750000000002	TF
STAT6	3.834	TF
TBP	3.3736999999999995	TF
TFCP2	3.7593	TF
TWIST2	2.7841000000000005	TF
VDR	3.5517	TF
WT1	2.8656	TF
YBX1	3.0744499999999997	TF
YY1	3.345475	TF
ZFP36	2.59435	TF
IL16	6.6891	Secreted Factors
SPP1	8.9121	ECM Glycoproteins
FGA	4.5432	ECM Glycoproteins
ANXA2	5.1078	ECM-affiliated Proteins
MFAP1	3.821	ECM Glycoproteins
SPARCL1	3.7524	ECM Glycoproteins
ANXA1	2.7158	ECM-affiliated Proteins
PLG	5.8778	ECM Regulators
COL17A1	4.9799	Collagens
VWA5A	2.5653	ECM Glycoproteins
MXRA5	6.2705	ECM Glycoproteins
SERPINA1	2.4131	ECM Regulators
TNC	2.2756	ECM Glycoproteins
ANXA5	2.5446	ECM-affiliated Proteins
FNDC1	8.5286	ECM Glycoproteins
LTBP1	4.8567	ECM Glycoproteins
ADAM17	5.7189	ECM Regulators
VCAN	6.8962	Proteoglycans
HSPG2	2.5083	Proteoglycans
IGFBP3	4.700699999999999	ECM Glycoproteins
ELFN2	4.829	ECM-affiliated Proteins
COL6A3	2.798	Collagens
ECM2	4.481	ECM Glycoproteins
THBS2	7.0962	ECM Glycoproteins
MUC1	3.5537	ECM-affiliated Proteins
VTN	3.6776	ECM Glycoproteins
S100A11	2.8406	Secreted Factors
ANXA4	2.1537	ECM-affiliated Proteins
SERPINA10	3.4084999999999996	ECM Regulators
SERPINH1	2.2412	ECM Regulators
SERPINB1	2.3767	ECM Regulators
SFTPA1	3.2002000000000006	ECM-affiliated Proteins
IGFBP5	2.6502	ECM Glycoproteins
PRG4	4.4582	Proteoglycans
COL3A1	3.3345	Collagens
SERPINB6	2.1465	ECM Regulators
ADAMTSL3	2.9059	ECM Regulators
S100A13	3.0427	Secreted Factors
CTF1	2.6241000000000003	Secreted Factors
ADAM8	4.6861	ECM Regulators
COL1A1	2.1740000000000004	Collagens
POSTN	3.8487	ECM Glycoproteins
FSTL1	3.8997	Secreted Factors
COL20A1	2.8465999999999996	Collagens
PLXNA3	4.3478	ECM-affiliated Proteins
SEMA4F	2.8087	ECM-affiliated Proteins
SEMA4A	3.0618	ECM-affiliated Proteins
S100A6	4.195200000000001	Secreted Factors
WISP2	2.7495	ECM Glycoproteins
SDC1	2.7070999999999996	ECM-affiliated Proteins
SDC3	4.5619000000000005	ECM-affiliated Proteins
S100A7	6.9348	Secreted Factors
CHRDL1	2.8507	Secreted Factors
S100P	5.862	Secreted Factors
PAPPA	7.1174	ECM Regulators
ANGPTL2	4.1362000000000005	Secreted Factors
SDC2	5.8532	ECM-affiliated Proteins
ADAMTS12	2.067	ECM Regulators
PPBP	2.7305	Secreted Factors
FNDC7	3.7105	ECM Glycoproteins
ANXA7	7.9355	ECM-affiliated Proteins
PLOD2	2.0213	ECM Regulators
HTRA3	5.7828	ECM Regulators
COL19A1	2.8344	Collagens
SULF2	4.3068	ECM Regulators
FGF16	6.7204999999999995	Secreted Factors
PRG3	6.852399999999999	Proteoglycans
IL9	2.7232000000000003	Secreted Factors
FREM3	2.0508999999999995	ECM-affiliated Proteins
GDF15	5.9699	Secreted Factors
TLL2	3.3495999999999997	ECM Regulators
