name	prize	Category
AHR	2.5796	TF
AR	3.064	TF
ATF4	2.322033333333333	TF
CEBPA	2.61075	TF
CEBPB	4.342975	TF
EGR1	3.437849999999999	TF
EGR2	2.6476999999999995	TF
ETS1	4.381466666666666	TF
ETS2	4.15585	TF
FOS	4.15585	TF
HDAC1	2.3672333333333335	TF
JUN	3.36945	TF
KLF4	4.305449999999999	TF
MYC	2.3487	TF
NFKB1	3.17618	TF
NFKBIA	4.15585	TF
PPARG	6.106349999999999	TF
REL	2.43745	TF
RELA	3.17618	TF
SP1	2.4910444444444444	TF
STAT1	3.2358666666666664	TF
STAT3	3.0671999999999997	TF
TFCP2	2.5168	TF
TWIST1	6.106349999999999	TF
TWIST2	4.55275	TF
WT1	3.33655	TF
XBP1	2.43745	TF
IL16	5.375100000000001	Secreted Factors
SPP1	3.8894	ECM Glycoproteins
FGA	7.9362	ECM Glycoproteins
ANXA2	3.0359	ECM-affiliated Proteins
MFAP1	3.5751	ECM Glycoproteins
SPARCL1	3.3726	ECM Glycoproteins
PLG	2.4841	ECM Regulators
COL17A1	11.0133	Collagens
MXRA5	4.4661	ECM Glycoproteins
SERPINA1	3.9	ECM Regulators
TNC	5.6636	ECM Glycoproteins
ZFP91	7.7121	Secreted Factors
KNG1	4.482	ECM Regulators
LTBP2	5.3921	ECM Glycoproteins
ADAM17	3.6036	ECM Regulators
IGFBP3	3.8766	ECM Glycoproteins
ELFN2	4.7728	ECM-affiliated Proteins
FBLN2	3.1239	ECM Glycoproteins
ECM2	5.3121	ECM Glycoproteins
TGM2	3.2691999999999997	ECM Regulators
MUC1	2.2401999999999997	ECM-affiliated Proteins
VTN	2.6775	ECM Glycoproteins
SERPINC1	4.4123	ECM Regulators
SERPINA10	2.6457	ECM Regulators
ANXA3	2.0058	ECM-affiliated Proteins
IGFBP5	3.2655	ECM Glycoproteins
F13A1	2.9966	ECM Regulators
SEMA4D	2.4741999999999997	ECM-affiliated Proteins
PRG4	3.1091	Proteoglycans
LGALS1	2.0887	ECM-affiliated Proteins
ADAMTSL3	4.6596	ECM Regulators
SPOCK2	3.6042	Proteoglycans
LAMB1	3.2133	ECM Glycoproteins
SERPIND1	3.791	ECM Regulators
POSTN	6.4927	ECM Glycoproteins
COL20A1	2.0358	Collagens
SEMA4A	2.0768	ECM-affiliated Proteins
ITIH2	3.1192	ECM Regulators
LAMB2	2.3152	ECM Glycoproteins
IGFBP7	3.3016	ECM Glycoproteins
FBN1	3.1169	ECM Glycoproteins
PRELP	2.013	Proteoglycans
PARM1	2.7579	ECM-affiliated Proteins
CHRDL1	2.6677999999999997	Secreted Factors
ANGPT2	4.7035	Secreted Factors
SDC2	10.6612	ECM-affiliated Proteins
LAMC1	2.6928	ECM Glycoproteins
HMCN2	2.0774000000000004	ECM Glycoproteins
GDF6	2.3857	Secreted Factors
IGFBP1	2.0504999999999995	ECM Glycoproteins
SPAM1	3.8007	ECM Regulators
SVEP1	3.5975	ECM Glycoproteins
FST	5.303599999999999	Secreted Factors
COL6A6	4.8107	Collagens
NTN1	4.1114	ECM Glycoproteins
