name	prize	Category
ATF2	2.27825	TF
ATF3	3.00625	TF
ATF4	3.153966666666667	TF
CEBPA	4.621566666666666	TF
CEBPB	4.23635	TF
CEBPZ	4.786099999999999	TF
CIITA	3.44825	TF
CREBBP	3.2623499999999996	TF
CTCF	4.44425	TF
DNMT1	3.9703	TF
DNMT3A	4.21935	TF
EGR1	3.1786166666666666	TF
EP300	3.08065	TF
ERG	3.8821499999999998	TF
ETS1	3.9899727272727272	TF
ETS2	4.9764	TF
FLI1	4.154	TF
FOS	4.4822	TF
FOSL1	5.3094	TF
GATA1	2.2628	TF
GATA4	5.10815	TF
GLI1	4.502549999999999	TF
HDAC1	3.9871	TF
HDAC2	3.59715	TF
HDAC5	3.51515	TF
ING4	3.3894666666666664	TF
IRF1	2.7649833333333333	TF
IRF8	2.37575	TF
JUN	3.436769230769231	TF
JUNB	2.7762	TF
KLF4	3.3605	TF
MAZ	5.4121500000000005	TF
MYB	3.62915	TF
NFIL3	2.2090500000000004	TF
NFKB1	3.6010615384615385	TF
NFKBIA	5.2475249999999996	TF
NKX2-1	4.22945	TF
POU5F1	3.936	TF
PPARG	4.376275	TF
RARA	3.671325	TF
RELA	3.543448148148148	TF
RFX5	2.2498500000000003	TF
RUNX2	2.59115	TF
RUNX3	2.7852333333333332	TF
SIRT1	2.5829500000000003	TF
SMAD3	2.75825	TF
SMAD4	2.46045	TF
SNAI2	2.7733499999999998	TF
SOX2	5.0072	TF
SOX9	3.2245	TF
SP1	3.6198772727272726	TF
SP3	3.5121000000000002	TF
SPI1	3.046266666666667	TF
SRF	2.94815	TF
STAT1	2.57398	TF
STAT3	4.461788888888889	TF
STAT4	2.3546499999999995	TF
STAT6	3.4840250000000004	TF
TCF4	2.18125	TF
TFCP2	5.17745	TF
TWIST1	4.466233333333333	TF
TWIST2	3.5235000000000003	TF
WT1	4.3928	TF
YY1	2.867525	TF
ZNF148	5.98245	TF
IL16	5.1251	Secreted Factors
SPP1	10.474	ECM Glycoproteins
FGA	4.7417	ECM Glycoproteins
ANXA2	4.122	ECM-affiliated Proteins
MFAP1	4.6408	ECM Glycoproteins
MUC5AC	2.2743	ECM-affiliated Proteins
SPARCL1	3.4825999999999997	ECM Glycoproteins
PLG	3.2473	ECM Regulators
COL17A1	6.751799999999999	Collagens
VWA5A	2.1113999999999997	ECM Glycoproteins
MXRA5	7.6252	ECM Glycoproteins
TNC	4.9979	ECM Glycoproteins
LTBP1	5.3027	ECM Glycoproteins
ADAM17	3.6956	ECM Regulators
VCAN	6.8163	Proteoglycans
IGFBP3	6.7751	ECM Glycoproteins
S100A9	2.1908	Secreted Factors
COL6A3	4.395099999999999	Collagens
ECM2	2.9406999999999996	ECM Glycoproteins
THBS2	6.3618	ECM Glycoproteins
MUC1	2.3796999999999997	ECM-affiliated Proteins
VTN	2.6433	ECM Glycoproteins
SERPINC1	3.5169	ECM Regulators
SERPINA10	4.1013	ECM Regulators
EGLN1	3.5046	ECM Regulators
FBLN1	3.3913	ECM Glycoproteins
PLXNB2	2.1527	ECM-affiliated Proteins
ANXA3	3.5651	ECM-affiliated Proteins
SFTPA1	3.2274	ECM-affiliated Proteins
IGFBP5	3.7616	ECM Glycoproteins
TNXB	2.8634	ECM Glycoproteins
PRG4	3.8816	Proteoglycans
FGG	2.7382999999999997	ECM Glycoproteins
COL3A1	5.9288	Collagens
ADAM10	2.5215	ECM Regulators
ITIH4	3.2305	ECM Regulators
SPOCK2	5.4460999999999995	Proteoglycans
S100A13	3.0755999999999997	Secreted Factors
SEMA6D	2.3971	ECM-affiliated Proteins
POSTN	7.0649	ECM Glycoproteins
FSTL1	5.1678999999999995	Secreted Factors
COL20A1	2.7272	Collagens
NRG1	4.987299999999999	Secreted Factors
S100A6	5.249700000000001	Secreted Factors
LAMB2	2.0216	ECM Glycoproteins
FBN1	2.6674	ECM Glycoproteins
S100A4	2.1825	Secreted Factors
S100P	2.1471	Secreted Factors
ANGPTL2	7.2332	Secreted Factors
SDC2	2.3411	ECM-affiliated Proteins
TECTA	2.2423	ECM Glycoproteins
HMCN1	4.3399	ECM Glycoproteins
ANXA7	2.3115	ECM-affiliated Proteins
ADAM28	2.7835	ECM Regulators
SULF2	4.734	ECM Regulators
PRG3	5.1219	Proteoglycans
IL9	4.0946	Secreted Factors
ADAMTS3	2.3002	ECM Regulators
ANGPTL7	3.5553999999999997	Secreted Factors
NTN1	5.3186	ECM Glycoproteins
