name	prize	Category
AR	3.2211333333333334	TF
CEBPA	4.3053333333333335	TF
CEBPB	3.6600333333333332	TF
CEBPD	2.95465	TF
CREB1	4.4096	TF
ERG	4.2351	TF
ETS1	2.9447111111111113	TF
ETS2	2.6239749999999997	TF
ETV4	3.1122	TF
EZH2	2.4578499999999996	TF
FLI1	3.9217	TF
FOS	2.7519	TF
FOXA2	3.3339500000000006	TF
GATA3	2.980766666666667	TF
HIF1A	3.1623666666666668	TF
JUN	2.7241	TF
JUND	2.1239999999999997	TF
KLF4	3.9441500000000005	TF
LEF1	2.8537333333333335	TF
MYB	3.1293	TF
NFIC	3.4280000000000004	TF
NFIL3	3.29745	TF
NFKB1	3.1144	TF
NR3C1	4.90315	TF
PAX5	2.5546499999999996	TF
POU2F1	5.3117	TF
POU5F1	4.212175	TF
PPARG	3.8406666666666665	TF
RARA	4.565	TF
RELA	3.140807692307692	TF
RUNX1	3.028275	TF
RUNX2	2.8317000000000005	TF
RUNX3	2.6448999999999994	TF
SOX2	2.66175	TF
SP1	3.9593933333333333	TF
SP3	2.90915	TF
STAT3	3.0991	TF
TFCP2	5.7923	TF
TWIST1	3.454333333333333	TF
VDR	2.66995	TF
WT1	2.9552666666666667	TF
IL16	4.4411	Secreted Factors
SPP1	4.8629999999999995	ECM Glycoproteins
FGA	8.3101	ECM Glycoproteins
ANXA2	4.9747	ECM-affiliated Proteins
SPARCL1	3.5119	ECM Glycoproteins
COL17A1	2.9287	Collagens
TNC	2.8798000000000004	ECM Glycoproteins
ZFP91	5.1008	Secreted Factors
KNG1	3.0981	ECM Regulators
ADAM9	2.9686	ECM Regulators
LTBP2	8.2838	ECM Glycoproteins
SEMA4B	2.7938	ECM-affiliated Proteins
ADAM17	3.1839999999999997	ECM Regulators
HSPG2	2.2652	Proteoglycans
S100A9	3.8893	Secreted Factors
ELFN2	5.5672	ECM-affiliated Proteins
FBLN2	3.9946	ECM Glycoproteins
COL6A3	2.9987	Collagens
TGM2	3.4488000000000003	ECM Regulators
THBS2	4.5297	ECM Glycoproteins
MUC1	3.1083000000000003	ECM-affiliated Proteins
S100A11	2.2447999999999997	Secreted Factors
SERPINC1	2.8415999999999997	ECM Regulators
SERPINA10	2.4296	ECM Regulators
FBLN1	2.865	ECM Glycoproteins
SERPINH1	2.0311	ECM Regulators
ANXA3	3.6112	ECM-affiliated Proteins
IGFBP5	2.3003	ECM Glycoproteins
F13A1	2.3196	ECM Regulators
TNXB	2.3983	ECM Glycoproteins
PRG4	3.1962	Proteoglycans
S100A8	3.751	Secreted Factors
SERPINB6	3.8648	ECM Regulators
SPOCK2	8.4689	Proteoglycans
S100A13	4.3738	Secreted Factors
CTF1	2.0459	Secreted Factors
CST3	2.0199	ECM Regulators
SEMA6D	2.2097	ECM-affiliated Proteins
FGB	2.3899	ECM Glycoproteins
FSTL1	2.5501	Secreted Factors
COL20A1	2.7	Collagens
SEMA4A	2.6693	ECM-affiliated Proteins
LAMB2	2.5218	ECM Glycoproteins
TGFBI	2.2716000000000003	ECM Glycoproteins
IGFBP7	3.2155	ECM Glycoproteins
CLEC4A	2.2688	ECM-affiliated Proteins
F9	3.0038	ECM Regulators
S100A4	2.6869	Secreted Factors
S100A7	2.274099999999999	Secreted Factors
CHRDL1	2.0501	Secreted Factors
PAPPA	6.6992	ECM Regulators
ANGPTL2	3.0006000000000004	Secreted Factors
SDC2	11.1719	ECM-affiliated Proteins
TECTA	3.3688	ECM Glycoproteins
ANXA7	4.2564	ECM-affiliated Proteins
COL19A1	2.344	Collagens
S100A3	2.1067	Secreted Factors
FST	3.0377	Secreted Factors
ADAMTS3	5.2847	ECM Regulators
NTN1	4.8015	ECM Glycoproteins
